"","var1","var2","cor","p","case","participant_id"
"374","pm1_outdoor","pm1num_outdoor",0.64,0,"sham","41181"
"375","pm25_indoor","pm1num_outdoor",0.092,4.1e-14,"sham","41181"
"376","pm25_outdoor","pm1num_outdoor",0.62,0,"sham","41181"
"377","pm10_indoor","pm1num_outdoor",-0.0047,0.697,"sham","41181"
"378","pm10_outdoor","pm1num_outdoor",0.16,1.57e-42,"sham","41181"
"379","pm1num_indoor","pm1num_outdoor",0.12,4.02e-24,"sham","41181"
"380","pm1num_outdoor","pm1num_outdoor",1,0,"sham","41181"
"381","pm1_ratio","pm1num_outdoor",-0.09,1.24e-13,"sham","41181"
"382","pm25_ratio","pm1num_outdoor",-0.09,9.17e-14,"sham","41181"
"383","pm10_ratio","pm1num_outdoor",-0.054,9.75e-06,"sham","41181"
"384","pm1num_ratio","pm1num_outdoor",-0.39,6.5e-242,"sham","41181"
"385","pm1_indoor","pm1_ratio",0.6,0,"sham","41181"
"386","pm1_outdoor","pm1_ratio",-0.21,7.28e-66,"sham","41181"
"387","pm25_indoor","pm1_ratio",0.45,0,"sham","41181"
"388","pm25_outdoor","pm1_ratio",-0.22,1.86e-72,"sham","41181"
"389","pm10_indoor","pm1_ratio",0.057,2.85e-06,"sham","41181"
"390","pm10_outdoor","pm1_ratio",-0.028,0.0197,"sham","41181"
"391","pm1num_indoor","pm1_ratio",0.16,2.21e-40,"sham","41181"
"392","pm1num_outdoor","pm1_ratio",-0.09,1.24e-13,"sham","41181"
"393","pm1_ratio","pm1_ratio",1,0,"sham","41181"
"394","pm25_ratio","pm1_ratio",0.96,0,"sham","41181"
"395","pm10_ratio","pm1_ratio",0.14,5.13e-32,"sham","41181"
"396","pm1num_ratio","pm1_ratio",0.16,4.96e-41,"sham","41181"
"397","pm1_indoor","pm25_ratio",0.6,0,"sham","41181"
"398","pm1_outdoor","pm25_ratio",-0.21,1.62e-65,"sham","41181"
"399","pm25_indoor","pm25_ratio",0.49,0,"sham","41181"
"400","pm25_outdoor","pm25_ratio",-0.22,2.04e-74,"sham","41181"
"401","pm10_indoor","pm25_ratio",0.12,2.26e-23,"sham","41181"
"402","pm10_outdoor","pm25_ratio",-0.05,3.7e-05,"sham","41181"
"403","pm1num_indoor","pm25_ratio",0.23,1.85e-84,"sham","41181"
"404","pm1num_outdoor","pm25_ratio",-0.09,9.17e-14,"sham","41181"
"405","pm1_ratio","pm25_ratio",0.96,0,"sham","41181"
"406","pm25_ratio","pm25_ratio",1,0,"sham","41181"
"407","pm10_ratio","pm25_ratio",0.19,8.81e-54,"sham","41181"
"408","pm1num_ratio","pm25_ratio",0.24,1.57e-87,"sham","41181"
"409","pm1_indoor","pm10_ratio",0.072,3.71e-09,"sham","41181"
"410","pm1_outdoor","pm10_ratio",-0.073,1.55e-09,"sham","41181"
"411","pm25_indoor","pm10_ratio",0.11,8.69e-21,"sham","41181"
"412","pm25_outdoor","pm10_ratio",-0.08,4.74e-11,"sham","41181"
"413","pm10_indoor","pm10_ratio",0.73,0,"sham","41181"
"414","pm10_outdoor","pm10_ratio",-0.11,4.11e-19,"sham","41181"
"415","pm1num_indoor","pm10_ratio",0.08,4.86e-11,"sham","41181"
"416","pm1num_outdoor","pm10_ratio",-0.054,9.75e-06,"sham","41181"
"417","pm1_ratio","pm10_ratio",0.14,5.13e-32,"sham","41181"
"418","pm25_ratio","pm10_ratio",0.19,8.81e-54,"sham","41181"
"419","pm10_ratio","pm10_ratio",1,0,"sham","41181"
"420","pm1num_ratio","pm10_ratio",0.12,2.07e-23,"sham","41181"
"421","pm1_indoor","pm1num_ratio",0.45,0,"sham","41181"
"422","pm1_outdoor","pm1num_ratio",-0.02,0.102,"sham","41181"
"423","pm25_indoor","pm1num_ratio",0.63,0,"sham","41181"
"424","pm25_outdoor","pm1num_ratio",-0.016,0.189,"sham","41181"
"425","pm10_indoor","pm1num_ratio",0.33,1.61e-169,"sham","41181"
"426","pm10_outdoor","pm1num_ratio",-0.029,0.0175,"sham","41181"
"427","pm1num_indoor","pm1num_ratio",0.72,0,"sham","41181"
"428","pm1num_outdoor","pm1num_ratio",-0.39,6.5e-242,"sham","41181"
"429","pm1_ratio","pm1num_ratio",0.16,4.96e-41,"sham","41181"
"430","pm25_ratio","pm1num_ratio",0.24,1.57e-87,"sham","41181"
"431","pm10_ratio","pm1num_ratio",0.12,2.07e-23,"sham","41181"
"432","pm1num_ratio","pm1num_ratio",1,0,"sham","41181"
"433","pm1_indoor","pm1_indoor",1,0,"hepa","41181"
"434","pm1_outdoor","pm1_indoor",0.01,0.32,"hepa","41181"
"435","pm25_indoor","pm1_indoor",0.89,0,"hepa","41181"
"436","pm25_outdoor","pm1_indoor",-0.09,4.22e-19,"hepa","41181"
"437","pm10_indoor","pm1_indoor",0.33,1.51e-253,"hepa","41181"
"438","pm10_outdoor","pm1_indoor",-0.065,1.7e-10,"hepa","41181"
"439","pm1num_indoor","pm1_indoor",0.89,0,"hepa","41181"
"440","pm1num_outdoor","pm1_indoor",-0.059,5.11e-09,"hepa","41181"
"441","pm1_ratio","pm1_indoor",0.86,0,"hepa","41181"
"442","pm25_ratio","pm1_indoor",0.78,0,"hepa","41181"
"443","pm10_ratio","pm1_indoor",0.16,7.32e-56,"hepa","41181"
"444","pm1num_ratio","pm1_indoor",0.8,0,"hepa","41181"
"445","pm1_indoor","pm1_outdoor",0.01,0.32,"hepa","41181"
"446","pm1_outdoor","pm1_outdoor",1,0,"hepa","41181"
"447","pm25_indoor","pm1_outdoor",-0.044,1.27e-05,"hepa","41181"
"448","pm25_outdoor","pm1_outdoor",0.21,3.18e-95,"hepa","41181"
"449","pm10_indoor","pm1_outdoor",-0.069,7.1e-12,"hepa","41181"
"450","pm10_outdoor","pm1_outdoor",-0.14,2.86e-41,"hepa","41181"
"451","pm1num_indoor","pm1_outdoor",-0.061,1.19e-09,"hepa","41181"
"452","pm1num_outdoor","pm1_outdoor",0.68,0,"hepa","41181"
"453","pm1_ratio","pm1_outdoor",-0.12,2.4e-32,"hepa","41181"
"454","pm25_ratio","pm1_outdoor",-0.13,1.14e-39,"hepa","41181"
"455","pm10_ratio","pm1_outdoor",-0.069,8.44e-12,"hepa","41181"
"456","pm1num_ratio","pm1_outdoor",-0.12,4.81e-32,"hepa","41181"
"457","pm1_indoor","pm25_indoor",0.89,0,"hepa","41181"
"458","pm1_outdoor","pm25_indoor",-0.044,1.27e-05,"hepa","41181"
"459","pm25_indoor","pm25_indoor",1,0,"hepa","41181"
"460","pm25_outdoor","pm25_indoor",-0.12,5.8e-32,"hepa","41181"
"461","pm10_indoor","pm25_indoor",0.65,0,"hepa","41181"
"462","pm10_outdoor","pm25_indoor",-0.073,4.98e-13,"hepa","41181"
"463","pm1num_indoor","pm25_indoor",0.87,0,"hepa","41181"
"464","pm1num_outdoor","pm25_indoor",-0.1,1.11e-24,"hepa","41181"
"465","pm1_ratio","pm25_indoor",0.82,0,"hepa","41181"
"466","pm25_ratio","pm25_indoor",0.93,0,"hepa","41181"
"467","pm10_ratio","pm25_indoor",0.45,0,"hepa","41181"
"468","pm1num_ratio","pm25_indoor",0.8,0,"hepa","41181"
"469","pm1_indoor","pm25_outdoor",-0.09,4.22e-19,"hepa","41181"
"470","pm1_outdoor","pm25_outdoor",0.21,3.18e-95,"hepa","41181"
"471","pm25_indoor","pm25_outdoor",-0.12,5.8e-32,"hepa","41181"
"472","pm25_outdoor","pm25_outdoor",1,0,"hepa","41181"
"473","pm10_indoor","pm25_outdoor",-0.11,4.36e-29,"hepa","41181"
"474","pm10_outdoor","pm25_outdoor",0.8,0,"hepa","41181"
"475","pm1num_indoor","pm25_outdoor",-0.1,5.32e-23,"hepa","41181"
"476","pm1num_outdoor","pm25_outdoor",0.38,0,"hepa","41181"
"477","pm1_ratio","pm25_outdoor",-0.11,7.52e-27,"hepa","41181"
"478","pm25_ratio","pm25_outdoor",-0.19,2.69e-77,"hepa","41181"
"479","pm10_ratio","pm25_outdoor",-0.12,6.43e-31,"hepa","41181"
"480","pm1num_ratio","pm25_outdoor",-0.13,9.31e-40,"hepa","41181"
"481","pm1_indoor","pm10_indoor",0.33,1.51e-253,"hepa","41181"
"482","pm1_outdoor","pm10_indoor",-0.069,7.1e-12,"hepa","41181"
"483","pm25_indoor","pm10_indoor",0.65,0,"hepa","41181"
"484","pm25_outdoor","pm10_indoor",-0.11,4.36e-29,"hepa","41181"
"485","pm10_indoor","pm10_indoor",1,0,"hepa","41181"
"486","pm10_outdoor","pm10_indoor",-0.065,1.65e-10,"hepa","41181"
"487","pm1num_indoor","pm10_indoor",0.36,4.3e-298,"hepa","41181"
"488","pm1num_outdoor","pm10_indoor",-0.12,1.92e-30,"hepa","41181"
"489","pm1_ratio","pm10_indoor",0.31,2.08e-215,"hepa","41181"
"490","pm25_ratio","pm10_indoor",0.61,0,"hepa","41181"
"491","pm10_ratio","pm10_indoor",0.74,0,"hepa","41181"
"492","pm1num_ratio","pm10_indoor",0.33,3.15e-254,"hepa","41181"
"493","pm1_indoor","pm10_outdoor",-0.065,1.7e-10,"hepa","41181"
"494","pm1_outdoor","pm10_outdoor",-0.14,2.86e-41,"hepa","41181"
"495","pm25_indoor","pm10_outdoor",-0.073,4.98e-13,"hepa","41181"
"496","pm25_outdoor","pm10_outdoor",0.8,0,"hepa","41181"
"497","pm10_indoor","pm10_outdoor",-0.065,1.65e-10,"hepa","41181"
"498","pm10_outdoor","pm10_outdoor",1,0,"hepa","41181"
"499","pm1num_indoor","pm10_outdoor",-0.046,4.25e-06,"hepa","41181"
"500","pm1num_outdoor","pm10_outdoor",0.13,9.64e-41,"hepa","41181"
"501","pm1_ratio","pm10_outdoor",-0.031,0.0024,"hepa","41181"
"502","pm25_ratio","pm10_outdoor",-0.1,6.98e-24,"hepa","41181"
"503","pm10_ratio","pm10_outdoor",-0.1,1.27e-24,"hepa","41181"
"504","pm1num_ratio","pm10_outdoor",-0.057,1.75e-08,"hepa","41181"
"505","pm1_indoor","pm1num_indoor",0.89,0,"hepa","41181"
"506","pm1_outdoor","pm1num_indoor",-0.061,1.19e-09,"hepa","41181"
"507","pm25_indoor","pm1num_indoor",0.87,0,"hepa","41181"
"508","pm25_outdoor","pm1num_indoor",-0.1,5.32e-23,"hepa","41181"
"509","pm10_indoor","pm1num_indoor",0.36,4.3e-298,"hepa","41181"
"510","pm10_outdoor","pm1num_indoor",-0.046,4.25e-06,"hepa","41181"
"511","pm1num_indoor","pm1num_indoor",1,0,"hepa","41181"
"512","pm1num_outdoor","pm1num_indoor",-0.1,1.72e-23,"hepa","41181"
"513","pm1_ratio","pm1num_indoor",0.9,0,"hepa","41181"
"514","pm25_ratio","pm1num_indoor",0.84,0,"hepa","41181"
"515","pm10_ratio","pm1num_indoor",0.19,2.28e-76,"hepa","41181"
"516","pm1num_ratio","pm1num_indoor",0.95,0,"hepa","41181"
"517","pm1_indoor","pm1num_outdoor",-0.059,5.11e-09,"hepa","41181"
"518","pm1_outdoor","pm1num_outdoor",0.68,0,"hepa","41181"
"519","pm25_indoor","pm1num_outdoor",-0.1,1.11e-24,"hepa","41181"
"520","pm25_outdoor","pm1num_outdoor",0.38,0,"hepa","41181"
"521","pm10_indoor","pm1num_outdoor",-0.12,1.92e-30,"hepa","41181"
"522","pm10_outdoor","pm1num_outdoor",0.13,9.64e-41,"hepa","41181"
"523","pm1num_indoor","pm1num_outdoor",-0.1,1.72e-23,"hepa","41181"
"524","pm1num_outdoor","pm1num_outdoor",1,0,"hepa","41181"
"525","pm1_ratio","pm1num_outdoor",-0.12,2.87e-33,"hepa","41181"
"526","pm25_ratio","pm1num_outdoor",-0.16,1.22e-59,"hepa","41181"
"527","pm10_ratio","pm1num_outdoor",-0.084,6.5e-17,"hepa","41181"
"528","pm1num_ratio","pm1num_outdoor",-0.18,3.88e-69,"hepa","41181"
"529","pm1_indoor","pm1_ratio",0.86,0,"hepa","41181"
"530","pm1_outdoor","pm1_ratio",-0.12,2.4e-32,"hepa","41181"
"531","pm25_indoor","pm1_ratio",0.82,0,"hepa","41181"
"532","pm25_outdoor","pm1_ratio",-0.11,7.52e-27,"hepa","41181"
"533","pm10_indoor","pm1_ratio",0.31,2.08e-215,"hepa","41181"
"534","pm10_outdoor","pm1_ratio",-0.031,0.0024,"hepa","41181"
"535","pm1num_indoor","pm1_ratio",0.9,0,"hepa","41181"
"536","pm1num_outdoor","pm1_ratio",-0.12,2.87e-33,"hepa","41181"
"537","pm1_ratio","pm1_ratio",1,0,"hepa","41181"
"538","pm25_ratio","pm1_ratio",0.86,0,"hepa","41181"
"539","pm10_ratio","pm1_ratio",0.15,5.86e-52,"hepa","41181"
"540","pm1num_ratio","pm1_ratio",0.88,0,"hepa","41181"
"541","pm1_indoor","pm25_ratio",0.78,0,"hepa","41181"
"542","pm1_outdoor","pm25_ratio",-0.13,1.14e-39,"hepa","41181"
"543","pm25_indoor","pm25_ratio",0.93,0,"hepa","41181"
"544","pm25_outdoor","pm25_ratio",-0.19,2.69e-77,"hepa","41181"
"545","pm10_indoor","pm25_ratio",0.61,0,"hepa","41181"
"546","pm10_outdoor","pm25_ratio",-0.1,6.98e-24,"hepa","41181"
"547","pm1num_indoor","pm25_ratio",0.84,0,"hepa","41181"
"548","pm1num_outdoor","pm25_ratio",-0.16,1.22e-59,"hepa","41181"
"549","pm1_ratio","pm25_ratio",0.86,0,"hepa","41181"
"550","pm25_ratio","pm25_ratio",1,0,"hepa","41181"
"551","pm10_ratio","pm25_ratio",0.51,0,"hepa","41181"
"552","pm1num_ratio","pm25_ratio",0.82,0,"hepa","41181"
"553","pm1_indoor","pm10_ratio",0.16,7.32e-56,"hepa","41181"
"554","pm1_outdoor","pm10_ratio",-0.069,8.44e-12,"hepa","41181"
"555","pm25_indoor","pm10_ratio",0.45,0,"hepa","41181"
"556","pm25_outdoor","pm10_ratio",-0.12,6.43e-31,"hepa","41181"
"557","pm10_indoor","pm10_ratio",0.74,0,"hepa","41181"
"558","pm10_outdoor","pm10_ratio",-0.1,1.27e-24,"hepa","41181"
"559","pm1num_indoor","pm10_ratio",0.19,2.28e-76,"hepa","41181"
"560","pm1num_outdoor","pm10_ratio",-0.084,6.5e-17,"hepa","41181"
"561","pm1_ratio","pm10_ratio",0.15,5.86e-52,"hepa","41181"
"562","pm25_ratio","pm10_ratio",0.51,0,"hepa","41181"
"563","pm10_ratio","pm10_ratio",1,0,"hepa","41181"
"564","pm1num_ratio","pm10_ratio",0.17,5.42e-65,"hepa","41181"
"565","pm1_indoor","pm1num_ratio",0.8,0,"hepa","41181"
"566","pm1_outdoor","pm1num_ratio",-0.12,4.81e-32,"hepa","41181"
"567","pm25_indoor","pm1num_ratio",0.8,0,"hepa","41181"
"568","pm25_outdoor","pm1num_ratio",-0.13,9.31e-40,"hepa","41181"
"569","pm10_indoor","pm1num_ratio",0.33,3.15e-254,"hepa","41181"
"570","pm10_outdoor","pm1num_ratio",-0.057,1.75e-08,"hepa","41181"
"571","pm1num_indoor","pm1num_ratio",0.95,0,"hepa","41181"
"572","pm1num_outdoor","pm1num_ratio",-0.18,3.88e-69,"hepa","41181"
"573","pm1_ratio","pm1num_ratio",0.88,0,"hepa","41181"
"574","pm25_ratio","pm1num_ratio",0.82,0,"hepa","41181"
"575","pm10_ratio","pm1num_ratio",0.17,5.42e-65,"hepa","41181"
"576","pm1num_ratio","pm1num_ratio",1,0,"hepa","41181"
