"","deployment","room","participant_id","environment","peak_idx","valley_idx_b","valley_idx_a","peak_hgt","k_val","conv_tol","cumm_pm","hepa","peak_width"
"452","MF","daycare","10","indoor",16320,16319,16323,14.645,-2.90970834358933,5.47909680959118e-06,17.07,TRUE,4
"453","MF","daycare","10","indoor",16871,16869,16873,12.705,-1.66398975284205,2.02671719055125e-06,19.295,TRUE,4
"454","MF","daycare","10","indoor",17112,17085,17388,63.917,-0.00201590265953814,7.73251476478628e-06,7823.761,TRUE,303
"455","MF","daycare","10","indoor",17536,17239,18925,74.188,-0.000928263509216563,6.76735534401937e-06,40681.936,FALSE,1686
"456","MF","daycare","10","indoor",17745,17738,17764,28.272,0.0322984303889441,5.68036968865609e-06,280.382,TRUE,26
"457","MF","daycare","10","indoor",18357,18354,18360,15.893,-2.46247594968256,5.315821105788e-06,22.456,TRUE,6
"458","MF","daycare","10","indoor",20321,20320,20323,14.1,-1.20334155309026,5.26472668089828e-06,21.227,FALSE,3
"459","MF","daycare","10","indoor",20589,20588,20591,15.523,-2.10879517926589,1.70258066809257e-06,20.41,FALSE,3
"460","MF","daycare","10","indoor",21053,21051,21055,13.388,-1.64903981759255,2.03264568847392e-06,23.132,FALSE,4
"461","MF","daycare","10","indoor",21367,21365,21369,26.913,-0.756973214822735,2.80669912090722e-06,52.107,FALSE,4
"462","MF","daycare","10","indoor",24007,24005,24010,18.163,-1.55354190579604,2.82204331193974e-06,29.748,FALSE,5
"463","MF","daycare","10","indoor",24442,24441,24444,13.214,-1.56869200827919,3.5163332310275e-06,19.634,FALSE,3
"464","MF","daycare","10","indoor",25528,25507,25602,40.477,-0.00231717899761777,6.91488510354802e-07,825.632,FALSE,95
"465","MF","daycare","10","indoor",25735,25602,25805,16.986,-0.00152047954147744,2.04165877884974e-06,2336.862,FALSE,203
"466","MF","daycare","10","indoor",25956,25918,26010,37.728,-0.0116822846173589,6.14060311626862e-06,973.59,FALSE,92
"467","MF","daycare","10","indoor",26486,26202,26786,32.77,-0.00419666466029634,1.88536421797584e-06,6096.07,FALSE,584
"468","MF","daycare","10","indoor",27058,26833,27598,28.452,-0.00142995160164312,4.11144698659388e-06,4625.652,FALSE,765
"469","MF","daycare","10","indoor",27644,27640,27646,17.635,-1.60517095184442,3.59904299568135e-06,36.074,FALSE,6
"470","MF","daycare","10","indoor",27863,27860,27866,12.954,-1.32618660221923,4.45327418640887e-06,25.687,FALSE,6
"471","MF","daycare","10","indoor",28381,28358,28875,56.668,-0.00189298391653634,1.02429078596284e-06,8621.408,FALSE,517
"472","MF","daycare","10","indoor",29038,29036,29043,14.888,-0.526862777741291,5.97973256119765e-06,45.904,FALSE,7
"473","MF","daycare","10","indoor",29481,29207,29738,29.025,-0.00421538392046054,2.7033670661766e-07,5402.88,FALSE,531
"474","MF","daycare","10","indoor",30968,30965,30971,14.153,-1.32882166063354,3.88085785042017e-06,23.554,FALSE,6
"475","MF","daycare","10","indoor",31502,31214,31554,57.187,-0.0163416884860236,8.44609183586066e-07,6602.589,FALSE,340
"476","MF","daycare","10","indoor",31751,31554,31790,49.645,-0.0404904494135148,3.94316021112161e-06,3905.055,FALSE,236
"477","MF","daycare","10","indoor",31955,31954,31957,16.306,-0.606268803020722,3.67792597039066e-06,33.412,FALSE,3
"478","MF","daycare","10","indoor",32169,32089,32338,38.252,-0.00248744421313489,1.97592110339764e-06,3609.267,FALSE,249
"479","MF","daycare","10","indoor",32553,32552,32555,14.121,-1.20404108390159,3.08240094751217e-06,22.686,FALSE,3
"480","MF","daycare","10","indoor",34044,34042,34047,13.687,-0.699686358698481,1.67923419460616e-06,35.117,FALSE,5
"481","MF","daycare","10","indoor",34276,34264,34278,19.058,-0.986964598489966,8.24491875717938e-07,97.679,FALSE,14
"482","MF","daycare","10","indoor",34489,34444,34632,41.426,-0.00409653969268357,2.65776511943057e-06,2208.834,FALSE,188
"483","MF","daycare","10","indoor",34768,34655,35057,37.642,-0.00181756670989135,6.83907180817156e-08,5412.954,FALSE,402
"484","MF","daycare","10","indoor",35619,35613,35623,13.681,-0.470669819075224,6.07631272920549e-07,77.62,FALSE,10
"485","MF","daycare","10","indoor",36928,36924,36930,18.559,-1.22719290198744,6.75589999532406e-06,39.713,FALSE,6
"486","MF","daycare","10","indoor",37183,37176,37210,31.606,-0.0228722414698648,3.3278332557407e-06,429.49,FALSE,34
"487","MF","daycare","10","indoor",37388,37285,37537,25.712,-0.00645819680956279,3.35438067942808e-07,6893.974,FALSE,252
"488","MF","daycare","10","indoor",37606,37537,37616,14.744,-0.0898675132385413,5.14174711548985e-06,500.698,FALSE,79
"489","MF","daycare","10","indoor",37811,37790,37916,28.816,-0.00808019800188017,1.35060948692747e-06,1077.193,FALSE,126
"490","MF","daycare","10","indoor",38094,37916,38716,24.882,-0.00184594464441411,2.2055466393459e-06,6999.423,FALSE,800
"491","MF","daycare","10","indoor",38894,38892,38900,13.1,-0.219701136091453,3.54405788871705e-06,50.257,FALSE,8
"492","MF","daycare","10","indoor",39958,39956,39960,13.205,-1.10527787040431,2.05230203575893e-06,25.67,FALSE,4
"493","MF","daycare","10","indoor",40500,40498,40502,14.155,-1.12079358146769,7.59024740669121e-06,26.911,FALSE,4
"494","MF","daycare","10","indoor",40742,40666,40744,15.776,-1.09174809835643,1.62420472555348e-06,353.949,FALSE,78
"495","MF","daycare","10","indoor",41252,41248,41260,13.761,-0.172203491249474,9.28241471252342e-06,72.154,FALSE,12
"496","MF","daycare","10","indoor",41619,41574,41628,16.855,-0.169433898663177,3.84427227299166e-06,313.364,FALSE,54
"497","MF","daycare","10","indoor",44321,41628,44551,24.897,-0.00245794706405181,1.86703649233251e-06,16909.069,FALSE,2923
"498","MF","daycare","10","indoor",44681,44679,44683,20.364,-1.6030831443074,5.56949170402182e-06,32.69,FALSE,4
"499","MF","daycare","10","indoor",45041,45039,45043,18.638,-1.55328229898522,2.60290645809482e-06,30.814,FALSE,4
"500","MF","daycare","10","indoor",45825,45486,46175,72.248,-0.00184759544820043,1.35050289510819e-06,13750.816,FALSE,689
"501","MF","daycare","10","indoor",46510,46505,46513,38.566,-1.84990216914522,2.67360932041359e-06,92.044,FALSE,8
"502","MF","daycare","10","indoor",46729,46728,46731,19.601,-1.93726871497974,1.59983143359316e-06,25.508,FALSE,3
"503","MF","daycare","10","indoor",47094,47093,47097,13.904,-0.884789229611999,4.51106054191672e-06,25.611,FALSE,4
"504","MF","daycare","10","indoor",48401,48379,48412,39.006,-0.177431551401416,3.44055055121625e-06,417.978,FALSE,33
"505","MF","daycare","10","indoor",48720,48686,48743,34.398,-0.0428004031203124,2.85702262426647e-07,784.431,FALSE,57
"506","MF","daycare","10","indoor",48928,48914,48930,16.363,-1.34069145715371,2.30384893778e-06,119.222,FALSE,16
"507","MF","daycare","10","indoor",49142,49131,49144,39.861,-2.25168275396905,1.31967867195892e-06,143.279,FALSE,13
"508","MF","daycare","10","indoor",49375,49306,49723,36.503,-0.00233040840337082,2.50220056556346e-07,3299.332,FALSE,417
"509","MF","daycare","10","indoor",49856,49855,49859,17.966,-1.63962676129574,5.65957401112652e-06,26.462,FALSE,4
"510","MF","daycare","10","indoor",50059,50058,50061,12.976,-2.02410501384232,6.74950738522135e-06,16.816,FALSE,3
"511","MF","daycare","10","indoor",51150,51086,51672,34.727,-0.00169397045108885,1.2140681580718e-06,8591.594,FALSE,586
"512","MF","daycare","10","indoor",51836,51833,51845,24.878,-0.531373536093137,7.36642880233975e-06,96.681,FALSE,12
"513","MF","daycare","10","indoor",52083,51916,52698,34.858,-0.000967836689646837,7.34179125366519e-07,7909.761,FALSE,782
"514","MF","daycare","10","indoor",53765,53764,53768,13.453,-1.58335565637533,3.04774873456497e-06,20.295,FALSE,4
"515","MF","daycare","10","indoor",54006,53921,55977,110.379,-0.00082874152936744,9.83596426825759e-06,33571.933,FALSE,2056
"516","MF","daycare","10","indoor",56668,56665,56671,25.137,-1.07626024164708,3.64740829354485e-06,49.083,FALSE,6
"517","MF","daycare","11","indoor",30,0,236,33.233,-0.0188116948145195,4.6948347193226e-08,2068.203,TRUE,236
"518","MF","daycare","11","indoor",301,238,543,36.73,-0.0294761522684592,2.08801402523569e-06,1811.253,TRUE,305
"519","MF","daycare","11","indoor",636,607,713,7.679,-0.0261438030802651,8.77440177000332e-06,286.198,TRUE,106
"520","MF","daycare","11","indoor",729,713,1040,82.093,-0.0212880376454759,1.32570828962361e-06,5188.342,FALSE,327
"521","MF","daycare","11","indoor",1593,1549,6205,219.926,-0.00048912480271543,8.37288025695266e-06,64511.212,TRUE,4656
"522","MF","daycare","11","indoor",2182,2003,2480,26.156,-0.0113738551920527,5.09607243902732e-06,2854.741,FALSE,477
"523","MF","daycare","11","indoor",2650,2623,2731,13.207,-0.0270487246883789,7.22639601893412e-06,658.691,FALSE,108
"524","MF","daycare","11","indoor",3784,3771,3841,10.781,-0.0276835124674862,4.53293558887246e-06,359.937,FALSE,70
"525","MF","daycare","11","indoor",4437,4406,4537,20.174,-0.0219924124721257,9.09568096800736e-07,992.082,FALSE,131
"526","MF","daycare","11","indoor",5901,5841,6096,21.867,-0.0143200556894887,4.25075933977298e-07,2107.502,FALSE,255
"527","MF","daycare","11","indoor",6518,6350,7078,84.181,-0.015530457736695,4.80140621257242e-06,6658.186,TRUE,728
"528","MF","daycare","11","indoor",6937,6846,7250,7.925,-0.00239618220320795,1.53682829663392e-06,1550.592,FALSE,404
"529","MF","daycare","11","indoor",7115,7102,8368,163.978,-0.0185766417128361,1.12399246265291e-06,19014.784,TRUE,1266
"530","MF","daycare","11","indoor",7946,7930,8027,11.891,-0.0219753894242308,3.826888129728e-07,551.737,FALSE,97
"531","MF","daycare","11","indoor",8654,8634,8794,60.491,-0.0265881280998994,2.39739580019636e-07,2750.587,FALSE,160
"532","MF","daycare","11","indoor",9257,8743,9679,55.317,-0.0142871141174727,7.62633338479238e-07,5580.342,TRUE,936
"533","MF","daycare","11","indoor",9523,9347,9682,45.195,-0.0201810809984782,9.18470542629172e-07,3409.931,FALSE,335
"534","MF","daycare","11","indoor",9876,9839,9938,7.138,-0.0169521168339383,4.99547241826583e-07,344.789,FALSE,99
"535","MF","daycare","11","indoor",10176,10108,10373,103.568,-0.0298426339651222,5.26700861021583e-06,5365.165,TRUE,265
"536","MF","daycare","11","indoor",10775,10723,11169,280.986,-0.0321711804464108,3.76511796931919e-07,13750.668,TRUE,446
"537","MF","daycare","11","indoor",10958,10918,11209,89.583,-0.0170525710724555,7.18043964096486e-07,6350.613,FALSE,291
"538","MF","daycare","11","indoor",11645,11613,12691,36.962,-0.012703028608277,4.69642785994378e-06,6634.496,TRUE,1078
"539","MF","daycare","11","indoor",12278,12075,12373,12.765,-0.0127716857244096,5.97627728254998e-08,1238.441,FALSE,298
"540","MF","daycare","11","indoor",12637,12393,12741,24.233,-0.0372562485491611,6.64169353953585e-06,1943.549,FALSE,348
"541","MF","daycare","11","indoor",13117,12928,13244,32.889,-0.0257733455866538,1.55179145048574e-06,2089.297,TRUE,316
"542","MF","daycare","11","indoor",13534,13468,13952,43.957,-0.00389404631896057,9.67967515748548e-06,3365.051,TRUE,484
"543","MF","daycare","11","indoor",15375,12919,16469,212.573,-0.0176022342489137,7.40759779480478e-06,43847.909,FALSE,3550
"544","MF","daycare","11","indoor",16571,16556,16785,50.128,-0.0197347895914637,1.862585838922e-06,2679.396,FALSE,229
"545","MF","daycare","11","indoor",17051,16998,17189,16.978,-0.0209515316322417,9.19118385262821e-06,1068.643,FALSE,191
"546","MF","daycare","11","indoor",17989,17975,18123,8.276,-0.0124981127085232,7.90433513157423e-06,610.115,FALSE,148
"547","MF","daycare","11","indoor",19543,19530,19711,11.967,-0.0127224573367426,1.16090614627844e-07,852.327,FALSE,181
"548","MF","daycare","11","indoor",19828,19762,19886,11.131,-0.0381781392109184,9.68713473623712e-06,550.42,FALSE,124
"549","MF","daycare","11","indoor",20627,20531,20643,6.445,-0.0518123236632518,9.52767807240639e-07,476.058,FALSE,112
"550","MF","daycare","11","indoor",21136,21127,21339,23.268,-0.0120182013762905,1.03085067634292e-06,1467.915,FALSE,212
"551","MF","daycare","11","indoor",21554,21339,21906,8.633,-0.0047698108852125,5.31856868030201e-06,1922.943,FALSE,567
"552","MF","daycare","11","indoor",30,0,222,34.441,-0.0186871618232954,2.95594115118384e-07,2167.822,TRUE,222
"553","MF","daycare","11","indoor",301,238,440,38.113,-0.0301211749322101,2.77880946407198e-06,1707.475,TRUE,202
"554","MF","daycare","11","indoor",636,629,715,9.414,-0.0240903674807668,5.58254958625062e-06,342.801,TRUE,86
"555","MF","daycare","11","indoor",729,713,1040,222.88,-0.0248888676128502,8.06797683459831e-08,11711.307,FALSE,327
"556","MF","daycare","11","indoor",1593,1545,6238,236.197,-0.000416439366445318,8.46824004873527e-06,70995.149,TRUE,4693
"557","MF","daycare","11","indoor",2181,2003,2506,74.113,-0.0175767220559854,5.32651372001546e-06,6218.943,FALSE,503
"558","MF","daycare","11","indoor",2650,2623,2731,14.847,-0.0255800735728747,8.00468564604013e-07,767.433,FALSE,108
"559","MF","daycare","11","indoor",3781,3760,3953,32.1,-0.0273447298427626,9.04986233730254e-06,1320.253,FALSE,193
"560","MF","daycare","11","indoor",4437,4406,4551,21.426,-0.0197522735008313,8.80262766559573e-07,1163.089,FALSE,145
"561","MF","daycare","11","indoor",5238,5228,5318,10.85,-0.01907413561991,1.02758031728383e-06,501.363,FALSE,90
"562","MF","daycare","11","indoor",5913,5824,6108,23.503,-0.0130991928235255,1.69216034154876e-06,2468.527,FALSE,284
"563","MF","daycare","11","indoor",6948,6853,7250,8.454,-0.00155159975229745,1.45187740097386e-06,1747.996,FALSE,397
"564","MF","daycare","11","indoor",7115,6249,8221,182.243,-0.0187062252291797,3.86860845798796e-07,28743.562,TRUE,1972
"565","MF","daycare","11","indoor",7938,7923,8058,26.47,-0.0222304553649338,3.01117138680197e-07,1320.585,FALSE,135
"566","MF","daycare","11","indoor",8551,8450,8682,8.922,-0.0107047827324555,1.76473161615175e-06,1081.05,TRUE,232
"567","MF","daycare","11","indoor",8654,8568,8794,90.272,-0.0294281075245515,7.9595666575518e-06,3878.811,FALSE,226
"568","MF","daycare","11","indoor",9261,9121,9625,56.207,-0.0143164628529771,2.65502766386566e-07,5149.571,TRUE,504
"569","MF","daycare","11","indoor",9523,9350,9682,46.834,-0.0196891574772146,3.70514514723604e-06,3601.041,FALSE,332
"570","MF","daycare","11","indoor",9881,9839,9940,7.524,-0.0149239041276379,1.04723413006543e-07,417.452,FALSE,101
"571","MF","daycare","11","indoor",10176,10104,10373,104.336,-0.0295574418713609,3.2060456401986e-07,5585.959,TRUE,269
"572","MF","daycare","11","indoor",10775,10724,11169,458.266,-0.0383301672589478,7.35045716166919e-07,16412.88,TRUE,445
"573","MF","daycare","11","indoor",10958,10783,11209,90.894,-0.0168683819159976,2.92866938434559e-06,8226.62,FALSE,426
"574","MF","daycare","11","indoor",11646,11602,12130,47.433,-0.0127453254106096,9.05252368693954e-06,4934.716,TRUE,528
"575","MF","daycare","11","indoor",12222,12130,12685,10.282,-0.00178995269310575,2.95645293516441e-06,3300.573,TRUE,555
"576","MF","daycare","11","indoor",12637,12191,12748,24.377,-0.0335394224729504,5.26915480828684e-06,3288.544,FALSE,557
"577","MF","daycare","11","indoor",13117,12937,13244,39.16,-0.0257496933279827,8.85846496069968e-06,2648.212,TRUE,307
"578","MF","daycare","11","indoor",13533,13508,13952,58.501,-0.0364968445492313,6.85457762797294e-06,4232.422,TRUE,444
"579","MF","daycare","11","indoor",15373,12900,16467,236.189,-0.0184967837708921,4.49624400385907e-06,50247.082,FALSE,3567
"580","MF","daycare","11","indoor",16571,16545,16785,58.945,-0.0192798097606436,6.97330892537023e-06,3275.219,FALSE,240
"581","MF","daycare","11","indoor",17057,16962,17262,17.995,-0.0122936056204995,4.37655170516885e-06,1772.318,FALSE,300
"582","MF","daycare","11","indoor",18007,17973,18184,27.914,-0.0166927353547314,1.80930780353924e-06,1875.253,FALSE,211
"583","MF","daycare","11","indoor",18873,18587,18969,9.292,-0.0149918910970776,1.31752206265459e-06,1544.666,FALSE,382
"584","MF","daycare","11","indoor",19588,19517,19905,22.737,-0.00433899987188297,9.34968568351375e-06,2633.802,FALSE,388
"585","MF","daycare","11","indoor",21136,20785,22303,37.346,-0.00171330019006864,4.72831736118889e-06,8769.178,FALSE,1518
"586","MF","daycare","11","indoor",26,0,105,59.673,-0.0168004174609137,9.63413295142298e-06,2876.156,FALSE,105
"587","MF","daycare","11","indoor",65,0,173,48.026,-0.0232311438206113,7.54003993579835e-06,3326.107,TRUE,173
"588","MF","daycare","11","indoor",241,118,304,128.75,-0.0413642784893517,7.71875107927061e-06,7524.542,FALSE,186
"589","MF","daycare","11","indoor",315,246,411,111.981,-0.0387436120762812,8.47879823269567e-06,3191.379,TRUE,165
"590","MF","daycare","11","indoor",461,459,463,16.393,-1.9852945360978,8.29334505791693e-06,24.157,FALSE,4
"591","MF","daycare","11","indoor",658,630,725,80.541,-0.0280679464190199,5.15171594704922e-06,2550.273,TRUE,95
"592","MF","daycare","11","indoor",725,713,1038,1491.691,-0.0386900596707023,1.26620445840256e-06,47792.954,FALSE,325
"593","MF","daycare","11","indoor",932,769,1114,140.736,-0.0478741790962046,9.17136435064551e-06,6526.441,TRUE,345
"594","MF","daycare","11","indoor",1181,1153,1230,59.531,-0.0298883729018812,1.30075909726761e-06,2057.553,FALSE,77
"595","MF","daycare","11","indoor",1300,1299,1303,15.619,-0.791545083758934,8.01410087446264e-07,29.372,TRUE,4
"596","MF","daycare","11","indoor",1450,1366,1649,189.657,-0.00650879231352634,2.21377968112552e-06,10907.603,FALSE,283
"597","MF","daycare","11","indoor",1593,1488,2600,379.507,-0.0131328752691883,7.8122940114672e-06,39882.81,TRUE,1112
"598","MF","daycare","11","indoor",1660,1659,1668,18.377,-0.114128807552223,1.88796518965601e-06,84.147,FALSE,9
"599","MF","daycare","11","indoor",1929,1928,1933,16.63,-1.1347732855877,8.81752890316955e-06,29.057,FALSE,5
"600","MF","daycare","11","indoor",2150,2003,2494,747.442,-0.0169194477645954,4.76583673566318e-06,29468.526,FALSE,491
"601","MF","daycare","11","indoor",2560,2524,2610,55.326,-0.0307198543556355,8.77664779195635e-06,1396.359,FALSE,86
"602","MF","daycare","11","indoor",2644,2600,2808,13.2,0.0011662551211894,2.76192613282459e-06,1132.811,TRUE,208
"603","MF","daycare","11","indoor",2768,2610,2803,102.378,-0.0675391828663375,2.3314562121435e-06,3782.737,FALSE,193
"604","MF","daycare","11","indoor",3082,2808,6234,613.131,-0.000757956595688763,6.87477480683677e-06,111155.914,TRUE,3426
"605","MF","daycare","11","indoor",3122,3069,3179,99.023,-0.0297083200349758,8.78633822370143e-06,2824.067,FALSE,110
"606","MF","daycare","11","indoor",3783,3725,4011,207.45,-0.00606149318328712,7.01835605967905e-06,12523.333,FALSE,286
"607","MF","daycare","11","indoor",4416,4116,4620,79.481,-0.0089030476393735,3.2674295259753e-06,12771.132,FALSE,504
"608","MF","daycare","11","indoor",4771,4770,4778,44.404,-0.528426727685638,5.71026439622216e-06,113.297,FALSE,8
"609","MF","daycare","11","indoor",5029,5028,5032,14.413,-2.48207870922766,2.23856123023261e-06,16.47,FALSE,4
"610","MF","daycare","11","indoor",5230,5213,5314,72.895,-0.0260350167894696,2.913195966389e-06,2386.165,FALSE,101
"611","MF","daycare","11","indoor",5501,5496,5590,61.617,-0.00799401424585824,2.95984640541793e-06,2196.604,FALSE,94
"612","MF","daycare","11","indoor",5837,5764,6124,126.332,-0.00506876433749812,1.13666321411682e-06,9502.788,FALSE,360
"613","MF","daycare","11","indoor",6340,6333,6342,22.938,-1.24845443845345,1.20604013493116e-06,115.589,FALSE,9
"614","MF","daycare","11","indoor",6366,6356,6990,484.791,-0.00425187767559473,3.97712201632487e-06,25246.567,TRUE,634
"615","MF","daycare","11","indoor",6680,6608,6714,50.34,-0.0440218208710563,8.06009791559391e-07,1876.926,FALSE,106
"616","MF","daycare","11","indoor",7100,7085,7282,151.585,-0.015376604854648,8.05184472733829e-06,6789.292,FALSE,197
"617","MF","daycare","11","indoor",7115,7092,8202,402.551,-0.00236930932199637,9.05306516902951e-06,51667.73,TRUE,1110
"618","MF","daycare","11","indoor",7363,7282,7638,102.04,-0.00856674831193407,4.58309524604528e-06,9085.454,FALSE,356
"619","MF","daycare","11","indoor",7733,7729,7735,22.562,-1.64299461556833,3.03475839182031e-06,62.185,FALSE,6
"620","MF","daycare","11","indoor",7938,7920,8056,204.979,-0.0330602006827542,1.99811368687253e-06,6264.916,FALSE,136
"621","MF","daycare","11","indoor",8210,8188,8280,45.06,-0.0263721568956914,5.26854372813952e-06,921.513,FALSE,92
"622","MF","daycare","11","indoor",8421,8288,8462,19.42,-0.0101807306450846,6.54884570035463e-06,2417.476,FALSE,174
"623","MF","daycare","11","indoor",8520,8502,8681,386.37,-0.0329792475087746,4.92024351222729e-06,13629.346,TRUE,179
"624","MF","daycare","11","indoor",8651,8556,8846,356.268,-0.0483173236605843,6.23414046174065e-06,14163.027,FALSE,290
"625","MF","daycare","11","indoor",8735,8697,8756,53.169,-0.0716603242004898,1.73738913448598e-06,1228.954,TRUE,59
"626","MF","daycare","11","indoor",8857,8856,8860,17.483,-1.47890639381935,3.39859694960513e-06,27.218,FALSE,4
"627","MF","daycare","11","indoor",9068,9064,9135,77.35,-0.0541972498329317,8.57904712193534e-06,1245.535,TRUE,71
"628","MF","daycare","11","indoor",9078,9077,9080,17.418,-2.74369521874171,3.77518534585924e-06,19.967,FALSE,3
"629","MF","daycare","11","indoor",9298,9234,9555,100.917,-0.0089951830805444,8.81605606004354e-06,8900.971,TRUE,321
"630","MF","daycare","11","indoor",9513,9358,9698,146.214,-0.0203597313864701,3.55439158813706e-06,8781.933,FALSE,340
"631","MF","daycare","11","indoor",9850,9800,9939,88.34,-0.0255632084049589,7.31181686091639e-06,3125.967,FALSE,139
"632","MF","daycare","11","indoor",9984,9961,10074,295.907,-0.0588520752801178,4.62400591490466e-06,8398.495,TRUE,113
"633","MF","daycare","11","indoor",10087,10004,10237,68.328,-0.00603988870882766,4.62849408136158e-06,5311.294,FALSE,233
"634","MF","daycare","11","indoor",10185,10102,10337,92.331,-0.0110779365829167,5.69600676574663e-07,10748.154,TRUE,235
"635","MF","daycare","11","indoor",10302,10237,10374,279.446,-0.050063773311516,7.91895303634735e-06,10461.624,FALSE,137
"636","MF","daycare","11","indoor",10531,10496,10551,76.829,-0.0663360957615944,7.32190698321269e-06,1597.286,TRUE,55
"637","MF","daycare","11","indoor",10566,10564,10569,17.868,-1.08774588709875,6.73435893779449e-06,34.903,FALSE,5
"638","MF","daycare","11","indoor",10774,10724,11079,648.092,-0.0413154156763191,4.07944070187616e-06,31704.181,TRUE,355
"639","MF","daycare","11","indoor",10798,10779,11298,281.207,-0.00399317517251227,2.22029566440004e-06,23101.444,FALSE,519
"640","MF","daycare","11","indoor",11241,11240,11243,15.107,-1.14385398386118,3.11239395545954e-06,23.229,TRUE,3
"641","MF","daycare","11","indoor",11473,11459,11652,140.127,-0.00643355189454577,5.36171078472892e-06,7588.243,FALSE,193
"642","MF","daycare","11","indoor",11641,11604,11832,239.284,-0.0227109123961463,1.99988685273788e-06,9207.137,TRUE,228
"643","MF","daycare","11","indoor",11715,11652,11758,89.339,-0.0323450854621683,3.19222670069181e-07,3669.421,FALSE,106
"644","MF","daycare","11","indoor",11939,11842,12002,39.968,-0.0350904122126972,7.54745660708157e-06,1612.083,TRUE,160
"645","MF","daycare","11","indoor",12081,12077,12083,16.095,-1.55214702640446,8.94947385467914e-06,37.683,FALSE,6
"646","MF","daycare","11","indoor",12259,12149,12670,37.752,-0.00149138745873723,1.64085300429832e-06,5875.75,TRUE,521
"647","MF","daycare","11","indoor",12328,12218,12573,89.387,-0.00100649697472864,3.82019398809977e-06,7685.617,FALSE,355
"648","MF","daycare","11","indoor",12645,12591,12756,82.593,-0.00632630731274473,1.71643929490357e-06,3568.474,FALSE,165
"649","MF","daycare","11","indoor",12675,12670,12679,12.632,-0.195523262471405,2.47228947887605e-06,52.281,TRUE,9
"650","MF","daycare","11","indoor",12909,12887,13380,71.602,-0.00155627567526325,3.57724364208022e-06,11455.383,FALSE,493
"651","MF","daycare","11","indoor",12923,12921,12925,23.351,-1.29959221804473,4.41629989779497e-07,33.608,TRUE,4
"652","MF","daycare","11","indoor",13132,13039,13237,128.605,-0.0241774433987651,3.09066662847334e-06,7201.864,TRUE,198
"653","MF","daycare","11","indoor",13529,13506,13952,324.415,-0.00523288957420321,6.32091012039873e-06,14086.724,TRUE,446
"654","MF","daycare","11","indoor",15687,13571,16458,390.188,-0.00148590932900231,6.50568240904773e-06,102469.412,FALSE,2887
"655","MF","daycare","11","indoor",16570,16541,16782,134.101,-0.0111096841501933,5.48814570843748e-06,7361.935,FALSE,241
"656","MF","daycare","11","indoor",17092,16877,17557,293.966,0.000336247489052397,1.5291771035344e-06,38930.452,FALSE,680
"657","MF","daycare","11","indoor",17601,17600,17604,28.849,-1.51250629541595,4.82060802795694e-06,40.905,FALSE,4
"658","MF","daycare","11","indoor",18007,17976,18416,1513,-0.072465731072912,4.85564752243253e-06,37900.716,FALSE,440
"659","MF","daycare","11","indoor",18873,18416,19022,414.393,-0.036929749761395,4.84716716852463e-06,48799.02,FALSE,606
"660","MF","daycare","11","indoor",19108,19105,19110,25.931,-1.82782376367127,2.06751335300327e-06,45.844,FALSE,5
"661","MF","daycare","11","indoor",19390,19359,19418,33.994,-0.0428831525252174,9.34731571833808e-06,927.94,FALSE,59
"662","MF","daycare","11","indoor",19590,19507,19929,950.777,-0.0708666457333781,2.93724417255595e-06,38636.937,FALSE,422
"663","MF","daycare","11","indoor",20262,19979,20382,224.518,-0.0443605404865732,8.09115899186956e-06,21786.464,FALSE,403
"664","MF","daycare","11","indoor",20562,20539,20643,23.455,-0.00818618472413763,7.94659075353402e-07,803.078,FALSE,104
"665","MF","daycare","11","indoor",21222,20779,22017,609.664,-0.00150759882616583,2.00322270908099e-06,77849.755,FALSE,1238
"666","MF","daycare","11","indoor",22241,22209,22303,64.274,-0.00871557313560679,2.88438964001872e-06,1999.065,FALSE,94
