"","deployment","room","participant_id","environment","pm","peak_idx","valley_idx_b","valley_idx_a","peak_hgt","k_val","conv_tol","cumm_pm","hepa","peak_width"
"425","SS","daycare","toddler","indoor","pm1",11618,11615,11620,1.5244,-0.318950113720748,5.5384083089985e-06,5.8445,TRUE,5
"426","SS","daycare","toddler","indoor","pm1",11973,11972,11976,1.8093,-0.435189759155925,5.17883666406391e-06,4.7138,TRUE,4
"427","SS","daycare","toddler","indoor","pm1",12256,12253,12259,1.4841,-0.0761525474077414,1.33554103552685e-06,9.3346,TRUE,6
"428","SS","daycare","toddler","indoor","pm25",17,15,20,1.4245,-0.235633041239964,1.37550951947729e-07,5.8348,TRUE,5
"429","SS","daycare","toddler","indoor","pm25",154,61,176,3.2332,-0.0181205456168726,2.07018699853812e-08,299.7736,FALSE,115
"430","SS","daycare","toddler","indoor","pm25",246,201,348,3.2858,-0.0042097314351218,7.0281092204185e-06,357.0349,TRUE,147
"431","SS","daycare","toddler","indoor","pm25",392,391,395,1.9576,-0.253896801916481,1.20062005521214e-07,7.1399,FALSE,4
"432","SS","daycare","toddler","indoor","pm25",459,457,461,1.358,-0.176584352349556,3.79692924144899e-06,5.2404,TRUE,4
"433","SS","daycare","toddler","indoor","pm25",857,851,867,2.3147,-0.0197406879658068,8.75552054076042e-08,32.1442,FALSE,16
"434","SS","daycare","toddler","indoor","pm25",941,940,944,1.5892,-0.187895119634244,5.09832056619788e-07,5.5536,TRUE,4
"435","SS","daycare","toddler","indoor","pm25",1095,1093,1097,1.7961,-0.289933664964228,3.5972152555852e-06,7.3692,FALSE,4
"436","SS","daycare","toddler","indoor","pm25",1154,1153,1156,1.2562,-0.242822118917941,6.28750262068199e-07,3.9337,TRUE,3
"437","SS","daycare","toddler","indoor","pm25",1315,1313,1335,4.1964,-0.028155130550173,1.05246566745811e-06,51.1986,FALSE,22
"438","SS","daycare","toddler","indoor","pm25",1405,1404,1407,4.2635,-0.583557234043647,5.16329145194302e-06,9.0185,TRUE,3
"439","SS","daycare","toddler","indoor","pm25",1569,1566,1573,1.6981,-0.105758699041875,8.1393500848046e-06,10.8555,FALSE,7
"440","SS","daycare","toddler","indoor","pm25",1827,1816,1856,2.1945,-0.00521055103232081,3.46485024565775e-07,78.6768,FALSE,40
"441","SS","daycare","toddler","indoor","pm25",2027,2026,2029,1.4515,-0.401933233917241,7.85285144871629e-07,3.5325,TRUE,3
"442","SS","daycare","toddler","indoor","pm25",2354,2349,2357,1.9959,-0.485260668733639,4.41769847128026e-06,10.4942,TRUE,8
"443","SS","daycare","toddler","indoor","pm25",2461,1957,2544,10.2838,-0.019169443992254,5.6306132729084e-06,1719.1809,FALSE,587
"444","SS","daycare","toddler","indoor","pm25",2620,2595,2622,14.1005,-1.37432243557642,5.94097964185706e-06,88.1354,TRUE,27
"445","SS","daycare","toddler","indoor","pm25",2685,2683,2687,7.4232,-1.2983958489602,7.20141619336873e-06,15.5473,FALSE,4
"446","SS","daycare","toddler","indoor","pm25",2825,2824,2827,1.4673,-0.199352492060507,8.00464909739232e-06,4.745,TRUE,3
"447","SS","daycare","toddler","indoor","pm25",3136,3134,3139,1.7711,-0.130065104059859,8.51852256018044e-06,8.3174,FALSE,5
"448","SS","daycare","toddler","indoor","pm25",3343,3340,3345,1.9244,-0.175435860950354,8.48542020673573e-06,7.9676,FALSE,5
"449","SS","daycare","toddler","indoor","pm25",3590,3589,3593,1.9962,-0.246965533017933,1.3853016736084e-06,6.5343,FALSE,4
"450","SS","daycare","toddler","indoor","pm25",4065,4063,4068,1.622,-0.136636632447192,5.42641826311003e-06,7.5469,FALSE,5
"451","SS","daycare","toddler","indoor","pm25",4321,4319,4323,1.9087,-0.0964121759621423,8.02835871140867e-07,7.6301,FALSE,4
"452","SS","daycare","toddler","indoor","pm25",4582,4580,4585,1.9386,-0.187297138110914,8.88783868202233e-06,7.9991,FALSE,5
"453","SS","daycare","toddler","indoor","pm25",4620,4618,4623,1.7948,-0.196743232376165,5.0663687534183e-06,7.9141,TRUE,5
"454","SS","daycare","toddler","indoor","pm25",4838,4837,4840,1.6661,-0.179836507702384,2.81396642409264e-06,5.3813,TRUE,3
"455","SS","daycare","toddler","indoor","pm25",4992,4991,4994,1.6746,-0.305785490714476,9.65392929430374e-07,4.8555,FALSE,3
"456","SS","daycare","toddler","indoor","pm25",5042,5038,5045,1.9467,-0.116726566595092,3.8424151002552e-06,12.9051,TRUE,7
"457","SS","daycare","toddler","indoor","pm25",5270,5267,5273,1.545,-0.137949143554055,7.08207029558778e-06,8.3266,TRUE,6
"458","SS","daycare","toddler","indoor","pm25",5432,5431,5435,2.0369,-0.15005361410115,8.46863021408115e-07,8.5497,FALSE,4
"459","SS","daycare","toddler","indoor","pm25",5509,5505,5514,2.2364,-0.10119790235776,1.60913162013065e-06,15.8003,TRUE,9
"460","SS","daycare","toddler","indoor","pm25",5723,5722,5725,1.6632,-0.18751592401847,7.1643461394605e-07,5.1789,TRUE,3
"461","SS","daycare","toddler","indoor","pm25",5775,5774,5777,1.7005,-0.279739353781616,1.98764073734972e-06,5.3719,FALSE,3
"462","SS","daycare","toddler","indoor","pm25",5986,5984,5990,1.7783,-0.183723840668553,3.86013080520704e-06,8.0561,FALSE,6
"463","SS","daycare","toddler","indoor","pm25",6195,5873,6443,2.7545,-0.000425171434731266,6.992568972427e-06,1165.201,TRUE,570
"464","SS","daycare","toddler","indoor","pm25",6399,6388,6419,4.7304,-0.0308286334232836,1.73589795171665e-06,111.1674,FALSE,31
"465","SS","daycare","toddler","indoor","pm25",6667,6666,6669,1.909,-0.186789980490953,5.16497846984873e-07,5.9023,TRUE,3
"466","SS","daycare","toddler","indoor","pm25",6869,6866,6872,1.754,-0.209279492785276,9.41063274839377e-06,8.5107,TRUE,6
"467","SS","daycare","toddler","indoor","pm25",7037,7036,7039,1.8313,-0.317761245867199,7.3194171872584e-06,5.1564,FALSE,3
"468","SS","daycare","toddler","indoor","pm25",7161,7133,7171,2.3423,-0.0245585929191952,1.32853438856309e-07,69.7733,TRUE,38
"469","SS","daycare","toddler","indoor","pm25",7346,7333,7383,3.0355,-0.0132704668342911,6.22848168901959e-07,125.9547,FALSE,50
"470","SS","daycare","toddler","indoor","pm25",7382,7171,7588,3.1549,-0.00158959459484191,9.18429210882397e-08,930.306,TRUE,417
"471","SS","daycare","toddler","indoor","pm25",7719,7698,7761,2.3663,-0.000401870950729447,5.35001230943477e-07,114.5306,TRUE,63
"472","SS","daycare","toddler","indoor","pm25",7755,7754,7757,1.7484,-0.218721121523278,8.16833974514382e-06,5.6335,FALSE,3
"473","SS","daycare","toddler","indoor","pm25",8092,8010,8551,12.5643,-0.00290853202249732,2.79517510281631e-06,1652.9171,TRUE,541
"474","SS","daycare","toddler","indoor","pm25",8112,8109,8114,1.8195,-0.233741676187359,5.84448235127615e-07,7.6832,FALSE,5
"475","SS","daycare","toddler","indoor","pm25",9240,8567,9321,4.7649,-0.0115037728962989,3.48320808103786e-06,2340.5215,TRUE,754
"476","SS","daycare","toddler","indoor","pm25",9475,9333,9643,8.67,-0.00991752206277683,4.01044886785512e-06,912.6729,TRUE,310
"477","SS","daycare","toddler","indoor","pm25",9726,9643,9830,3.1931,-0.00341005572505555,1.7743512847983e-07,413.9021,TRUE,187
"478","SS","daycare","toddler","indoor","pm25",9930,9928,9932,1.2891,-0.258719875609995,1.08561348836945e-06,4.949,TRUE,4
"479","SS","daycare","toddler","indoor","pm25",10611,10608,10613,4.9996,-0.801040741521475,1.72378573732247e-06,11.1053,TRUE,5
"480","SS","daycare","toddler","indoor","pm25",10898,10897,10903,1.8448,-0.0656781773369311,2.22664931512653e-06,10.4514,TRUE,6
"481","SS","daycare","toddler","indoor","pm25",11192,11191,11195,2.2407,-0.33481905323052,4.96432736883774e-06,6.5768,TRUE,4
"482","SS","daycare","toddler","indoor","pm25",11513,11511,11515,1.6398,-0.327650848586286,3.3184173443926e-06,5.4175,TRUE,4
"483","SS","daycare","toddler","indoor","pm25",11720,11719,11723,1.8872,-0.289389738163182,2.34196560345632e-06,5.502,TRUE,4
"484","SS","daycare","toddler","indoor","pm25",12092,12090,12120,2.955,-0.0149685838917738,3.22569628897694e-06,61.6471,TRUE,30
"485","SS","daycare","toddler","indoor","pm10",93,67,166,14.8578,-0.00256583850627941,8.08586934484312e-09,768.9857,TRUE,99
"486","SS","daycare","toddler","indoor","pm10",170,1,248,22.26,-0.00397797260621593,2.80449688135787e-06,2079.2834,FALSE,247
"487","SS","daycare","toddler","indoor","pm10",327,180,380,27.8815,-0.0169917203699587,8.78935600429246e-06,1558.3411,TRUE,200
"488","SS","daycare","toddler","indoor","pm10",401,399,405,3.4169,-0.296853946706937,2.38753239359508e-07,13.4686,FALSE,6
"489","SS","daycare","toddler","indoor","pm10",528,523,531,3.8824,-0.481361371627428,2.65968751989411e-06,18.2026,TRUE,8
"490","SS","daycare","toddler","indoor","pm10",756,755,758,1.883,-0.699149555429839,6.59809680833592e-06,3.8165,TRUE,3
"491","SS","daycare","toddler","indoor","pm10",824,821,826,2.8825,-0.288671941838166,2.93034259633275e-06,12.6007,FALSE,5
"492","SS","daycare","toddler","indoor","pm10",1076,1074,1079,3.2959,-0.471680339015814,2.54754386954431e-06,10.6663,FALSE,5
"493","SS","daycare","toddler","indoor","pm10",1140,1139,1142,2.5956,-0.634655456241055,2.18884192756455e-06,5.6741,TRUE,3
"494","SS","daycare","toddler","indoor","pm10",1315,1309,1348,49.2213,-0.0401371067644993,2.39594380943617e-06,463.766,FALSE,39
"495","SS","daycare","toddler","indoor","pm10",1366,1364,1430,24.9527,-0.01324256922158,2.88499642027297e-06,537.0565,TRUE,66
"496","SS","daycare","toddler","indoor","pm10",1598,1597,1600,3.2257,-0.542407148736703,4.87742708734547e-06,7.6347,TRUE,3
"497","SS","daycare","toddler","indoor","pm10",1770,1769,1774,6.2208,-0.422940614677847,3.51433486907279e-06,16.565,FALSE,5
"498","SS","daycare","toddler","indoor","pm10",1890,1889,1893,2.5139,-0.619261052087227,4.87720197854113e-06,5.5512,TRUE,4
"499","SS","daycare","toddler","indoor","pm10",2020,2015,2024,5.0254,-0.166974574592602,1.10438622048377e-06,28.802,FALSE,9
"500","SS","daycare","toddler","indoor","pm10",2267,2258,2311,77.4575,-0.23278291387546,2.55681605222912e-06,624.6067,FALSE,53
"501","SS","daycare","toddler","indoor","pm10",2351,2349,2356,4.6314,-0.201103369055903,8.47955678122759e-06,19.4672,TRUE,7
"502","SS","daycare","toddler","indoor","pm10",2473,2343,2544,39.7223,-0.0442432043739168,4.49326044906013e-06,2384.3484,FALSE,201
"503","SS","daycare","toddler","indoor","pm10",2617,2594,2649,110.5197,-0.309512142838945,5.72456003920877e-06,827.6477,TRUE,55
"504","SS","daycare","toddler","indoor","pm10",2676,2658,2683,19.0357,-0.314772382758874,5.53892712864827e-06,204.8848,FALSE,25
"505","SS","daycare","toddler","indoor","pm10",3056,3054,3059,5.2681,-1.03039683133415,5.57277458435774e-06,11.0192,FALSE,5
"506","SS","daycare","toddler","indoor","pm10",3395,3392,3397,3.3274,-0.572238454095865,1.80780413386831e-06,10.2591,FALSE,5
"507","SS","daycare","toddler","indoor","pm10",3659,3657,3661,7.6401,-1.38355927142699,9.39289066196756e-06,14.082,FALSE,4
"508","SS","daycare","toddler","indoor","pm10",3964,3963,3966,2.7218,-0.856790776937847,3.79866829801893e-06,5.1557,FALSE,3
"509","SS","daycare","toddler","indoor","pm10",3985,3983,3989,2.4616,-0.93085035767727,6.64190439304006e-06,5.5883,TRUE,6
"510","SS","daycare","toddler","indoor","pm10",4522,4521,4525,3.1156,-0.432471763379258,9.55288004072785e-06,8.0854,FALSE,4
"511","SS","daycare","toddler","indoor","pm10",4620,4618,4623,1.7948,-0.196743232376165,5.0663687534183e-06,8.1547,TRUE,5
"512","SS","daycare","toddler","indoor","pm10",4775,4774,4779,2.9109,-0.455522613186787,3.22509186607603e-06,7.7196,FALSE,5
"513","SS","daycare","toddler","indoor","pm10",4862,4859,4865,5.0727,-0.741441023192118,7.60918459154872e-06,14.0515,TRUE,6
"514","SS","daycare","toddler","indoor","pm10",5127,5126,5129,2.1344,-0.391486199764834,1.2142339088073e-06,5.8715,TRUE,3
"515","SS","daycare","toddler","indoor","pm10",5509,5508,5511,3.2081,-0.431412379005219,2.10238407923046e-06,7.9975,TRUE,3
"516","SS","daycare","toddler","indoor","pm10",5563,5562,5565,3.3206,-0.824975621008942,2.64605905134346e-06,6.8603,FALSE,3
"517","SS","daycare","toddler","indoor","pm10",5825,5823,5827,3.258,-0.33173045735469,5.59125440697066e-06,10.8647,TRUE,4
"518","SS","daycare","toddler","indoor","pm10",5870,5868,5874,3.2588,-0.357122413356392,3.74401816096988e-06,10.1869,FALSE,6
"519","SS","daycare","toddler","indoor","pm10",6039,6037,6045,2.9431,-0.0536702102065506,2.33670264001499e-07,20.3952,TRUE,8
"520","SS","daycare","toddler","indoor","pm10",6216,6214,6218,32.1506,-1.27516288120638,9.33690865685019e-07,57.5119,FALSE,4
"521","SS","daycare","toddler","indoor","pm10",6259,6258,6261,3.8917,-0.466768176702125,2.87527102084945e-06,9.4631,TRUE,3
"522","SS","daycare","toddler","indoor","pm10",6441,6388,6454,12.698,-0.0442306026287915,2.3491989494878e-06,846.9376,FALSE,66
"523","SS","daycare","toddler","indoor","pm10",6481,6479,6483,2.4816,-0.248990414184746,5.20643377643968e-08,9.8269,TRUE,4
"524","SS","daycare","toddler","indoor","pm10",6685,6683,6688,4.8128,-1.47372693630279,6.60717952158047e-06,8.2725,FALSE,5
"525","SS","daycare","toddler","indoor","pm10",6733,6732,6736,2.1828,-0.318963475850669,8.83556974254972e-06,6.5124,TRUE,4
"526","SS","daycare","toddler","indoor","pm10",6957,6956,6959,2.793,-0.590377496154078,1.83358978301873e-06,6.1184,TRUE,3
"527","SS","daycare","toddler","indoor","pm10",6978,6977,6980,2.6091,-0.451086779156307,1.36171407080792e-06,6.3857,FALSE,3
"528","SS","daycare","toddler","indoor","pm10",7256,7249,7287,3.4307,-0.00120177770234848,1.45772691370497e-06,100.3292,TRUE,38
"529","SS","daycare","toddler","indoor","pm10",7340,7330,7372,15.5152,-0.017275606061895,2.31016220628828e-07,273.7922,FALSE,42
"530","SS","daycare","toddler","indoor","pm10",7550,7549,7552,3.0407,-0.35515165831864,9.56478065067118e-07,8.469,TRUE,3
"531","SS","daycare","toddler","indoor","pm10",7558,7556,7560,3.3031,-0.822115053355534,2.08861138782092e-06,8.1268,FALSE,4
"532","SS","daycare","toddler","indoor","pm10",7824,7823,7826,2.2047,-0.437623219300376,6.18973794453127e-06,5.4703,FALSE,3
"533","SS","daycare","toddler","indoor","pm10",7838,7818,7873,13.876,-0.0233536527913187,5.14140190449815e-06,402.2688,TRUE,55
"534","SS","daycare","toddler","indoor","pm10",8092,8008,8192,92.2512,-0.0471778685330645,7.44666418373111e-06,2725.8864,TRUE,184
"535","SS","daycare","toddler","indoor","pm10",8226,8223,8234,12.7764,-0.255711542842481,6.8675732410243e-06,50.6115,FALSE,11
"536","SS","daycare","toddler","indoor","pm10",8323,8219,8395,27.4631,-0.0132862432702316,7.79647630564915e-06,1628.0991,TRUE,176
"537","SS","daycare","toddler","indoor","pm10",8591,8589,8593,2.3503,-0.215496860535638,1.36983976195726e-06,8.8656,TRUE,4
"538","SS","daycare","toddler","indoor","pm10",9076,8655,9200,5.2978,-0.0028714093404519,1.15931414050534e-07,1951.486,TRUE,545
"539","SS","daycare","toddler","indoor","pm10",9347,9344,9548,74.5658,-0.00206618258755006,1.33251106487048e-06,2564.429,TRUE,204
"540","SS","daycare","toddler","indoor","pm10",9662,9658,9664,18.5759,-1.30662362935405,8.96241703203939e-07,49.3771,TRUE,6
"541","SS","daycare","toddler","indoor","pm10",9868,9867,9871,2.2085,-0.19211622272321,3.89623346920471e-06,7.8173,TRUE,4
"542","SS","daycare","toddler","indoor","pm10",10566,10565,10569,2.6864,-0.631269462655614,6.112944970429e-06,5.9821,TRUE,4
"543","SS","daycare","toddler","indoor","pm10",10767,10760,10789,17.8577,-0.0327963841279299,5.2550821751279e-06,242.538,TRUE,29
"544","SS","daycare","toddler","indoor","pm10",11091,11082,11095,10.0955,-0.313383331964921,1.10664388091332e-06,67.4951,TRUE,13
"545","SS","daycare","toddler","indoor","pm10",11298,11297,11300,3.0878,-0.877768774171306,1.62195191168411e-06,5.8309,TRUE,3
"546","SS","daycare","toddler","indoor","pm10",11500,11499,11503,2.8147,-0.424225073986097,5.39698974812325e-06,7.3965,TRUE,4
"547","SS","daycare","toddler","indoor","pm10",11881,11880,11884,2.8759,-0.480669774075693,5.57653253500931e-06,7.389,TRUE,4
"548","SS","daycare","toddler","indoor","pm10",12098,12082,12179,21.5915,-0.0139027798459278,8.4741749704797e-06,689.1674,TRUE,97
