"","deployment","room","participant_id","environment","pm","peak_idx","valley_idx_b","valley_idx_a","peak_hgt","k_val","conv_tol","cumm_pm","hepa","total_pm","peak_width"
"345","IB","residential","409","indoor","pm25",1520,1501,1578,44.672,-0.0277614019119037,1.67103402874876e-06,1167.415,FALSE,180785.884,77
"346","IB","residential","409","indoor","pm25",1640,1562,1702,15.585,-0.00715460470349251,1.00207706279461e-07,734.427,TRUE,122244.548,140
"347","IB","residential","409","indoor","pm25",1733,1689,1797,17.191,-0.00335792980346395,8.89413098193079e-08,934.238,FALSE,180785.884,108
"348","IB","residential","409","indoor","pm25",1853,1842,1864,10.383,-0.0233946580165831,8.96832404960828e-06,97.709,TRUE,122244.548,22
"349","IB","residential","409","indoor","pm25",2089,2082,2175,94.861,-0.0261875613432036,1.16164043688241e-06,2962.365,FALSE,180785.884,93
"350","IB","residential","409","indoor","pm25",2121,2108,2175,30.43,-0.0234064677947118,1.32908783845396e-07,905.989,TRUE,122244.548,67
"351","IB","residential","409","indoor","pm25",2468,2454,2480,10.454,-0.0265343452632273,4.10218413477509e-07,116.96,TRUE,122244.548,26
"352","IB","residential","409","indoor","pm25",2694,2687,2733,20.44,-0.0225091851192857,6.25915133399819e-06,543.269,TRUE,122244.548,46
"353","IB","residential","409","indoor","pm25",2975,2955,2999,13.584,-0.0142155058385829,1.44398129705923e-08,247.283,TRUE,122244.548,44
"354","IB","residential","409","indoor","pm25",3012,2998,3177,22.408,-0.00154421331518979,9.73309307989213e-06,2614.477,FALSE,180785.884,179
"355","IB","residential","409","indoor","pm25",3356,3331,3552,35.438,-0.00377474666629177,4.21147249047636e-06,3522.669,TRUE,122244.548,221
"356","IB","residential","409","indoor","pm25",3526,3517,3536,17.118,-0.0301304712708739,3.68815967606943e-07,135.076,FALSE,180785.884,19
"357","IB","residential","409","indoor","pm25",3570,3569,3584,8.061,-0.0197964247428678,7.2510755572551e-07,96.375,TRUE,122244.548,15
"358","IB","residential","409","indoor","pm25",3739,3731,3818,85.426,-0.0278323574059754,3.14411399382147e-06,2531.742,FALSE,180785.884,87
"359","IB","residential","409","indoor","pm25",3852,3843,3864,9.582,-0.047340246518267,5.61548714913595e-06,86.826,TRUE,122244.548,21
"360","IB","residential","409","indoor","pm25",4076,4064,4101,69.149,-0.0955374129241546,5.8198132572442e-08,707.174,TRUE,122244.548,37
"361","IB","residential","409","indoor","pm25",4323,4315,4335,11.496,-0.0208660497392421,1.16851975260576e-06,125.447,TRUE,122244.548,20
"362","IB","residential","409","indoor","pm25",4618,4385,4670,35.88,-0.0192719154320233,3.96447267834808e-07,1165.69,FALSE,180785.884,285
"363","IB","residential","409","indoor","pm25",4928,4910,4991,69.672,-0.0388549506261052,4.38863598448769e-06,1235.786,TRUE,122244.548,81
"364","IB","residential","409","indoor","pm25",5022,4998,5071,24.235,-0.0134260536972194,1.21335659370237e-09,867.851,FALSE,180785.884,73
"365","IB","residential","409","indoor","pm25",5153,5128,5249,128.518,-0.0360255262170645,3.68845974353768e-06,2927.146,TRUE,122244.548,121
"366","IB","residential","409","indoor","pm25",5460,5435,5611,63.426,-0.0107807819827143,3.78745593788711e-06,3214.708,FALSE,180785.884,176
"367","IB","residential","409","indoor","pm25",5553,5413,5619,20.91,-0.0140927060583375,4.21944060241355e-06,895.841,TRUE,122244.548,206
"368","IB","residential","409","indoor","pm25",5689,5673,5786,26.631,-0.00736068469705937,5.97510833817337e-07,1718.678,FALSE,180785.884,113
"369","IB","residential","409","indoor","pm25",5898,5894,5910,12.549,-0.015342113350377,7.01409134836357e-08,145.524,FALSE,180785.884,16
"370","IB","residential","409","indoor","pm25",6044,5999,6082,19.225,-0.0202278530660076,9.64478409989244e-07,565.08,TRUE,122244.548,83
"371","IB","residential","409","indoor","pm25",6460,6388,6507,120.677,-0.0733892556037591,2.58638326879017e-06,1601.868,TRUE,122244.548,119
"372","IB","residential","409","indoor","pm25",6483,6391,6616,94.725,-0.0195969257883038,3.56020641609067e-06,3720.32,FALSE,180785.884,225
"373","IB","residential","409","indoor","pm25",6687,6676,6699,16.15,-0.0408380492264373,1.70222311910303e-06,157.309,FALSE,180785.884,23
"374","IB","residential","409","indoor","pm25",6879,6810,6948,21.811,-0.0136177937782067,7.72517484219776e-06,890.425,TRUE,122244.548,138
"375","IB","residential","409","indoor","pm25",7022,7010,7081,22.047,-0.00671179971675157,8.14388608214875e-06,874.851,FALSE,180785.884,71
"376","IB","residential","409","indoor","pm25",7262,7116,7337,24.509,-0.00902336208103245,5.03739855364583e-07,1386.204,FALSE,180785.884,221
"377","IB","residential","409","indoor","pm25",7448,7439,7463,14.541,-0.0269591825161682,1.04608816789934e-07,169.499,TRUE,122244.548,24
"378","IB","residential","409","indoor","pm25",7579,7572,7590,18.637,-0.050517897775703,7.70320581787132e-08,174.455,FALSE,180785.884,18
"379","IB","residential","409","indoor","pm25",7695,7666,7715,12.795,-0.0104859380925859,7.76269234276548e-06,200.998,TRUE,122244.548,49
"380","IB","residential","409","indoor","pm25",7983,7978,7996,9.133,-0.00244927020217831,4.11264028697723e-08,118.316,TRUE,122244.548,18
"381","IB","residential","409","indoor","pm25",7999,7994,8010,18.638,-0.0519081293941153,2.20111619660316e-06,161.554,FALSE,180785.884,16
"382","IB","residential","409","indoor","pm25",8222,8218,8257,12.2,-0.00866352749870536,5.70240800383091e-06,356.792,TRUE,122244.548,39
"383","IB","residential","409","indoor","pm25",8626,8612,8645,11.346,-0.0157861575982897,5.93022205556111e-06,187.814,TRUE,122244.548,33
"384","IB","residential","409","indoor","pm25",8677,8208,9127,170.303,-0.00262606678481507,9.35098403854031e-06,47178.01,FALSE,180785.884,919
"385","IB","residential","409","indoor","pm25",8999,8937,9090,17.295,-0.0064198735896157,4.0207204038678e-06,1205.815,TRUE,122244.548,153
"386","IB","residential","409","indoor","pm25",9352,9333,9414,82.002,-0.0405807656684208,3.56883962236092e-06,1814.592,FALSE,180785.884,81
"387","IB","residential","409","indoor","pm25",9429,9372,9442,10.963,-0.0159340659973166,3.22336821937796e-07,137.174,TRUE,122244.548,70
"388","IB","residential","409","indoor","pm25",9918,9915,9937,25.449,-0.0698703684234128,5.14251523352245e-06,278.409,TRUE,122244.548,22
"389","IB","residential","409","indoor","pm25",10225,10220,10250,57.862,-0.0914300439728615,4.21812298198724e-06,585.22,TRUE,122244.548,30
"390","IB","residential","409","indoor","pm25",10545,10521,10579,15.005,-0.00747500432926396,1.34732436021987e-06,467.565,TRUE,122244.548,58
"391","IB","residential","409","indoor","pm10",79,57,100,22.61,-0.0132126469287964,4.5972304816069e-09,384.232,FALSE,192422.002,43
"392","IB","residential","409","indoor","pm10",392,385,404,27.957,-0.0611427122575657,9.09715613890714e-06,236.866,FALSE,192422.002,19
"393","IB","residential","409","indoor","pm10",609,84,728,101.032,-0.0121242847830653,5.05045629355579e-06,6404.038,TRUE,135145.999,644
"394","IB","residential","409","indoor","pm10",762,722,811,79.048,-0.0422549607549609,1.18228288087407e-06,1645.014,FALSE,192422.002,89
"395","IB","residential","409","indoor","pm10",912,904,933,49.959,-0.0903214240694328,2.17638593553384e-06,492.061,TRUE,135145.999,29
"396","IB","residential","409","indoor","pm10",1229,1223,1256,41.725,-0.0423337689142372,6.37350258832315e-07,693.007,FALSE,192422.002,33
"397","IB","residential","409","indoor","pm10",1520,1501,1551,44.672,-0.0410227224793754,1.32717493776456e-06,802.974,FALSE,192422.002,50
"398","IB","residential","409","indoor","pm10",1640,1630,1656,15.585,-0.0165723367449835,1.38112937920473e-07,233.987,TRUE,135145.999,26
"399","IB","residential","409","indoor","pm10",1733,1726,1748,17.191,-0.0117169850026534,1.54253649191498e-08,249.798,FALSE,192422.002,22
"400","IB","residential","409","indoor","pm10",2089,2082,2166,94.861,-0.0266994237033211,8.19684006692153e-06,2848.622,FALSE,192422.002,84
"401","IB","residential","409","indoor","pm10",2121,2114,2163,30.43,-0.023588691035429,4.8635853633993e-07,792.858,TRUE,135145.999,49
"402","IB","residential","409","indoor","pm10",2694,2687,2722,20.44,-0.0225929218332028,6.8532092352972e-08,438.59,TRUE,135145.999,35
"403","IB","residential","409","indoor","pm10",2975,2974,2987,13.584,-0.0154401019506269,4.70589574949302e-06,139.136,TRUE,135145.999,13
"404","IB","residential","409","indoor","pm10",3012,3004,3056,22.408,-0.00734189952751231,2.04536236790782e-08,820.488,FALSE,192422.002,52
"405","IB","residential","409","indoor","pm10",3356,3331,3438,35.438,-0.0135338592120902,1.61826397784908e-06,1700.478,TRUE,135145.999,107
"406","IB","residential","409","indoor","pm10",3526,3520,3536,17.118,-0.0301304712708739,3.68815967606943e-07,135.076,FALSE,192422.002,16
"407","IB","residential","409","indoor","pm10",3739,3731,3809,85.426,-0.0285429210132908,1.23598634060202e-06,2417.743,FALSE,192422.002,78
"408","IB","residential","409","indoor","pm10",4076,4064,4097,69.149,-0.0963490695580345,2.59255260121038e-07,674.136,TRUE,135145.999,33
"409","IB","residential","409","indoor","pm10",4323,4320,4333,11.496,-0.0199888746696977,1.56036556972095e-07,108.386,TRUE,135145.999,13
"410","IB","residential","409","indoor","pm10",4411,4402,4549,24.287,-0.00160702512846584,2.05175924173193e-06,3219.474,FALSE,192422.002,147
"411","IB","residential","409","indoor","pm10",4618,4565,4663,35.88,-0.0195350732349009,4.04513137229937e-07,1068.61,FALSE,192422.002,98
"412","IB","residential","409","indoor","pm10",4928,4910,4970,69.672,-0.0476308960323334,7.49557721908512e-06,1019.397,TRUE,135145.999,60
"413","IB","residential","409","indoor","pm10",5022,4998,5059,24.235,-0.0130513126177177,1.74654457781848e-07,710.482,FALSE,192422.002,61
"414","IB","residential","409","indoor","pm10",5153,5128,5210,128.518,-0.037630748459748,3.30800640855372e-06,2557.576,TRUE,135145.999,82
"415","IB","residential","409","indoor","pm10",5460,5454,5528,63.426,-0.0242528797072393,6.76555558113575e-06,1896.742,FALSE,192422.002,74
"416","IB","residential","409","indoor","pm10",5553,5509,5593,20.91,-0.0157157249480003,4.78023353526472e-06,638.698,TRUE,135145.999,84
"417","IB","residential","409","indoor","pm10",5689,5676,5744,26.631,-0.0101687707223441,1.83570353076548e-07,1110.966,FALSE,192422.002,68
"418","IB","residential","409","indoor","pm10",6044,6015,6072,19.225,-0.0150564667460404,1.61802693720665e-06,470.839,TRUE,135145.999,57
"419","IB","residential","409","indoor","pm10",6460,6388,6502,120.677,-0.0747215223321219,6.30163999187485e-06,1556.894,TRUE,135145.999,114
"420","IB","residential","409","indoor","pm10",6483,6449,6586,94.725,-0.0218233189628568,2.12163741764021e-06,3323.901,FALSE,192422.002,137
"421","IB","residential","409","indoor","pm10",6687,6676,6699,16.15,-0.0408380492264373,1.70222311910303e-06,157.309,FALSE,192422.002,23
"422","IB","residential","409","indoor","pm10",6879,6824,6913,21.811,-0.0167650471922362,3.16650248632185e-07,544.037,TRUE,135145.999,89
"423","IB","residential","409","indoor","pm10",7022,7010,7038,22.047,-0.0209950430713627,1.03854408622209e-06,288.178,FALSE,192422.002,28
"424","IB","residential","409","indoor","pm10",7262,7224,7320,24.509,-0.00874484180676693,4.24201185214901e-07,1155.558,FALSE,192422.002,96
"425","IB","residential","409","indoor","pm10",7448,7439,7458,14.541,-0.0261158092571684,8.05969624988017e-06,123.907,TRUE,135145.999,19
"426","IB","residential","409","indoor","pm10",7579,7572,7590,18.637,-0.050517897775703,7.70320581787132e-08,174.455,FALSE,192422.002,18
"427","IB","residential","409","indoor","pm10",7695,7685,7706,12.795,-0.00437669950842945,5.17790643284643e-07,119.8,TRUE,135145.999,21
"428","IB","residential","409","indoor","pm10",7999,7994,8010,18.638,-0.0519081293941153,2.20111619660316e-06,161.554,FALSE,192422.002,16
"429","IB","residential","409","indoor","pm10",8222,8218,8232,12.2,-0.0237045458213228,3.96434340955164e-06,120.783,TRUE,135145.999,14
"430","IB","residential","409","indoor","pm10",8626,8624,8638,11.346,-0.0216357290689207,4.27883918845588e-07,127.326,TRUE,135145.999,14
"431","IB","residential","409","indoor","pm10",8677,8230,9112,170.303,-0.00249638910753011,4.39251467511454e-06,46975.651,FALSE,192422.002,882
"432","IB","residential","409","indoor","pm10",8999,8983,9053,17.295,-0.00473082511062215,2.5424949144567e-06,812.361,TRUE,135145.999,70
"433","IB","residential","409","indoor","pm10",9114,9112,9127,15.22,-0.0150106597344214,5.11084670047148e-06,187.388,FALSE,192422.002,15
"434","IB","residential","409","indoor","pm10",9352,9333,9403,82.002,-0.0429557128653889,3.49525491087486e-06,1679.792,FALSE,192422.002,70
"435","IB","residential","409","indoor","pm10",9429,9426,9440,10.963,-0.0136714467829545,3.16010721295326e-06,119.747,TRUE,135145.999,14
"436","IB","residential","409","indoor","pm10",9918,9915,9930,25.449,-0.0815060254222436,2.58798103532454e-07,215.419,TRUE,135145.999,15
"437","IB","residential","409","indoor","pm10",10225,10220,10245,57.862,-0.0979102616761848,7.71536280931709e-06,535.256,TRUE,135145.999,25
"438","IB","residential","409","indoor","pm10",10545,10537,10570,15.005,-0.00577679611007999,5.42663633754022e-06,361.271,TRUE,135145.999,33
"439","IB","residential","613","indoor","pm1",70,41,112,156.211,-0.0760580665949531,2.5038614017905e-07,1842.302,TRUE,39607.735,71
"440","IB","residential","613","indoor","pm1",112,57,412,80.82,-0.00130167433761797,6.43105189924902e-06,8827.731,FALSE,22711.082,355
"441","IB","residential","613","indoor","pm1",764,760,851,23.056,-0.0116326772408652,8.32197409192663e-06,1301.211,TRUE,39607.735,91
"442","IB","residential","613","indoor","pm1",768,750,797,25.689,-0.029784037140446,3.88058128327263e-06,477.798,FALSE,22711.082,47
"443","IB","residential","613","indoor","pm1",987,881,1014,45.911,-0.0488327030542991,4.43318173190084e-06,590.002,FALSE,22711.082,133
"444","IB","residential","613","indoor","pm1",1069,872,1160,95.046,-0.0279297789021775,7.82746180308494e-06,3340.492,TRUE,39607.735,288
"445","IB","residential","613","indoor","pm1",1464,1457,1487,19.139,-0.0224088330163691,7.4246264369257e-08,348.24,FALSE,22711.082,30
"446","IB","residential","613","indoor","pm1",1602,1574,1640,63.089,-0.0604656742237654,9.78203700637987e-07,1043.889,TRUE,39607.735,66
"447","IB","residential","613","indoor","pm1",1728,1701,1756,58.783,-0.0177490253518209,2.04260128190534e-06,1289.602,FALSE,22711.082,55
"448","IB","residential","613","indoor","pm1",2080,2065,2101,15.172,-0.0355032600111269,1.88094673445118e-07,235.208,TRUE,39607.735,36
"449","IB","residential","613","indoor","pm1",2302,2282,2327,14.313,-0.0184497169610925,4.14319246181819e-07,276.078,TRUE,39607.735,45
"450","IB","residential","613","indoor","pm1",2597,2558,2642,50.606,-0.0471068577253005,4.92192183669435e-06,1014.164,TRUE,39607.735,84
"451","IB","residential","613","indoor","pm1",2819,2771,2937,34.559,-0.0126349258690402,5.19027041664968e-06,2202.467,TRUE,39607.735,166
"452","IB","residential","613","indoor","pm1",3511,3462,3622,44.677,-0.00730551794348561,1.08498458312622e-06,2568.964,TRUE,39607.735,160
"453","IB","residential","613","indoor","pm1",3884,3841,3908,15.612,-0.032611530868834,3.2586947794338e-06,283.801,TRUE,39607.735,67
"454","IB","residential","613","indoor","pm1",4101,4094,4166,63.087,-0.0038980584769339,2.22588738263342e-06,2327.175,TRUE,39607.735,72
"455","IB","residential","613","indoor","pm1",4438,4314,4504,26.405,-0.021525910925735,4.50064320345276e-06,876.019,TRUE,39607.735,190
"456","IB","residential","613","indoor","pm25",70,41,109,156.211,-0.0762538029718575,3.56212939179251e-06,1818.857,TRUE,44534.459,68
"457","IB","residential","613","indoor","pm25",112,57,406,80.82,-0.0011424670637145,2.53272415653793e-06,8759.759,FALSE,24700.407,349
"458","IB","residential","613","indoor","pm25",764,760,840,23.056,-0.0103322012559063,1.94454538196805e-06,1225.877,TRUE,44534.459,80
"459","IB","residential","613","indoor","pm25",768,750,791,25.689,-0.0313692223973051,4.49514829639003e-06,410.474,FALSE,24700.407,41
"460","IB","residential","613","indoor","pm25",987,888,1010,45.911,-0.048686797358652,9.31107363708725e-07,546.923,FALSE,24700.407,122
"461","IB","residential","613","indoor","pm25",1069,872,1148,95.046,-0.0275683617445184,7.08804201160735e-06,3257.46,TRUE,44534.459,276
"462","IB","residential","613","indoor","pm25",1464,1457,1482,19.139,-0.0241479138019469,8.04695118710122e-08,288.505,FALSE,24700.407,25
"463","IB","residential","613","indoor","pm25",1602,1574,1640,63.089,-0.0604656742237654,9.78203700637987e-07,1043.889,TRUE,44534.459,66
"464","IB","residential","613","indoor","pm25",1728,1701,1756,58.783,-0.0177490253518209,2.04260128190534e-06,1289.602,FALSE,24700.407,55
"465","IB","residential","613","indoor","pm25",2080,2065,2095,15.172,-0.035918704374717,2.15159863201678e-06,187.743,TRUE,44534.459,30
"466","IB","residential","613","indoor","pm25",2302,2282,2327,14.313,-0.0184497169610925,4.14319246181819e-07,276.078,TRUE,44534.459,45
"467","IB","residential","613","indoor","pm25",2597,2558,2635,50.606,-0.0470686424132158,3.6370123015235e-07,963.134,TRUE,44534.459,77
"468","IB","residential","613","indoor","pm25",2819,2775,2925,34.559,-0.0123699605888506,3.31225270405486e-06,2112.047,TRUE,44534.459,150
"469","IB","residential","613","indoor","pm25",3511,3462,3622,44.677,-0.00730551794348561,1.08498458312622e-06,2568.964,TRUE,44534.459,160
"470","IB","residential","613","indoor","pm25",3884,3845,3904,15.612,-0.029578564571504,1.13256882489583e-06,255.185,TRUE,44534.459,59
"471","IB","residential","613","indoor","pm25",4101,4094,4162,63.087,-0.000199027726775005,1.56377690967809e-06,2297.862,TRUE,44534.459,68
"472","IB","residential","613","indoor","pm25",4438,4326,4491,26.405,-0.0233809926674484,9.73742005436186e-06,774.065,TRUE,44534.459,165
"473","IB","residential","613","indoor","pm10",70,50,104,156.211,-0.0764017165874914,1.80697012132332e-07,1774.084,TRUE,63020.844,54
"474","IB","residential","613","indoor","pm10",112,66,388,80.82,-0.00063295050303359,9.50010350060893e-07,8510.521,FALSE,30227.478,322
"475","IB","residential","613","indoor","pm10",764,760,821,23.056,-0.0077256544586098,3.34405365196298e-06,1032.372,TRUE,63020.844,61
"476","IB","residential","613","indoor","pm10",768,750,783,25.689,-0.0379575276262399,3.94096802707709e-06,301.85,FALSE,30227.478,33
"477","IB","residential","613","indoor","pm10",987,972,1008,45.911,-0.0479209608964052,4.11455785954291e-06,523.336,FALSE,30227.478,36
"478","IB","residential","613","indoor","pm10",1069,1049,1137,95.046,-0.0268887536152986,4.92556163624683e-06,3153.367,TRUE,63020.844,88
"479","IB","residential","613","indoor","pm10",1464,1457,1480,19.139,-0.0243979148850584,3.83731321112922e-06,263.732,FALSE,30227.478,23
"480","IB","residential","613","indoor","pm10",1602,1574,1633,63.089,-0.0598728378268092,4.82024326665309e-07,991.1,TRUE,63020.844,59
"481","IB","residential","613","indoor","pm10",1728,1701,1756,58.783,-0.0177490253518209,2.04260128190534e-06,1289.602,FALSE,30227.478,55
"482","IB","residential","613","indoor","pm10",2080,2075,2091,15.172,-0.031142018481919,3.89097086227529e-06,151.554,TRUE,63020.844,16
"483","IB","residential","613","indoor","pm10",2302,2299,2313,14.313,-0.0250433941604961,8.07041796540569e-07,140.745,TRUE,63020.844,14
"484","IB","residential","613","indoor","pm10",2597,2573,2630,50.606,-0.0468956350783881,6.26346303302502e-07,915.739,TRUE,63020.844,57
"485","IB","residential","613","indoor","pm10",2819,2791,2902,34.559,-0.0114079334126548,4.08693768197544e-07,1889.097,TRUE,63020.844,111
"486","IB","residential","613","indoor","pm10",3511,3483,3622,44.677,-0.00730551794348561,1.08498458312622e-06,2568.964,TRUE,63020.844,139
"487","IB","residential","613","indoor","pm10",3884,3873,3898,15.612,-0.0222944283917263,1.3608956442125e-06,200.557,TRUE,63020.844,25
"488","IB","residential","613","indoor","pm10",4101,4096,4162,63.087,-0.000199027726775005,1.56377690967809e-06,2297.862,TRUE,63020.844,66
"489","IB","residential","613","indoor","pm10",4438,4329,4473,26.405,-0.0256178098815782,3.75209869981587e-09,606.62,TRUE,63020.844,144
"490","IB","residential","612","indoor","pm1",23,1,76,18.933,-0.0206261927252013,7.20278356085195e-07,616.586,TRUE,34575.107,75
"491","IB","residential","612","indoor","pm1",176,172,208,17.182,-0.00136555326400704,3.12323467358414e-06,399.628,FALSE,94036.329,36
"492","IB","residential","612","indoor","pm1",234,233,246,6.873,-0.0168781506363913,2.85985009958355e-07,74.435,TRUE,34575.107,13
"493","IB","residential","612","indoor","pm1",383,382,393,11.727,-0.0146559462319774,7.17974497622513e-07,115.312,FALSE,94036.329,11
"494","IB","residential","612","indoor","pm1",1354,1334,1399,10.229,-0.00585638588700769,6.69519586963943e-06,400.089,TRUE,34575.107,65
"495","IB","residential","612","indoor","pm1",1501,1500,1513,12.65,-0.0183142533733707,8.6082897142147e-07,118.687,FALSE,94036.329,13
"496","IB","residential","612","indoor","pm1",1569,1556,1580,7.526,-0.0120485644455668,3.51303027604478e-06,79.923,TRUE,34575.107,24
"497","IB","residential","612","indoor","pm1",1812,1793,1822,12.465,-0.00615480087227099,8.58874290199648e-07,124.96,FALSE,94036.329,29
"498","IB","residential","612","indoor","pm1",2878,2857,2958,30.918,-0.00895718805885698,9.0774138723643e-07,1603.868,FALSE,94036.329,101
"499","IB","residential","612","indoor","pm1",2896,2871,2912,9.178,-0.0128212002436535,8.64698763059782e-06,134.098,TRUE,34575.107,41
"500","IB","residential","612","indoor","pm1",3425,3422,3477,34.031,-0.0146721181254879,9.30995730018168e-06,820.032,FALSE,94036.329,55
"501","IB","residential","612","indoor","pm1",3701,3698,3711,11.068,-0.00492978708285709,2.67944377474485e-06,108.647,FALSE,94036.329,13
"502","IB","residential","612","indoor","pm1",4006,3925,4150,38.479,-0.00539704208256271,1.41052813562429e-06,2280.001,TRUE,34575.107,225
"503","IB","residential","612","indoor","pm1",4253,4228,4379,52.682,-0.0147289390996377,1.27938682897009e-06,2175.411,TRUE,34575.107,151
"504","IB","residential","612","indoor","pm1",4455,4453,4467,8.008,-0.0112191340414373,5.38000770498511e-08,94.044,TRUE,34575.107,14
"505","IB","residential","612","indoor","pm1",4589,4487,4713,16.793,-0.00237355561044927,2.01855210550865e-07,1721.48,FALSE,94036.329,226
"506","IB","residential","612","indoor","pm1",4931,4930,4941,8.937,-0.0392408505914758,8.60843637714206e-06,61.546,TRUE,34575.107,11
"507","IB","residential","612","indoor","pm1",5185,5174,5195,10.613,-0.0669783269461699,1.11428082425616e-06,78.29,TRUE,34575.107,21
"508","IB","residential","612","indoor","pm1",5272,5257,5361,24.93,-0.00799489414840836,9.62500042977453e-08,1480.806,FALSE,94036.329,104
"509","IB","residential","612","indoor","pm1",5692,5689,5702,12.308,-0.0259789647479956,9.30658815733124e-06,91.243,FALSE,94036.329,13
"510","IB","residential","612","indoor","pm1",5892,5860,6248,114.459,-0.00372610986427085,1.64767621666446e-07,12385.521,FALSE,94036.329,388
"511","IB","residential","612","indoor","pm1",6257,6255,6267,6.393,-0.0201266730111305,5.19203962901704e-06,57.98,TRUE,34575.107,12
"512","IB","residential","612","indoor","pm1",6477,6473,6509,6.769,0.00443785861426626,3.4752154244278e-06,246.027,TRUE,34575.107,36
"513","IB","residential","612","indoor","pm1",6681,6678,6693,8.652,-0.0353614166912222,9.85416741622838e-06,62.658,TRUE,34575.107,15
"514","IB","residential","612","indoor","pm1",6874,6472,7037,24.105,-0.00443918107590924,3.1430067366581e-07,2657.92,FALSE,94036.329,565
"515","IB","residential","612","indoor","pm1",6994,6990,7040,26.706,-0.0190463037184642,1.71493538325782e-06,627.852,TRUE,34575.107,50
"516","IB","residential","612","indoor","pm1",7209,7141,7428,18.316,-0.000757132688997305,5.63949806118989e-06,2697.255,FALSE,94036.329,287
"517","IB","residential","612","indoor","pm1",8014,8012,8024,11.905,-0.018777240507396,2.54586142696712e-06,92.19,FALSE,94036.329,12
"518","IB","residential","612","indoor","pm1",8545,8256,8848,40.76,-0.00437171265147764,3.02832566714123e-06,5462.095,FALSE,94036.329,592
"519","IB","residential","612","indoor","pm1",8897,8895,8908,6.998,-0.065072471387608,9.43633282905606e-06,38.027,TRUE,34575.107,13
"520","IB","residential","612","indoor","pm1",9398,9397,9408,10.746,-0.0542851063996859,4.91243185177581e-06,65.163,TRUE,34575.107,11
"521","IB","residential","612","indoor","pm1",9548,9546,9558,13.265,-0.0257903390455978,3.42106645520281e-06,98.107,FALSE,94036.329,12
"522","IB","residential","612","indoor","pm1",9867,9775,9877,15.764,-0.061478226304605,1.09900611966384e-06,138.51,FALSE,94036.329,102
"523","IB","residential","612","indoor","pm25",23,1,56,18.933,-0.0240466831965938,2.06935619352706e-07,455.322,TRUE,36896.304,55
"524","IB","residential","612","indoor","pm25",176,175,187,17.182,-0.0207322318476211,1.89422310466676e-06,145.776,FALSE,100168.145,12
"525","IB","residential","612","indoor","pm25",383,382,393,11.727,-0.0146559462319774,7.17974497622513e-07,115.312,FALSE,100168.145,11
"526","IB","residential","612","indoor","pm25",1354,1342,1374,10.229,-0.00636507685829711,8.75750305978517e-06,194.594,TRUE,36896.304,32
"527","IB","residential","612","indoor","pm25",1501,1500,1513,12.65,-0.0183142533733707,8.6082897142147e-07,118.687,FALSE,100168.145,13
"528","IB","residential","612","indoor","pm25",1569,1567,1580,7.526,-0.0120485644455668,3.51303027604478e-06,79.923,TRUE,36896.304,13
"529","IB","residential","612","indoor","pm25",1812,1809,1822,12.465,-0.00615480087227099,8.58874290199648e-07,124.96,FALSE,100168.145,13
"530","IB","residential","612","indoor","pm25",2878,2857,2956,30.918,-0.00875289085736661,1.21263515128019e-07,1581.344,FALSE,100168.145,99
"531","IB","residential","612","indoor","pm25",2896,2888,2907,9.178,-0.0207078129066194,1.61826189737083e-06,96.376,TRUE,36896.304,19
"532","IB","residential","612","indoor","pm25",3425,3422,3473,34.031,-0.0148860263903167,6.38460744666662e-07,776.532,FALSE,100168.145,51
"533","IB","residential","612","indoor","pm25",4006,3925,4065,38.479,-0.0265152664706783,8.33977738355998e-07,1011.491,TRUE,36896.304,140
"534","IB","residential","612","indoor","pm25",4253,4228,4360,52.682,-0.0152388421092991,1.93951174177159e-06,2027.572,TRUE,36896.304,132
"535","IB","residential","612","indoor","pm25",4455,4453,4467,8.008,-0.0112191340414373,5.38000770498511e-08,94.044,TRUE,36896.304,14
"536","IB","residential","612","indoor","pm25",4589,4513,4692,16.793,-0.00209060350132634,3.11290584663223e-06,1473.162,FALSE,100168.145,179
"537","IB","residential","612","indoor","pm25",4931,4930,4941,8.937,-0.0392408505914758,8.60843637714206e-06,61.546,TRUE,36896.304,11
"538","IB","residential","612","indoor","pm25",5185,5181,5195,10.613,-0.0669783269461699,1.11428082425616e-06,78.29,TRUE,36896.304,14
"539","IB","residential","612","indoor","pm25",5272,5260,5346,24.93,-0.00764505336518876,7.04186163610167e-07,1307.485,FALSE,100168.145,86
"540","IB","residential","612","indoor","pm25",5692,5689,5702,12.308,-0.0259789647479956,9.30658815733124e-06,91.243,FALSE,100168.145,13
"541","IB","residential","612","indoor","pm25",5892,5860,6240,114.459,-0.00367559199695545,2.29696255777757e-07,12294.524,FALSE,100168.145,380
"542","IB","residential","612","indoor","pm25",6681,6678,6693,8.652,-0.0353614166912222,9.85416741622838e-06,62.658,TRUE,36896.304,15
"543","IB","residential","612","indoor","pm25",6874,6508,7022,24.105,-0.00442460400892556,1.2845880088363e-06,2487.958,FALSE,100168.145,514
"544","IB","residential","612","indoor","pm25",6994,6990,7030,26.706,-0.0149125770339664,8.11729757992701e-06,550.986,TRUE,36896.304,40
"545","IB","residential","612","indoor","pm25",7209,7200,7243,18.316,-0.00361246473545703,3.43457600332743e-06,471.215,FALSE,100168.145,43
"546","IB","residential","612","indoor","pm25",7413,7411,7423,12.013,-0.00286720156937956,4.61283428639597e-07,125.268,FALSE,100168.145,12
