"","deployment","room","participant_id","environment","pm","peak_idx","valley_idx_b","valley_idx_a","peak_hgt","k_val","conv_tol","cumm_pm","hepa","total_pm","peak_width"
"536","CM","residential","210","indoor","pm10",2834,2788,3668,74.059,-0.000904699874270219,6.55286109948097e-06,24176.315,FALSE,212119.102,880
"537","CM","residential","210","indoor","pm10",3200,2866,3312,67.009,-0.0294778369621921,5.61874899260895e-06,1857.151,TRUE,294266.751,446
"538","CM","residential","210","indoor","pm10",3596,3542,3722,58.747,-0.024751285225855,3.62503457747268e-07,2120.588,TRUE,294266.751,180
"539","CM","residential","210","indoor","pm10",3888,3816,4142,59.266,-0.00443658921239445,6.57025217703881e-06,6281.868,TRUE,294266.751,326
"540","CM","residential","210","indoor","pm10",4120,3806,4274,77.722,-0.0115003227841965,2.92973377096887e-06,2004.772,FALSE,212119.102,468
"541","CM","residential","210","indoor","pm10",4298,4159,4402,55.408,-0.023253141958186,4.34069143194041e-06,2008.202,TRUE,294266.751,243
"542","CM","residential","210","indoor","pm10",4484,4348,4765,82.599,-0.00893932687774147,9.80505692922872e-06,5311.987,FALSE,212119.102,417
"543","CM","residential","210","indoor","pm10",4718,4703,4890,50.704,-0.0160521665186556,2.33194110572109e-06,2421.294,TRUE,294266.751,187
"544","CM","residential","210","indoor","pm10",4935,4765,5140,111.913,-0.00973971871813979,1.76082838619209e-06,5877.446,FALSE,212119.102,375
"545","CM","residential","210","indoor","pm10",4936,4906,5356,61.701,-0.00236182139560008,1.36882329230896e-06,10205.352,TRUE,294266.751,450
"546","CM","residential","210","indoor","pm10",5729,5490,5781,38.468,-0.0382386669567051,5.63026443776687e-06,519.277,FALSE,212119.102,291
"547","CM","residential","210","indoor","pm10",5729,5704,5825,53.754,-0.0291255657899761,5.21016793626337e-08,1663.791,TRUE,294266.751,121
"548","CM","residential","210","indoor","pm10",5955,5867,6193,49.668,-0.00503057286055426,7.49360149980348e-06,6369.174,TRUE,294266.751,326
"549","CM","residential","210","indoor","pm10",6385,6098,6547,61.334,-0.010170824761529,4.14570128507611e-06,2187.652,FALSE,212119.102,449
"550","CM","residential","210","indoor","pm10",6452,6441,6601,55.595,-0.0189991169092212,5.99733566095779e-06,2445.397,TRUE,294266.751,160
"551","CM","residential","210","indoor","pm10",6659,6649,7103,111.706,-0.00240374764089409,4.13261566673822e-06,12256.214,FALSE,212119.102,454
"552","CM","residential","210","indoor","pm10",6728,6715,6835,47.95,-0.0225913176547874,4.10276551686977e-06,2012.281,TRUE,294266.751,120
"553","CM","residential","210","indoor","pm10",6937,6835,7111,50.19,-0.0107023886575446,2.13210416505412e-06,3832.31,TRUE,294266.751,276
"554","CM","residential","210","indoor","pm10",7173,7136,7328,50.037,-0.0164805076776523,7.49796861521901e-06,3150.074,TRUE,294266.751,192
"555","CM","residential","210","indoor","pm10",7812,7333,7836,129.624,-0.733350457006369,7.41472918016227e-06,471.205,FALSE,212119.102,503
"556","CM","residential","210","indoor","pm10",7815,7779,7943,53.049,-0.0222807810089712,3.12281064516661e-06,2545.059,TRUE,294266.751,164
"557","CM","residential","210","indoor","pm10",8017,7836,8185,20.818,-0.00705903404878914,2.94555816802016e-06,1826.551,FALSE,212119.102,349
"558","CM","residential","210","indoor","pm10",8341,7973,8510,71.611,-0.0101531820343578,8.37683289863975e-06,3486.483,TRUE,294266.751,537
"559","CM","residential","210","indoor","pm10",8688,8290,9475,80.073,-0.00071496360546379,2.07099923503787e-06,18681.076,FALSE,212119.102,1185
"560","CM","residential","210","indoor","pm10",9574,8876,9673,55.601,-0.0280248943156706,6.13155047465254e-07,1750.86,TRUE,294266.751,797
"561","CM","residential","210","indoor","pm10",9994,9919,10084,70.619,-0.0393296921610267,3.24973029127547e-06,1393.393,TRUE,294266.751,165
"562","CM","residential","210","indoor","pm10",10196,10153,10259,17.474,-0.0261743702799822,2.28008287647123e-06,510.687,TRUE,294266.751,106
"563","CM","residential","210","indoor","pm10",10415,10343,10718,52.165,-0.00308707800217437,3.21367497831628e-06,6924.857,TRUE,294266.751,375
"564","CM","residential","210","indoor","pm10",10839,10774,10918,27.658,-0.0233277354175434,2.97524245892184e-06,880.947,TRUE,294266.751,144
"565","CM","residential","210","indoor","pm10",11170,11120,11779,52.369,-0.000805768712987634,8.27541321257005e-06,16704.687,TRUE,294266.751,659
"566","CM","residential","210","indoor","pm10",12208,12186,12305,57.218,-0.0330494445815083,3.94445335090902e-07,1707.652,TRUE,294266.751,119
"567","CM","residential","210","indoor","pm10",12527,12394,12768,69.989,-0.00505826725277372,1.63293651521197e-06,6116.367,TRUE,294266.751,374
"568","CM","residential","210","indoor","pm10",12985,12975,13091,56.514,-0.0290040644196028,3.88061050293963e-07,1768.004,TRUE,294266.751,116
"569","CM","residential","210","indoor","pm10",13548,13532,13728,64.971,-0.00885355946720642,2.8693521713632e-06,5259.478,TRUE,294266.751,196
"570","CM","residential","210","indoor","pm10",13810,13731,13974,51.718,-0.00824293702947657,1.21283645098769e-06,3066.805,TRUE,294266.751,243
"571","CM","residential","210","indoor","pm10",14388,14372,14503,54.479,-0.0207318717741517,1.19807073464411e-06,2368.89,TRUE,294266.751,131
"572","CM","residential","210","indoor","pm10",14692,14674,15031,54.4,-0.00271714570560562,4.3756313065025e-06,9184.581,TRUE,294266.751,357
"573","CM","residential","210","indoor","pm10",15232,15220,15414,53.118,-0.00901602367125626,5.73829731575877e-06,4345.857,TRUE,294266.751,194
"574","CM","residential","210","indoor","pm10",15589,15564,15708,57.977,-0.0246021592895889,5.72835255695291e-06,2259.843,TRUE,294266.751,144
"575","CM","residential","210","indoor","pm10",15795,15785,15914,56.479,-0.0239064051549446,8.36765929461081e-07,1891.909,TRUE,294266.751,129
"576","CM","residential","210","indoor","pm10",16018,15948,16125,48.001,-0.0270245001336922,7.59019292802354e-08,1649.012,TRUE,294266.751,177
"577","CM","residential","210","indoor","pm10",16311,16263,16409,70.95,-0.0306359206279956,1.46624233558155e-06,1457.711,TRUE,294266.751,146
"578","CM","residential","210","indoor","pm10",16702,16683,16799,50.311,-0.0277518255921602,6.98350337978703e-06,1659.116,TRUE,294266.751,116
"579","CM","residential","210","indoor","pm10",17389,17005,17398,61.957,-0.0461924069130085,1.37045630693889e-06,459.761,TRUE,294266.751,393
"580","CM","residential","105","indoor","pm1",756,207,889,8.692,-0.00773564090732019,2.74118880277796e-06,783.332,TRUE,21445.198,682
"581","CM","residential","105","indoor","pm1",1062,1039,1150,7.415,-0.0158122312419878,2.23626252883328e-06,338.063,TRUE,21445.198,111
"582","CM","residential","105","indoor","pm1",1321,1283,1531,15.051,-0.00707045851481739,7.88966582881918e-07,1454.494,FALSE,56082.84,248
"583","CM","residential","105","indoor","pm1",1615,1595,1675,5.014,-0.0179755989273788,4.8580568876787e-07,172.175,TRUE,21445.198,80
"584","CM","residential","105","indoor","pm1",2512,2485,2949,12.693,-0.00104313398939437,1.35725963185621e-06,2808.183,FALSE,56082.84,464
"585","CM","residential","105","indoor","pm1",3140,3115,3364,13.932,-0.00747863345766716,6.38229768722565e-07,1545.54,FALSE,56082.84,249
"586","CM","residential","105","indoor","pm1",4505,4489,5704,12.279,-0.000105070883711505,1.52765552122849e-06,5342.701,FALSE,56082.84,1215
"587","CM","residential","105","indoor","pm1",6836,6618,7343,24.059,-0.00364238718722738,2.59292018743677e-06,3760.599,FALSE,56082.84,725
"588","CM","residential","105","indoor","pm1",8573,8571,8651,10.357,-0.005032748753023,1.11837911272834e-06,347.293,FALSE,56082.84,80
"589","CM","residential","105","indoor","pm1",9684,9659,9741,4.715,-0.0172720338419949,1.8597900855408e-06,135.891,TRUE,21445.198,82
"590","CM","residential","105","indoor","pm1",9910,9909,9989,43.01,-0.0988485027093008,7.42708043942954e-06,508.034,TRUE,21445.198,80
"591","CM","residential","105","indoor","pm1",11140,11121,11225,5.905,-0.00829454529096911,1.38390257724421e-06,343.113,FALSE,56082.84,104
"592","CM","residential","105","indoor","pm1",11460,11453,11602,49.572,-0.0236950976837144,5.21348724274133e-06,1969.03,TRUE,21445.198,149
"593","CM","residential","105","indoor","pm1",12954,12936,12992,5.114,-0.0116597476641013,2.26302052018688e-06,150.615,FALSE,56082.84,56
"594","CM","residential","105","indoor","pm1",13180,13149,13219,6.522,-0.02002739189998,2.35120462281247e-06,166.276,FALSE,56082.84,70
"595","CM","residential","105","indoor","pm1",14003,13982,14095,10.219,-0.0275965222841637,6.12724277602034e-06,334.382,TRUE,21445.198,113
"596","CM","residential","105","indoor","pm1",14025,14009,14097,18.567,-0.0257881483010647,5.2348467378174e-07,575.414,FALSE,56082.84,88
"597","CM","residential","105","indoor","pm1",16671,16656,16746,10.365,-0.023693712512307,8.36779048176089e-07,313.719,TRUE,21445.198,90
"598","CM","residential","105","indoor","pm1",16915,16883,17115,8.401,-0.00446577947316207,9.54636114394222e-07,980.329,FALSE,56082.84,232
"599","CM","residential","105","indoor","pm1",17498,17452,17799,18.822,-0.00653613609871019,2.74322186420001e-06,2298.626,FALSE,56082.84,347
"600","CM","residential","105","indoor","pm1",19774,19745,19999,20.43,-0.00894630348379994,1.40349689666726e-06,1850.474,FALSE,56082.84,254
"601","CM","residential","105","indoor","pm1",19823,19804,19911,11.002,-0.0191710810488931,4.22215863827686e-06,390.379,TRUE,21445.198,107
"602","CM","residential","105","indoor","pm1",20983,20979,21121,40.219,-0.0221579318316157,2.59738081372622e-06,1717.737,TRUE,21445.198,142
"603","CM","residential","105","indoor","pm1",21197,21168,21634,7.542,-0.00185337165736992,9.69612410955061e-07,1956.002,FALSE,56082.84,466
"604","CM","residential","105","indoor","pm1",23823,23802,23843,3.705,-0.0355496377514029,3.55457165136713e-06,47.634,TRUE,21445.198,41
"605","CM","residential","105","indoor","pm25",775,272,889,13.064,-0.0110312431811454,6.44150550893383e-06,860.457,TRUE,32108.025,617
"606","CM","residential","105","indoor","pm25",1053,1039,1179,15.955,-0.0167479540597734,1.54760708577736e-06,915.184,TRUE,32108.025,140
"607","CM","residential","105","indoor","pm25",1321,1284,1529,15.587,-0.00713768368277153,1.7287948539504e-06,1501.143,FALSE,65656.68,245
"608","CM","residential","105","indoor","pm25",1612,1592,1704,14.444,-0.0173034263357666,8.29420744857094e-06,597.797,TRUE,32108.025,112
"609","CM","residential","105","indoor","pm25",2692,2479,3022,32.853,-0.00678809820930512,9.06364571237544e-07,4378.956,FALSE,65656.68,543
"610","CM","residential","105","indoor","pm25",3140,3115,3338,14.321,-0.00726441280543108,1.66252831711409e-08,1529.102,FALSE,65656.68,223
"611","CM","residential","105","indoor","pm25",4505,4489,4884,12.789,-0.00327783548935738,2.21936944633283e-06,1968.743,FALSE,65656.68,395
"612","CM","residential","105","indoor","pm25",5326,5314,5357,3.797,-0.0245742198125924,1.07852480221465e-06,78.316,TRUE,32108.025,43
"613","CM","residential","105","indoor","pm25",5387,4904,5675,6.32,-0.00148290730523785,4.9149273664793e-07,1358.776,FALSE,65656.68,771
"614","CM","residential","105","indoor","pm25",6838,6651,7330,28.12,-0.00437596867820924,4.97041071381729e-06,4369.714,FALSE,65656.68,679
"615","CM","residential","105","indoor","pm25",8185,8177,8237,4.937,-0.0207039395478131,3.50889946790627e-06,144.252,TRUE,32108.025,60
"616","CM","residential","105","indoor","pm25",8385,8354,8435,4.144,-0.0121668980985471,7.17793283287349e-07,141.829,TRUE,32108.025,81
"617","CM","residential","105","indoor","pm25",8573,8570,8701,37.883,-0.0116253500996801,4.59253354954997e-07,981.875,FALSE,65656.68,131
"618","CM","residential","105","indoor","pm25",9666,9657,9741,6.13,-0.017690236759473,7.30364415490574e-06,272.178,TRUE,32108.025,84
"619","CM","residential","105","indoor","pm25",9910,9909,9981,43.785,-0.0957703036196359,7.85901284986307e-06,519.008,TRUE,32108.025,72
"620","CM","residential","105","indoor","pm25",11140,11121,11243,8.89,-0.00908485049625766,1.09607740330583e-06,532.56,FALSE,65656.68,122
"621","CM","residential","105","indoor","pm25",11458,11453,11602,91.955,-0.0281316949803792,1.31834124571211e-06,3373.622,TRUE,32108.025,149
"622","CM","residential","105","indoor","pm25",12931,12929,13052,29.55,-0.0130602516955731,1.25677296695642e-06,1133.542,FALSE,65656.68,123
"623","CM","residential","105","indoor","pm25",13174,13149,13219,7.026,-0.0171481963038912,3.79919594341009e-07,227.522,FALSE,65656.68,70
"624","CM","residential","105","indoor","pm25",14003,13977,14103,16.663,-0.028389478734571,2.36375637973101e-06,530.149,TRUE,32108.025,126
"625","CM","residential","105","indoor","pm25",14025,14009,14123,19.388,-0.0147455297768715,2.48591282265991e-06,868.034,FALSE,65656.68,114
"626","CM","residential","105","indoor","pm25",15358,15344,15404,4.632,-0.0223378493573996,4.17754889200785e-07,137.691,TRUE,32108.025,60
"627","CM","residential","105","indoor","pm25",16671,16653,16746,12.468,-0.0244328413358339,7.40840642387756e-07,366.32,TRUE,32108.025,93
"628","CM","residential","105","indoor","pm25",16908,16883,17082,9.077,-0.00448971217561058,1.45860188687508e-07,989.198,FALSE,65656.68,199
"629","CM","residential","105","indoor","pm25",17271,17253,17304,5.257,-0.0291844395233131,3.67998711345366e-06,103.993,TRUE,32108.025,51
"630","CM","residential","105","indoor","pm25",17494,17452,17782,19.206,-0.00675311270436529,1.3939497763093e-06,2360.733,FALSE,65656.68,330
"631","CM","residential","105","indoor","pm25",19762,19745,19979,22.092,-0.00884547849166071,2.66202215648426e-06,2164.371,FALSE,65656.68,234
"632","CM","residential","105","indoor","pm25",19822,19790,19934,18.266,-0.0201792340642669,4.89060991775275e-06,694.21,TRUE,32108.025,144
"633","CM","residential","105","indoor","pm25",20371,20356,20422,7.085,-0.0134926499539348,2.63598686143633e-07,251.365,FALSE,65656.68,66
"634","CM","residential","105","indoor","pm25",20983,20980,21141,98.447,-0.0244454507204871,9.20162235060905e-06,4012.233,TRUE,32108.025,161
"635","CM","residential","105","indoor","pm25",21184,21168,21576,8.713,-0.00203312534653108,4.96829845860429e-06,1944.439,FALSE,65656.68,408
"636","CM","residential","105","indoor","pm25",23824,23803,23858,5.512,-0.0316032703513285,4.00730016326425e-06,103.86,TRUE,32108.025,55
"637","CM","residential","105","indoor","pm10",187,180,320,43.3,-0.00120568883762465,8.51014377610266e-06,2030.102,FALSE,129395.833,140
"638","CM","residential","105","indoor","pm10",731,457,917,154.34,-0.014751853749739,7.41630200360412e-06,3726.898,TRUE,93714.408,460
"639","CM","residential","105","indoor","pm10",1045,1039,1167,146.592,-0.031957091380836,1.36870685927494e-06,4010.376,TRUE,93714.408,128
"640","CM","residential","105","indoor","pm10",1180,1169,1214,103.331,-0.112537623610821,3.84889251654974e-06,893.988,FALSE,129395.833,45
"641","CM","residential","105","indoor","pm10",1380,1276,1468,14.703,-0.0100806063483341,5.01386344346805e-06,627.232,FALSE,129395.833,192
"642","CM","residential","105","indoor","pm10",1608,1595,1718,152.291,-0.0238941035359286,3.5410776304373e-06,3796.915,TRUE,93714.408,123
"643","CM","residential","105","indoor","pm10",2692,2490,2993,383.32,-0.0255249086380865,6.29698430356273e-06,12351.677,FALSE,129395.833,503
"644","CM","residential","105","indoor","pm10",3258,3115,3303,47.079,-0.0340412412891142,1.12009750303359e-06,577.461,FALSE,129395.833,188
"645","CM","residential","105","indoor","pm10",3973,3932,4023,62.472,-0.0371188042249632,2.39392672245029e-06,626.823,FALSE,129395.833,91
"646","CM","residential","105","indoor","pm10",4495,4481,4521,23.705,-0.0145155577307264,1.17622174106127e-06,207.318,TRUE,93714.408,40
"647","CM","residential","105","indoor","pm10",4537,4499,4655,54.939,-0.0107578357815994,1.50191544614704e-06,1842.561,FALSE,129395.833,156
"648","CM","residential","105","indoor","pm10",5324,5296,5494,18.745,-0.0030762105061146,1.45849774558164e-06,1117.58,FALSE,129395.833,198
"649","CM","residential","105","indoor","pm10",5336,5314,5363,28.09,-0.0247783257988632,9.46582577714172e-07,337.234,TRUE,93714.408,49
"650","CM","residential","105","indoor","pm10",6850,6761,7312,119.479,-0.0102467313580404,6.44681227098441e-06,6981.578,FALSE,129395.833,551
"651","CM","residential","105","indoor","pm10",8240,8223,8308,61.469,-0.0207814482925319,2.57060313160297e-06,1287.506,FALSE,129395.833,85
"652","CM","residential","105","indoor","pm10",8367,8354,8419,39.192,-0.0152869735623477,3.39065036753793e-06,483.205,TRUE,93714.408,65
"653","CM","residential","105","indoor","pm10",8573,8570,8670,611.647,-0.915724319906106,9.2706194605681e-06,2622.329,FALSE,129395.833,100
"654","CM","residential","105","indoor","pm10",9617,9613,9641,29.466,-0.0315091565756375,1.09965261151684e-06,279.308,TRUE,93714.408,28
"655","CM","residential","105","indoor","pm10",9703,9686,9714,55.934,-0.0787756211344799,3.52522600798346e-07,394.664,FALSE,129395.833,28
"656","CM","residential","105","indoor","pm10",9853,9847,9867,46.207,-0.154000251276732,1.73429178408042e-06,278.887,TRUE,93714.408,20
"657","CM","residential","105","indoor","pm10",11104,11091,11123,46.276,-0.0679693315081079,1.59759727746841e-06,398.29,TRUE,93714.408,32
"658","CM","residential","105","indoor","pm10",11131,11121,11211,62.234,-0.0222993567353899,3.34722376470556e-06,1364.629,FALSE,129395.833,90
"659","CM","residential","105","indoor","pm10",11461,11453,11595,100.205,-0.0250164731302679,7.09161426942452e-06,3632.384,TRUE,93714.408,142
"660","CM","residential","105","indoor","pm10",12479,12469,12526,51.447,-0.0516505544677694,6.56813970240093e-06,488.407,TRUE,93714.408,57
"661","CM","residential","105","indoor","pm10",12556,12543,12567,74.33,-0.284511771944946,4.39730928613168e-06,284.538,FALSE,129395.833,24
"662","CM","residential","105","indoor","pm10",12931,12929,13033,640.581,-0.215800282317552,7.10013156808048e-06,4636.206,FALSE,129395.833,104
"663","CM","residential","105","indoor","pm10",13215,13206,13227,31.675,-1.76707929487704,9.12784144184798e-06,88.326,FALSE,129395.833,21
"664","CM","residential","105","indoor","pm10",13987,13979,14089,67.182,-0.0258816244350057,2.12061549107786e-06,1983.736,TRUE,93714.408,110
"665","CM","residential","105","indoor","pm10",14092,14010,14130,138.402,-0.267073900614242,8.01300584234976e-06,816.788,FALSE,129395.833,120
"666","CM","residential","105","indoor","pm10",15353,15345,15401,60.19,-0.0445190277747102,7.30326848686339e-06,824.152,TRUE,93714.408,56
"667","CM","residential","105","indoor","pm10",16671,16656,16725,58.438,-0.052635149945842,2.82431070942328e-06,727.13,TRUE,93714.408,69
"668","CM","residential","105","indoor","pm10",16844,16838,16858,59.531,-0.378636097798434,6.14752916050787e-06,251.202,FALSE,129395.833,20
"669","CM","residential","105","indoor","pm10",17283,17255,17301,37.78,-0.18676185981039,8.00592801772801e-06,147.125,TRUE,93714.408,46
"670","CM","residential","105","indoor","pm10",17492,17452,17687,41.093,-0.00767007639492595,2.09636862122826e-06,2509.3,FALSE,129395.833,235
"671","CM","residential","105","indoor","pm10",18293,18283,18321,71.21,-0.0582102563767489,3.93790735000386e-06,931.385,FALSE,129395.833,38
"672","CM","residential","105","indoor","pm10",18907,18887,18920,32.41,-0.171595150689929,6.00130697794993e-06,162.15,FALSE,129395.833,33
"673","CM","residential","105","indoor","pm10",19537,19516,19560,35.694,-0.0660280090749067,2.41950332582266e-06,228.964,TRUE,93714.408,44
"674","CM","residential","105","indoor","pm10",19773,19745,19941,34.377,-0.00787499247512449,1.92066370944589e-06,1952.343,FALSE,129395.833,196
"675","CM","residential","105","indoor","pm10",19824,19780,19934,74.558,-0.0160930806147865,9.05547561856905e-06,1717.577,TRUE,93714.408,154
"676","CM","residential","105","indoor","pm10",20375,20356,20410,40.083,-0.0308893997963638,3.64923212156037e-07,582.629,FALSE,129395.833,54
"677","CM","residential","105","indoor","pm10",20988,20978,21141,167.911,-0.0268763864455215,2.3785349264594e-06,5792.006,TRUE,93714.408,163
"678","CM","residential","105","indoor","pm10",21188,21167,21306,36.409,-0.0124591499670825,8.24406200084402e-06,1109.915,FALSE,129395.833,139
"679","CM","residential","105","indoor","pm10",21391,21388,21408,18.023,-0.0534049569101027,2.69061591574961e-06,118.621,FALSE,129395.833,20
"680","CM","residential","105","indoor","pm10",21557,21547,21587,28.271,-0.0758843864016183,5.26823988443588e-06,227.545,TRUE,93714.408,40
"681","CM","residential","105","indoor","pm10",21823,21811,21847,30.42,-0.0665120137131029,6.58903953949728e-06,225.128,FALSE,129395.833,36
"682","CM","residential","105","indoor","pm10",23837,23803,23856,17.066,-0.0702695153554365,9.84783424098426e-07,125.209,TRUE,93714.408,53
"683","CM","residential","105","indoor","pm10",25244,25231,25255,38.851,-0.0687309114419,1.48675602448173e-06,258.377,TRUE,93714.408,24
"684","CM","residential","308","indoor","pm1",10,1,66,7.151,-0.0103595672870262,7.42599734699171e-06,221.963,FALSE,86712.265,65
"685","CM","residential","308","indoor","pm1",138,1,391,3.874,-0.00244813893540217,2.69257601843533e-06,626.652,TRUE,27082.3,390
"686","CM","residential","308","indoor","pm1",481,466,683,3.419,-0.00273911533046283,7.45395768942771e-06,484.31,TRUE,27082.3,217
"687","CM","residential","308","indoor","pm1",896,870,924,4.669,-0.0293424612617734,9.70354967622121e-06,60.174,TRUE,27082.3,54
"688","CM","residential","308","indoor","pm1",1122,1114,1219,16.884,-0.0134911603035619,5.88655399095613e-06,442.525,FALSE,86712.265,105
"689","CM","residential","308","indoor","pm1",1355,1330,1543,15.399,-0.00890100885106643,3.06450190493221e-06,1436.002,FALSE,86712.265,213
"690","CM","residential","308","indoor","pm1",2012,2006,2033,4.892,-0.0579400700407451,1.16912039285095e-06,56.462,TRUE,27082.3,27
"691","CM","residential","308","indoor","pm1",2814,2778,3255,45.319,-0.00558141074010998,2.48743545715065e-06,5087.307,FALSE,86712.265,477
"692","CM","residential","308","indoor","pm1",3748,3746,3827,11.151,-0.025501887570929,4.56621461243426e-06,247.545,TRUE,27082.3,81
"693","CM","residential","308","indoor","pm1",3957,3954,4103,41.518,-0.0233206016119575,2.96246732395319e-06,1230.92,TRUE,27082.3,149
"694","CM","residential","308","indoor","pm1",4254,4140,4701,49.935,-0.00748218304815082,2.65658293038684e-06,5279.822,FALSE,86712.265,561
"695","CM","residential","308","indoor","pm1",4885,4870,4951,9.347,-0.0267602319258225,1.93552091336755e-06,278.713,TRUE,27082.3,81
"696","CM","residential","308","indoor","pm1",5200,5156,5224,3.335,-0.0237358085617278,8.37566970940747e-06,53.305,TRUE,27082.3,68
"697","CM","residential","308","indoor","pm1",5523,5405,5869,11.924,-0.00227806421368738,2.54904242945385e-06,1581.453,FALSE,86712.265,464
"698","CM","residential","308","indoor","pm1",6561,6555,6676,46.699,-0.0355745967872105,4.33476243928527e-06,1350.083,TRUE,27082.3,121
"699","CM","residential","308","indoor","pm1",6766,6764,6793,5.485,-0.0465614693723978,3.87620392462443e-06,74.652,TRUE,27082.3,29
"700","CM","residential","308","indoor","pm1",6771,6372,7017,6.813,-0.00111669913487386,7.95879448696144e-07,1145.062,FALSE,86712.265,645
"701","CM","residential","308","indoor","pm1",7066,7039,7607,48.758,-0.00565570817396672,9.69323141281125e-07,7954.957,FALSE,86712.265,568
"702","CM","residential","308","indoor","pm1",7952,7925,8085,33.607,-0.0251304982777685,4.07188311515562e-06,1280.876,TRUE,27082.3,160
"703","CM","residential","308","indoor","pm1",8118,7954,8352,32.196,-0.00933505166843663,3.24026260974261e-06,2897.241,FALSE,86712.265,398
"704","CM","residential","308","indoor","pm1",8587,8576,8625,6.279,-0.016959905366113,2.17036074088008e-07,166.868,FALSE,86712.265,49
"705","CM","residential","308","indoor","pm1",9276,9270,9320,8.562,-0.0431224532947209,2.43933527672781e-06,166.322,TRUE,27082.3,50
"706","CM","residential","308","indoor","pm1",9478,9473,9495,5.164,-0.02015755786996,1.82069287088991e-06,62.542,FALSE,86712.265,22
"707","CM","residential","308","indoor","pm1",9487,9476,9739,49.178,-0.00759467898909548,3.96548926138751e-06,3732.982,TRUE,27082.3,263
"708","CM","residential","308","indoor","pm1",11049,11009,11161,7.414,-0.00530183440685545,2.7945184585391e-06,555.6,FALSE,86712.265,152
"709","CM","residential","308","indoor","pm1",11201,10821,11356,36.422,-0.0283254254492949,8.22176350494326e-06,642.844,TRUE,27082.3,535
"710","CM","residential","308","indoor","pm1",12251,12239,12269,3.734,-0.0319978747713408,2.50552053649246e-06,50.179,TRUE,27082.3,30
"711","CM","residential","308","indoor","pm1",12508,12466,12624,11.448,-0.010190143384877,8.93833719771118e-06,652.905,FALSE,86712.265,158
"712","CM","residential","308","indoor","pm1",15178,15172,15203,22.219,-0.101139564654588,5.92943006418092e-06,213.206,FALSE,86712.265,31
"713","CM","residential","308","indoor","pm1",16767,16733,17015,29.379,-0.00882563334035634,8.64851183555978e-07,3089.752,FALSE,86712.265,282
"714","CM","residential","308","indoor","pm1",18322,18307,18344,4.593,-0.052368634813841,7.07512358070771e-07,56.774,TRUE,27082.3,37
"715","CM","residential","308","indoor","pm1",19305,19224,19356,17.552,-0.0520794503627127,1.22243590728514e-06,340.353,TRUE,27082.3,132
"716","CM","residential","308","indoor","pm1",19605,19603,19649,6.024,-0.00616982015040349,4.16987195276311e-06,168.624,FALSE,86712.265,46
"717","CM","residential","308","indoor","pm1",19815,19739,20247,48.167,-0.00549650817830966,1.84856515751512e-06,4182.872,FALSE,86712.265,508
"718","CM","residential","308","indoor","pm1",20802,20794,21062,26.285,-0.00131398112166906,7.10397304334041e-06,1679.359,FALSE,86712.265,268
"719","CM","residential","308","indoor","pm1",20946,20926,20980,4.268,-0.025890549779437,2.45966225708839e-06,73.795,TRUE,27082.3,54
"720","CM","residential","308","indoor","pm1",21197,21124,21340,7.054,-0.00479951411642668,1.19365266471776e-07,652.086,FALSE,86712.265,216
"721","CM","residential","308","indoor","pm1",22162,22112,22262,22.302,-0.0268006715300659,7.7433015557971e-06,852.944,TRUE,27082.3,150
"722","CM","residential","308","indoor","pm1",22267,22238,22554,22.246,-0.00486688209910596,3.45495469115134e-06,1294.314,FALSE,86712.265,316
"723","CM","residential","308","indoor","pm1",22622,22562,22730,8.447,-0.00702845776540299,2.51944564078139e-07,581.462,FALSE,86712.265,168
"724","CM","residential","308","indoor","pm1",22656,22637,22676,3.331,-0.044567707202079,2.59104938149693e-06,39.333,TRUE,27082.3,39
"725","CM","residential","308","indoor","pm1",25289,25276,25319,6.072,-0.0180879135267595,2.30884281208151e-06,122.967,FALSE,86712.265,43
"726","CM","residential","308","indoor","pm1",25660,25581,25760,9.099,-0.0109738160437164,2.81578047566903e-06,467.49,FALSE,86712.265,179
"727","CM","residential","308","indoor","pm25",10,1,86,8.318,-0.0068569171745928,6.36165692399797e-07,370.952,FALSE,121198.795,85
"728","CM","residential","308","indoor","pm25",144,1,348,4.7,-0.00239642878122457,7.51279695233035e-10,554.999,TRUE,40585.703,347
"729","CM","residential","308","indoor","pm25",545,461,763,7.331,-0.00642598231785935,9.19816345002977e-07,767.378,TRUE,40585.703,302
"730","CM","residential","308","indoor","pm25",890,870,940,5.538,-0.0238626235581341,5.28312266022447e-07,184.173,TRUE,40585.703,70
"731","CM","residential","308","indoor","pm25",1092,1061,1123,3.805,-0.0201003931747819,3.17520006114983e-07,79.807,TRUE,40585.703,62
"732","CM","residential","308","indoor","pm25",1355,1117,1573,18.091,-0.0076482468550536,5.61078084360143e-06,1881.772,FALSE,121198.795,456
"733","CM","residential","308","indoor","pm25",1995,1987,2047,3.676,-0.0108442740956468,4.86755112719904e-06,186.213,TRUE,40585.703,60
"734","CM","residential","308","indoor","pm25",2196,2180,2245,9.165,-0.0297399514014875,6.15022064019903e-06,169.77,TRUE,40585.703,65
"735","CM","residential","308","indoor","pm25",2658,2654,2674,4.53,-0.0553173160109868,8.71335394612674e-06,40.836,TRUE,40585.703,20
"736","CM","residential","308","indoor","pm25",2817,2769,3262,96.639,-0.00824977847288747,2.5025130991979e-06,10596.048,FALSE,121198.795,493
