"","deployment","room","participant_id","environment","pm","peak_idx","valley_idx_b","valley_idx_a","peak_hgt","k_val","conv_tol","cumm_pm","hepa","total_pm","peak_width"
"1","CM","residential","300","indoor","pm1",766,751,821,6.907,-0.0100910131461981,1.40711097544745e-06,170.15,TRUE,29634.653,70
"2","CM","residential","300","indoor","pm1",833,821,955,48.893,-0.0204204782801896,5.23802761625586e-07,2164.716,FALSE,26595.339,134
"3","CM","residential","300","indoor","pm1",2514,2509,2538,6.79,-0.0397832910431871,3.23058475603762e-07,81.922,TRUE,29634.653,29
"4","CM","residential","300","indoor","pm1",3366,3361,3386,9.717,-0.0616647129820716,8.7011109671467e-06,108.335,FALSE,26595.339,25
"5","CM","residential","300","indoor","pm1",3851,3815,3886,20.017,-0.0434236676597678,3.06337387590222e-06,177.676,FALSE,26595.339,71
"6","CM","residential","300","indoor","pm1",3931,3911,4166,9.061,-0.00609452916372568,3.44035737244417e-06,899.8,TRUE,29634.653,255
"7","CM","residential","300","indoor","pm1",4522,4506,4613,38.843,-0.0251420928589251,6.05173464289314e-06,1255.475,FALSE,26595.339,107
"8","CM","residential","300","indoor","pm1",4816,4797,5027,49.948,-0.0140795905646276,7.76235424762253e-06,3207.272,FALSE,26595.339,230
"9","CM","residential","300","indoor","pm1",5405,5352,5507,4.069,-0.00374512227823169,2.196513873784e-08,240.968,TRUE,29634.653,155
"10","CM","residential","300","indoor","pm1",5607,5598,5619,3.582,-0.0512047653508924,1.5376026176658e-06,28.978,TRUE,29634.653,21
"11","CM","residential","300","indoor","pm1",5952,5946,6051,47.128,-0.025705000089456,1.102797502725e-06,1717.496,FALSE,26595.339,105
"12","CM","residential","300","indoor","pm1",6330,6216,6573,6.452,-0.00282620769889231,4.71996802808503e-06,781.564,TRUE,29634.653,357
"13","CM","residential","300","indoor","pm1",6422,6408,6494,13.737,-0.01933753738697,3.2265096280351e-06,520.735,FALSE,26595.339,86
"14","CM","residential","300","indoor","pm1",6861,6796,6982,5.621,-0.00591335123431469,1.99258864537106e-06,378.641,TRUE,29634.653,186
"15","CM","residential","300","indoor","pm1",7810,7801,7874,7.701,-0.0196614052949351,5.71703191815952e-06,214.132,TRUE,29634.653,73
"16","CM","residential","300","indoor","pm1",9140,9136,9333,8.406,-0.00507983153475841,7.66928157491577e-07,674.493,TRUE,29634.653,197
"17","CM","residential","300","indoor","pm1",9409,9405,9434,5.646,-0.0185089054668365,4.56808911055975e-06,113.192,FALSE,26595.339,29
"18","CM","residential","300","indoor","pm1",9546,9528,9821,18.369,-0.00401475665598851,5.93141267248616e-06,2019.665,TRUE,29634.653,293
"19","CM","residential","300","indoor","pm1",10638,10550,11231,40.712,-0.00609847660908735,6.96724839676028e-06,5173.524,TRUE,29634.653,681
"20","CM","residential","300","indoor","pm1",10842,10827,10894,34.378,-0.0439032026311698,1.53521250669374e-06,633.003,FALSE,26595.339,67
"21","CM","residential","300","indoor","pm1",11623,11574,11670,7.732,-0.0153542924710694,2.09840862140545e-06,229.845,FALSE,26595.339,96
"22","CM","residential","300","indoor","pm1",11946,11941,11963,5.727,-0.0292701721606419,5.37671202181255e-06,64.626,FALSE,26595.339,22
"23","CM","residential","300","indoor","pm1",12013,12008,12075,4.187,-0.00215048235825289,8.40357746404724e-06,140.792,TRUE,29634.653,67
"24","CM","residential","300","indoor","pm1",12740,12676,12817,7.049,-0.00492750388347439,7.49022184520186e-07,389.833,FALSE,26595.339,141
"25","CM","residential","300","indoor","pm1",13272,13263,13406,21.446,-0.0108256942727349,4.40857544163425e-07,1460.587,FALSE,26595.339,143
"26","CM","residential","300","indoor","pm1",13867,13848,13997,4.237,-0.00598371661531258,2.54652952014994e-08,335.364,TRUE,29634.653,149
"27","CM","residential","300","indoor","pm1",14733,14714,14852,5.526,-0.00776679622906723,1.01808161793863e-06,340.271,TRUE,29634.653,138
"28","CM","residential","300","indoor","pm1",15353,15330,15458,6.884,-0.0145791590658093,4.08094922724507e-07,349.866,TRUE,29634.653,128
"29","CM","residential","300","indoor","pm1",17949,17941,17969,4.476,-0.0541299274125657,1.82929214690754e-06,51.645,TRUE,29634.653,28
"30","CM","residential","300","indoor","pm1",19477,19363,19869,5.602,-0.00208044179323655,7.368206906015e-06,1033.089,TRUE,29634.653,506
"31","CM","residential","300","indoor","pm1",21128,21125,21147,9.042,-0.105122606273996,5.23499049055204e-06,68.934,TRUE,29634.653,22
"32","CM","residential","300","indoor","pm1",21739,21727,21765,3.262,-0.0306203752308125,4.65590526719967e-06,60.185,TRUE,29634.653,38
"33","CM","residential","300","indoor","pm1",22207,22202,22417,9.887,-0.00617996131805065,5.63838324011738e-06,1026.022,TRUE,29634.653,215
"34","CM","residential","300","indoor","pm25",766,751,922,7.745,-0.00304822873740365,3.24603213320545e-06,507.085,TRUE,43463.994,171
"35","CM","residential","300","indoor","pm25",824,821,976,76.163,-0.0191836854212362,1.36561008374802e-06,3552.992,FALSE,47010.27,155
"36","CM","residential","300","indoor","pm25",1267,1265,1402,16.977,-0.00790389289167017,6.75440103166228e-06,531.932,TRUE,43463.994,137
"37","CM","residential","300","indoor","pm25",2104,2094,2136,3.893,-0.0127062860594582,2.89435916081506e-06,76.368,TRUE,43463.994,42
"38","CM","residential","300","indoor","pm25",2524,2416,2604,16.393,-0.0276911945214083,4.11931624846816e-06,454.594,TRUE,43463.994,188
"39","CM","residential","300","indoor","pm25",3368,3363,3388,10.191,-0.0575117258507423,9.1239124356898e-06,118.014,FALSE,47010.27,25
"40","CM","residential","300","indoor","pm25",3565,3545,3608,3.654,-0.0127994382862668,4.37265387738384e-08,108.63,TRUE,43463.994,63
"41","CM","residential","300","indoor","pm25",3853,3818,3897,23.001,-0.0367522863762908,2.77472629024493e-06,280.819,FALSE,47010.27,79
"42","CM","residential","300","indoor","pm25",3957,3927,4195,11.233,-0.00462422342710509,8.08263574112336e-06,1261.183,TRUE,43463.994,268
"43","CM","residential","300","indoor","pm25",4540,4499,4723,53.547,-0.0258630319285505,5.74752483392047e-06,2082.263,FALSE,47010.27,224
"44","CM","residential","300","indoor","pm25",4951,4799,5037,98.391,-0.0460229632546643,3.63192614673646e-06,1994.309,FALSE,47010.27,238
"45","CM","residential","300","indoor","pm25",5401,5383,5596,6.194,-0.00526173775649006,1.75454965696708e-07,693.137,TRUE,43463.994,213
"46","CM","residential","300","indoor","pm25",5638,5633,5667,9.668,-0.058847059151595,9.22294707401444e-07,139.126,TRUE,43463.994,34
"47","CM","residential","300","indoor","pm25",5954,5948,6066,60.103,-0.0261830802150555,3.67546069516135e-07,2492.801,FALSE,47010.27,118
"48","CM","residential","300","indoor","pm25",6292,6247,6637,7.984,-0.00230164617348251,6.57976036317213e-06,1678.704,TRUE,43463.994,390
"49","CM","residential","300","indoor","pm25",6424,6330,6516,21.486,-0.0190169411295706,2.59266539074339e-06,865.037,FALSE,47010.27,186
"50","CM","residential","300","indoor","pm25",7029,7022,7076,22.93,-0.0507462919103956,7.10860068568781e-07,367.914,TRUE,43463.994,54
"51","CM","residential","300","indoor","pm25",7902,7783,8086,12.149,-0.00678296649564579,1.75979496503984e-06,926.862,TRUE,43463.994,303
"52","CM","residential","300","indoor","pm25",9232,9228,9425,9.321,-0.00543176489231843,6.57439225004246e-07,800.34,TRUE,43463.994,197
"53","CM","residential","300","indoor","pm25",9411,9404,9439,10.653,-0.0307583022670684,1.46414328218564e-06,208.657,FALSE,47010.27,35
"54","CM","residential","300","indoor","pm25",9638,9572,9916,41.623,-0.0074504882324895,1.5529588600107e-06,3429.093,TRUE,43463.994,344
"55","CM","residential","300","indoor","pm25",10728,10640,11327,57.428,-0.00698582779487386,2.70184962494083e-06,6935.098,TRUE,43463.994,687
"56","CM","residential","300","indoor","pm25",10846,10827,10992,96.944,-0.0309376714877613,4.87542111744118e-06,3014.903,FALSE,47010.27,165
"57","CM","residential","300","indoor","pm25",11621,11574,11785,13.901,-0.00758901956000236,3.01559330081148e-06,1295.049,FALSE,47010.27,211
"58","CM","residential","300","indoor","pm25",11950,11945,11967,6.252,-0.0255554916274361,2.82344053434722e-06,75.092,FALSE,47010.27,22
"59","CM","residential","300","indoor","pm25",12126,12121,12188,4.87,0.000288300569266359,2.25665339510545e-06,186.494,TRUE,43463.994,67
"60","CM","residential","300","indoor","pm25",12744,12675,12821,9.345,-0.00611047860095416,2.22861359760213e-06,520.38,FALSE,47010.27,146
"61","CM","residential","300","indoor","pm25",13010,12985,13096,10.499,-0.00920703301084545,9.21812360910476e-07,546.028,FALSE,47010.27,111
"62","CM","residential","300","indoor","pm25",13277,13267,13427,51.902,-0.0130778306192727,3.77839279825864e-06,3305.028,FALSE,47010.27,160
"63","CM","residential","300","indoor","pm25",13974,13916,14110,6.921,-0.00779080446504956,2.70747782076252e-06,512.399,TRUE,43463.994,194
"64","CM","residential","300","indoor","pm25",14881,14861,15044,5.879,-0.00489929500353135,5.31212576762025e-06,487.998,TRUE,43463.994,183
"65","CM","residential","300","indoor","pm25",15501,15478,15606,8.791,-0.0167193192871003,4.65980137287663e-07,421.042,TRUE,43463.994,128
"66","CM","residential","300","indoor","pm25",16445,16421,16567,8.64,-0.0126176284590998,6.0178490578102e-08,521.425,TRUE,43463.994,146
"67","CM","residential","300","indoor","pm25",18096,18086,18117,5.155,-0.0558647657861052,2.19329108887651e-06,64.447,TRUE,43463.994,31
"68","CM","residential","300","indoor","pm25",19625,19517,19871,6.918,-0.0033857618025435,7.0451571283424e-07,856.89,TRUE,43463.994,354
"69","CM","residential","300","indoor","pm25",21276,21273,21295,9.429,-0.0944154235485545,3.12106064965928e-06,76.464,TRUE,43463.994,22
"70","CM","residential","300","indoor","pm25",22367,22362,22573,11.497,-0.00653205519402163,4.17695353829889e-06,1186.041,TRUE,43463.994,211
"71","CM","residential","300","indoor","pm10",827,821,904,143.817,-0.989826186757215,8.80965967379041e-06,938.138,TRUE,126972.941,83
"72","CM","residential","300","indoor","pm10",830,821,955,133.028,-0.025879226524037,2.60767218251541e-06,3826.74,FALSE,129036.749,134
"73","CM","residential","300","indoor","pm10",1157,1153,1179,30.868,-0.0543534600158982,8.70902090127816e-06,354.822,FALSE,129036.749,26
"74","CM","residential","300","indoor","pm10",1267,1249,1409,547.079,-0.0280931314939499,4.84965035777775e-06,6274.727,TRUE,126972.941,160
"75","CM","residential","300","indoor","pm10",2277,2270,2333,33.627,-0.0442139853364498,9.64718002744977e-06,639.65,TRUE,126972.941,63
"76","CM","residential","300","indoor","pm10",2522,2416,2617,128.351,-0.05868578690398,1.80392162366861e-06,2435.949,TRUE,126972.941,201
"77","CM","residential","300","indoor","pm10",3168,3148,3236,49.012,-0.0244164804461466,2.23458455940871e-07,1108.177,FALSE,129036.749,88
"78","CM","residential","300","indoor","pm10",3392,3387,3423,155.717,-0.0891672657479371,4.75018811596372e-07,1574.707,FALSE,129036.749,36
"79","CM","residential","300","indoor","pm10",3565,3535,3602,49.322,-0.0635748839270598,5.14441979210177e-06,395.41,TRUE,126972.941,67
"80","CM","residential","300","indoor","pm10",3842,3817,3888,60.86,-0.0535607431172225,3.10189137988932e-06,846.743,FALSE,129036.749,71
"81","CM","residential","300","indoor","pm10",3932,3925,4196,64.282,-0.00861604054530546,7.81398608263051e-06,3478.199,TRUE,126972.941,271
"82","CM","residential","300","indoor","pm10",4669,4497,4736,986.04,-0.102137118673271,2.03432147099156e-06,10526.591,FALSE,129036.749,239
"83","CM","residential","300","indoor","pm10",4805,4783,4902,66.62,-0.0197180165602383,1.84232734630359e-06,1681.561,TRUE,126972.941,119
"84","CM","residential","300","indoor","pm10",4953,4799,5044,248.47,-0.0326841160516808,5.50599675799261e-06,4911.807,FALSE,129036.749,245
"85","CM","residential","300","indoor","pm10",5414,5382,5521,22.299,-0.0136561342360325,2.20037746045371e-06,730.594,TRUE,126972.941,139
"86","CM","residential","300","indoor","pm10",5638,5633,5666,44.631,-0.0692966648700189,4.59171052653748e-06,474.001,TRUE,126972.941,33
"87","CM","residential","300","indoor","pm10",5965,5943,6075,287.673,-0.0489503518090452,5.29235277623259e-06,4449.552,FALSE,129036.749,132
"88","CM","residential","300","indoor","pm10",6328,6250,6596,89.73,-0.00871438953598326,3.87384711552748e-06,3726.826,TRUE,126972.941,346
"89","CM","residential","300","indoor","pm10",6338,6330,6498,103.475,-0.0146678024741508,6.838607540418e-06,3653.392,FALSE,129036.749,168
"90","CM","residential","300","indoor","pm10",6656,6650,6674,29.576,-0.0639974581422074,1.64717305300453e-06,213.224,TRUE,126972.941,24
"91","CM","residential","300","indoor","pm10",6734,6729,6760,15.427,-0.00858409628663239,3.32583409196259e-07,254.471,FALSE,129036.749,31
"92","CM","residential","300","indoor","pm10",7030,7022,7075,69.174,-0.053900218113539,5.06426319465709e-06,862.274,TRUE,126972.941,53
"93","CM","residential","300","indoor","pm10",7942,7783,8062,102.961,-0.0230908166101228,7.25851615707726e-07,2220.199,TRUE,126972.941,279
"94","CM","residential","300","indoor","pm10",8371,8359,8401,57.56,-0.124893839321378,9.13501450524639e-06,344.616,TRUE,126972.941,42
"95","CM","residential","300","indoor","pm10",8621,8612,8651,49.268,-0.0683250908990333,3.47473692682985e-06,357.356,FALSE,129036.749,39
"96","CM","residential","300","indoor","pm10",9243,9228,9385,76.929,-0.0252095815946664,6.62282280129412e-06,2108.327,TRUE,126972.941,157
"97","CM","residential","300","indoor","pm10",9412,9406,9452,81.072,-0.0707282201064022,3.46714147231661e-06,865.574,FALSE,129036.749,46
"98","CM","residential","300","indoor","pm10",9632,9619,9924,78.227,-0.0128527280865076,5.06778193030664e-06,4983.432,TRUE,126972.941,305
"99","CM","residential","300","indoor","pm10",10731,10640,11176,141.837,-0.00829552097945428,8.83844133479862e-06,10575.966,TRUE,126972.941,536
"100","CM","residential","300","indoor","pm10",10842,10827,10986,282.259,-0.0429234319183522,4.3055286818281e-06,6466.869,FALSE,129036.749,159
"101","CM","residential","300","indoor","pm10",11335,11327,11350,30.419,-0.115464465301426,4.89597736604754e-06,194.795,TRUE,126972.941,23
"102","CM","residential","300","indoor","pm10",11645,11574,11766,73.261,-0.022469094448502,2.43337276857544e-06,2194.499,FALSE,129036.749,192
"103","CM","residential","300","indoor","pm10",12093,12089,12114,29.102,-0.0109108373852934,7.45758193523533e-06,224.811,FALSE,129036.749,25
"104","CM","residential","300","indoor","pm10",12210,12134,12264,53.627,-0.0324540369159092,7.08661290543255e-06,684.509,TRUE,126972.941,130
"105","CM","residential","300","indoor","pm10",12768,12677,12817,19.886,-0.00624728726909444,3.98950618925328e-06,600.027,FALSE,129036.749,140
"106","CM","residential","300","indoor","pm10",13010,12982,13112,82.207,-0.0275769372000051,1.84372737410259e-06,1943.811,FALSE,129036.749,130
"107","CM","residential","300","indoor","pm10",13283,13265,13422,173.677,-0.0245293872485191,8.1530568870469e-06,5620.284,FALSE,129036.749,157
"108","CM","residential","300","indoor","pm10",13480,13461,13492,58.91,-0.182568590542195,8.90365386293472e-06,291.526,TRUE,126972.941,31
"109","CM","residential","300","indoor","pm10",13532,13529,13569,38.287,-0.0196961429484094,9.10625288246498e-06,398.857,FALSE,129036.749,40
"110","CM","residential","300","indoor","pm10",13937,13915,14077,19.947,-0.00541693537168443,1.10316766631762e-06,875.075,TRUE,126972.941,162
"111","CM","residential","300","indoor","pm10",14207,14200,14227,36.681,-0.0665516554469323,3.19500521685217e-06,322.217,TRUE,126972.941,27
"112","CM","residential","300","indoor","pm10",14225,14210,14260,48.889,-0.0266421867034974,3.41660909489228e-06,624.343,FALSE,129036.749,50
"113","CM","residential","300","indoor","pm10",14895,14860,14935,47.412,-0.111921873670018,7.54724265322009e-06,262.644,TRUE,126972.941,75
"114","CM","residential","300","indoor","pm10",15516,15478,15560,34.6,-0.0618511873631678,2.87460708965711e-06,346.92,TRUE,126972.941,82
"115","CM","residential","300","indoor","pm10",16042,16014,16056,26.262,-0.190325500648596,7.13714266236308e-06,102.027,FALSE,129036.749,42
"116","CM","residential","300","indoor","pm10",16430,16327,16548,158.657,-0.0306064602027173,5.55293263594979e-07,3952.537,TRUE,126972.941,221
"117","CM","residential","300","indoor","pm10",16532,16509,16546,35.539,-0.0535362696146626,9.99556816460051e-06,184.024,FALSE,129036.749,37
"118","CM","residential","300","indoor","pm10",17094,17088,17110,35.542,-0.152296563691994,9.397925253723e-06,205.023,TRUE,126972.941,22
"119","CM","residential","300","indoor","pm10",17312,17264,17352,59.988,-0.0532155046127949,2.94160226422551e-06,768.084,FALSE,129036.749,88
"120","CM","residential","300","indoor","pm10",17808,17798,17821,39.507,-0.0851396497825873,8.14238985954686e-06,180.518,FALSE,129036.749,23
"121","CM","residential","300","indoor","pm10",17976,17947,18050,29.137,-0.00989205513701278,1.7362576307392e-06,889.258,TRUE,126972.941,103
"122","CM","residential","300","indoor","pm10",18264,18252,18297,22.971,-0.0451176569402301,1.63318413427666e-06,334.394,TRUE,126972.941,45
"123","CM","residential","300","indoor","pm10",19688,19562,19742,27.769,-0.020415866904865,1.6765956563125e-06,414.092,TRUE,126972.941,180
"124","CM","residential","300","indoor","pm10",19934,19933,19958,29.389,-0.00684952255457457,1.91836968050557e-06,280.41,TRUE,126972.941,25
"125","CM","residential","300","indoor","pm10",20990,20970,21032,38.466,-0.0290293533804906,9.09021123409156e-07,546.988,TRUE,126972.941,62
"126","CM","residential","300","indoor","pm10",21414,21402,21438,84.723,-0.0914740783809657,1.66861829286351e-06,639.166,TRUE,126972.941,36
"127","CM","residential","300","indoor","pm10",22444,22361,22551,19.209,-0.00742717737189776,1.4608929730173e-06,741.63,TRUE,126972.941,190
"128","CM","residential","408","indoor","pm1",143,82,699,49.958,-0.00677922157331901,2.320435770242e-06,7099.038,FALSE,111343.483,617
"129","CM","residential","408","indoor","pm1",774,1,952,48.545,-0.0183618495341573,6.60013996458199e-06,2458.159,TRUE,43213.434,951
"130","CM","residential","408","indoor","pm1",1149,1114,1203,7.065,-0.0128106348288817,9.25957852838851e-07,252.974,FALSE,111343.483,89
"131","CM","residential","408","indoor","pm1",1306,1287,1368,3.527,-0.00849594047295332,5.63766456108283e-06,144.789,TRUE,43213.434,81
"132","CM","residential","408","indoor","pm1",1369,1247,1648,12.423,-0.0048805660241066,5.95996256198452e-06,1462.76,FALSE,111343.483,401
"133","CM","residential","408","indoor","pm1",1722,1696,1756,6.137,-0.0136821423300304,1.47884165591935e-06,129.334,FALSE,111343.483,60
"134","CM","residential","408","indoor","pm1",1972,1964,2002,3.368,-0.0215249224382682,1.37078272114653e-06,61.017,TRUE,43213.434,38
"135","CM","residential","408","indoor","pm1",2547,2339,3217,44.143,-0.00545194819448008,2.21381448368386e-06,7999.432,FALSE,111343.483,878
"136","CM","residential","408","indoor","pm1",3502,3469,3578,26.517,-0.053901836432764,5.581824078955e-06,539.45,TRUE,43213.434,109
"137","CM","residential","408","indoor","pm1",3732,3720,3785,12.332,-0.041418273121964,3.27817360513159e-06,226.886,TRUE,43213.434,65
"138","CM","residential","408","indoor","pm1",4080,4070,4878,44.013,-0.00364081498999216,9.56966536360492e-06,4982.425,FALSE,111343.483,808
"139","CM","residential","408","indoor","pm1",5066,5005,5124,6.829,-0.0269667137511842,6.59300189465264e-06,166.681,TRUE,43213.434,119
"140","CM","residential","408","indoor","pm1",5555,5547,5782,40.505,-0.0162258138850953,5.08092795072352e-06,2025.492,FALSE,111343.483,235
"141","CM","residential","408","indoor","pm1",5558,5479,5796,49.353,-0.013490911392302,4.44791451152538e-06,2951.882,TRUE,43213.434,317
"142","CM","residential","408","indoor","pm1",6207,6193,6287,4.685,-0.0111442314637141,1.54134966477403e-06,177.672,TRUE,43213.434,94
"143","CM","residential","408","indoor","pm1",6565,6359,6785,10.138,-0.00363537738886368,2.44536447128613e-06,824.801,TRUE,43213.434,426
"144","CM","residential","408","indoor","pm1",6944,6938,7210,49.305,-0.0165228364007191,2.90060429524562e-06,2744.363,FALSE,111343.483,272
"145","CM","residential","408","indoor","pm1",7379,7371,7534,36.072,-0.0196970937067974,3.86780882332479e-06,1327.113,FALSE,111343.483,163
"146","CM","residential","408","indoor","pm1",8311,8304,8392,18.929,-0.0298003463662245,9.7749827341412e-06,524.814,FALSE,111343.483,88
"147","CM","residential","408","indoor","pm1",8377,8100,8602,44.182,-0.010610107245107,7.69217453886554e-06,2604.021,TRUE,43213.434,502
"148","CM","residential","408","indoor","pm1",9265,9251,9293,3.972,-0.0356296152170247,3.48876715217244e-06,72.007,TRUE,43213.434,42
"149","CM","residential","408","indoor","pm1",9803,9770,9945,24.958,-0.0172135606207234,4.15424756392676e-06,1111.96,FALSE,111343.483,175
"150","CM","residential","408","indoor","pm1",10267,10243,10347,5.648,-0.00508305195476993,7.63352478754321e-06,324.136,FALSE,111343.483,104
"151","CM","residential","408","indoor","pm1",11066,11043,11142,3.138,-0.00792168319587634,2.75260579529794e-06,158.52,TRUE,43213.434,99
"152","CM","residential","408","indoor","pm1",11634,11159,11815,41.467,-0.0346359344312452,7.10631287800239e-06,1390.429,FALSE,111343.483,656
"153","CM","residential","408","indoor","pm1",12176,12169,12215,5.125,-0.0305689362661784,4.29386302124033e-07,117.461,TRUE,43213.434,46
"154","CM","residential","408","indoor","pm1",12439,12426,12509,20.734,-0.0472963925458498,3.96827956377357e-06,434.45,TRUE,43213.434,83
"155","CM","residential","408","indoor","pm1",12629,12533,13190,47.952,-0.00273971483913089,2.37229485002325e-06,7284.74,FALSE,111343.483,657
"156","CM","residential","408","indoor","pm1",13918,13856,14343,25.077,-0.00441857002328498,6.44276471650556e-06,2929.125,FALSE,111343.483,487
"157","CM","residential","408","indoor","pm1",13956,13950,14052,46.75,-0.0579973931403039,8.63585700714586e-06,804.177,TRUE,43213.434,102
"158","CM","residential","408","indoor","pm1",14492,14448,14865,9.259,-0.00075290256628942,3.33359412095896e-07,1780.858,FALSE,111343.483,417
"159","CM","residential","408","indoor","pm1",15125,15091,15194,48.586,-0.0613258577057946,3.49904550094646e-06,842.826,TRUE,43213.434,103
"160","CM","residential","408","indoor","pm1",15399,15390,15418,5.771,-0.0561595578742286,3.25777778310566e-06,62.607,TRUE,43213.434,28
"161","CM","residential","408","indoor","pm1",15753,15706,15879,14.343,-0.0111409631478228,3.32646140659673e-06,823.982,FALSE,111343.483,173
"162","CM","residential","408","indoor","pm1",17014,16964,17212,20.426,-0.0118806168313042,3.9681392489466e-06,1277.451,FALSE,111343.483,248
"163","CM","residential","408","indoor","pm1",17557,17531,17662,6.25,-0.00407214055351636,8.04479338189088e-07,409.031,FALSE,111343.483,131
"164","CM","residential","408","indoor","pm1",17875,17839,17975,49.345,-0.0667434982836038,3.57606307700905e-06,825.722,TRUE,43213.434,136
"165","CM","residential","408","indoor","pm1",18242,18235,18303,5.095,-0.00475899892521224,2.12740562947738e-06,224.418,FALSE,111343.483,68
"166","CM","residential","408","indoor","pm1",18492,18428,19057,7.928,-0.000906171186283558,1.72341694990787e-06,3009.342,FALSE,111343.483,629
"167","CM","residential","408","indoor","pm1",19430,19380,19548,25.763,-0.0430999683560894,9.80386159761306e-06,633.051,TRUE,43213.434,168
"168","CM","residential","408","indoor","pm1",19903,19657,20231,11.227,-0.00327817446905996,2.08515636872293e-06,2090.409,FALSE,111343.483,574
"169","CM","residential","408","indoor","pm1",19925,19883,20044,3.295,-0.00328986223687042,2.88724541225149e-06,261.061,TRUE,43213.434,161
"170","CM","residential","408","indoor","pm1",21059,21038,21124,3.342,-0.00747792784297832,2.44809986209596e-06,148.058,TRUE,43213.434,86
"171","CM","residential","408","indoor","pm1",21547,21521,21585,12.052,-0.0480521536211084,1.91690967306674e-06,218.467,FALSE,111343.483,64
"172","CM","residential","408","indoor","pm1",21905,21693,22193,12.343,-0.00407796894623953,3.33168352705993e-07,1842.829,FALSE,111343.483,500
"173","CM","residential","408","indoor","pm1",22309,22302,22431,49.589,-0.038886669092892,1.41786002583193e-06,1398.972,TRUE,43213.434,129
"174","CM","residential","408","indoor","pm1",22576,22573,22657,6.745,-0.00629247329705449,1.15686376768549e-06,341.095,FALSE,111343.483,84
"175","CM","residential","408","indoor","pm1",22884,22832,22955,5.071,-0.0084484917332692,2.42405220510918e-07,253.734,TRUE,43213.434,123
"176","CM","residential","408","indoor","pm1",22889,22704,23314,48.764,-0.00491632531225174,1.41838212268754e-06,4301.834,FALSE,111343.483,610
"177","CM","residential","408","indoor","pm25",161,83,664,52.476,-0.00667507955082862,7.38141138895706e-06,6473.825,FALSE,130612.026,581
"178","CM","residential","408","indoor","pm25",773,1,952,54.562,-0.0177097575220473,8.47814734871621e-06,3034.518,TRUE,55001.1,951
"179","CM","residential","408","indoor","pm25",1150,1107,1203,8.075,-0.0132098860644696,8.0863958190963e-07,275.998,FALSE,130612.026,96
"180","CM","residential","408","indoor","pm25",1319,1287,1368,3.774,-0.0107307375535194,5.70830212684641e-06,126.776,TRUE,55001.1,81
"181","CM","residential","408","indoor","pm25",1366,1272,1660,20.458,-0.00634646098291009,6.85311358672139e-06,2096.73,FALSE,130612.026,388
"182","CM","residential","408","indoor","pm25",1722,1696,1756,6.609,-0.0128802458514087,1.21286300334346e-06,145.297,FALSE,130612.026,60
"183","CM","residential","408","indoor","pm25",2572,2500,3225,46.646,-0.00522145849996296,4.36738174985755e-06,7295.311,FALSE,130612.026,725
"184","CM","residential","408","indoor","pm25",3505,3464,3609,36.23,-0.0515437293951331,9.13331588945281e-06,725.656,TRUE,55001.1,145
"185","CM","residential","408","indoor","pm25",3732,3720,3805,16.201,-0.0359559163274684,2.52772185687313e-06,364.927,TRUE,55001.1,85
"186","CM","residential","408","indoor","pm25",4083,4070,4428,47.338,-0.00881256573482707,2.65204840564688e-06,3668.837,FALSE,130612.026,358
"187","CM","residential","408","indoor","pm25",4551,4428,4834,6.791,-0.00118746488211578,6.00816165422093e-06,1376.549,FALSE,130612.026,406
"188","CM","residential","408","indoor","pm25",4852,4848,4922,5.42,-0.00997938334894342,8.93371166363044e-07,204.313,TRUE,55001.1,74
"189","CM","residential","408","indoor","pm25",5062,5005,5168,17.037,-0.0301069756884764,7.47689617502873e-06,550.423,TRUE,55001.1,163
"190","CM","residential","408","indoor","pm25",5331,5319,5384,16.752,-0.0380664373282434,1.96225031406519e-06,385.258,FALSE,130612.026,65
"191","CM","residential","408","indoor","pm25",5555,5533,5770,42.55,-0.0161072350929861,3.9358209504267e-06,2204.97,FALSE,130612.026,237
"192","CM","residential","408","indoor","pm25",5558,5479,5796,49.689,-0.0132362551154112,7.22453166340467e-06,3009.08,TRUE,55001.1,317
"193","CM","residential","408","indoor","pm25",6207,6195,6274,5.029,-0.0111778894625485,6.74945837241773e-06,176.218,TRUE,55001.1,79
"194","CM","residential","408","indoor","pm25",6565,6356,6783,21.947,-0.0129991094031841,6.17606061572633e-06,1111.08,TRUE,55001.1,427
"195","CM","residential","408","indoor","pm25",6944,6939,7227,79.182,-0.0163079698091798,2.28086950751323e-06,4487.156,FALSE,130612.026,288
"196","CM","residential","408","indoor","pm25",7050,7045,7068,4.691,-0.0582043447223782,2.28449830466621e-06,49.124,TRUE,55001.1,23
"197","CM","residential","408","indoor","pm25",7379,7371,7534,37.057,-0.0184472992766081,6.3772096086649e-06,1432.95,FALSE,130612.026,163
"198","CM","residential","408","indoor","pm25",8311,8304,8392,23.946,-0.0332420147518751,7.93880951240783e-06,622.678,FALSE,130612.026,88
"199","CM","residential","408","indoor","pm25",8377,7867,8595,59.074,-0.0124153128578578,1.89181051762565e-07,2966.472,TRUE,55001.1,728
"200","CM","residential","408","indoor","pm25",9265,9251,9299,4.399,-0.0310240820157521,3.99286926304517e-06,93.413,TRUE,55001.1,48
"201","CM","residential","408","indoor","pm25",9796,9770,9989,63.307,-0.0254261124540325,4.49624219544789e-06,2642.121,FALSE,130612.026,219
