"","participant_id","environment","pm","hepa","k_val_mean","k_val_median","k_val_min","k_val_max","peak_hgt_mean","peak_hgt_median","peak_hgt_min","peak_hgt_max","peak_wdh_mean","peak_wdh_median","peak_wdh_min","peak_wdh_max","total_plume_area","n","total_exposure"
"86","501","indoor","pm1",TRUE,-0.0256366674140455,-0.0166337412056044,-0.111291805948719,0.00190667186453293,24.0935945945946,18.571,3.344,49.624,317.297297297297,195,40,1755,58987.931,37,88938.905
"87","501","indoor","pm25",FALSE,-0.108690822261697,-0.026295684770529,-2.96315958389203,-0.00552306613112853,40.0162564102564,34.318,6.155,98.418,136.461538461538,123,33,410,48713.269,39,104984.48
"88","501","indoor","pm25",TRUE,-0.0286993568617948,-0.0202654849321498,-0.110951618965609,0.00141948761550032,37.0754210526316,30.229,3.952,98.638,324.789473684211,204,31,1738,84946.082,38,123313.043
"89","501","indoor","pm10",FALSE,-0.125305850293705,-0.0432890956576992,-2.31097574560162,-0.000970152224225825,149.150755102041,111.678,23.344,613.835,136.897959183673,119,22,484,180489.575,49,366076.531
"90","501","indoor","pm10",TRUE,-0.098550450327426,-0.0380918894132624,-0.803612185352866,0.000404601363838477,213.43785106383,137.465,11.076,911.907,224.914893617021,149,24,937,247601.264,47,414246.624
"91","209","indoor","pm1",FALSE,-0.0127278339171974,-0.00976654944134358,-0.0342888070816091,-0.00126514233951209,14.4515,7.918,5.182,44.636,206.571428571429,182.5,28,591,11387.215,14,60494.405
"92","209","indoor","pm1",TRUE,-0.0138674895893624,-0.00660908693712032,-0.0683010194659108,-0.000758066810421046,16.9353571428571,6.7625,3.142,49.431,356.428571428571,306,102,642,16937.466,14,32911.789
"93","209","indoor","pm25",FALSE,-0.0147589141681599,-0.0120540752841273,-0.045169065458523,-0.00112106057501951,17.1998666666667,9.759,6.731,58.683,173.8,134,49,719,13615.236,15,68021.45
"94","209","indoor","pm25",TRUE,-0.016969062923862,-0.0095171247320182,-0.0633855715182364,-0.00193224614939392,17.3640625,6.7915,3.901,59.866,289.1875,250,46,719,19505.428,16,37758.003
"95","209","indoor","pm10",FALSE,-0.0416418344008493,-0.0362108016465862,-0.129785673740903,-0.00164099146322616,58.0629090909091,44.9595,14.75,198.623,93.0909090909091,72,20,392,19581.012,22,103046.259
"96","209","indoor","pm10",TRUE,-0.02700130906817,-0.0244074324623632,-0.0970837846438041,-0.00205491527296763,52.1127333333333,43.409,18.46,95.095,165.4,131,37,409,25724.179,15,66628.759
"97","301","indoor","pm1",FALSE,-0.00528308603596184,-0.00178604356852242,-0.0216753813925432,-0.000144730396948794,6.9125,7.123,5.63,7.797,311,338,55,456,6476.531,6,63156.332
"98","301","indoor","pm1",TRUE,-0.00417436389120709,-0.0012914714711592,-0.0246607058249753,-0.000229768631211516,10.1204444444444,7.237,3.417,21.677,1212.55555555556,918,102,3391,22455.983,9,50781.726
"99","301","indoor","pm25",FALSE,-0.00634923237355632,-0.00388168134507338,-0.0205166449081785,-0.00159175875615559,8.67233333333333,8.7725,6.361,11.902,278.833333333333,292,55,445,7640.509,6,70219.566
