"","participant_id","pm","hepa","k_val_mean","k_val_median","peak_hgt_mean","peak_hgt_median","pv_peak_wdh_mean","pv_peak_wdh_median","total_peak_wdh_mean","total_peak_wdh_median","total_plume_area","abs_k_val","abs_k_val_mean"
"46","500","pm25",TRUE,-0.0437405889628453,-0.0326795464896357,16.9794642857143,6.303,27.1607142857143,15,38.8928571428571,22.5,15340.298,0.0326795464896357,0.0437405889628453
"47","500","pm10",FALSE,-0.583042063553942,-0.197893493743564,37.3049634146341,24.174,15.280487804878,11,20.6707317073171,13,21925.574,0.197893493743564,0.583042063553942
"48","500","pm10",TRUE,-0.594952150731759,-0.202375157111153,52.0939285714286,28.975,15.7285714285714,11,20.7142857142857,14,30397.262,0.202375157111153,0.594952150731759
"49","510","pm1",FALSE,-0.0172173564809923,-0.0151700498584616,12.9814210526316,7.7455,58.1578947368421,30,82.7105263157895,43,21933.211,0.0151700498584616,0.0172173564809923
"50","510","pm1",TRUE,-0.0274993931364795,-0.0166074647284816,6.2474375,3.5815,24.375,11,29.8125,14,2318.775,0.0166074647284816,0.0274993931364795
"51","510","pm25",FALSE,-0.0175031727285577,-0.0159749035187379,17.7026216216216,11.948,62.4594594594595,28,93.3243243243243,46,28943.167,0.0159749035187379,0.0175031727285577
"52","510","pm25",TRUE,-0.0251284438872739,-0.0239518207415777,9.87235294117647,4.883,33.3529411764706,11,38.7058823529412,16,4935.621,0.0239518207415777,0.0251284438872739
"53","510","pm10",FALSE,-0.383259724602023,-0.116415324166023,43.1680256410256,22.627,29.6666666666667,11,38.7564102564103,14,60979.195,0.116415324166023,0.383259724602023
"54","510","pm10",TRUE,-0.619801691602433,-0.134808753745091,58.6933225806452,20.215,23.7741935483871,11,28.8064516129032,13,23173.673,0.134808753745091,0.619801691602433
"55","511","pm1",FALSE,-0.278584328041272,-0.0850458643273745,21.9999117647059,20.3525,39.1617647058824,12,66.7352941176471,20,33675.449,0.0850458643273745,0.278584328041272
"56","511","pm1",TRUE,-0.288114275875357,-0.164721375302964,21.1457575757576,17.747,18.5757575757576,12,27.030303030303,20,5105.639,0.164721375302964,0.288114275875357
"57","511","pm25",FALSE,-0.271456056709398,-0.0952238299863692,25.4232258064516,22.14,45.8709677419355,12,77.4193548387097,21.5,44468.639,0.0952238299863692,0.271456056709398
"58","511","pm25",TRUE,-0.28345029867553,-0.163994287804139,22.4306060606061,19.153,19.6060606060606,11,27.9393939393939,20,6263.424,0.163994287804139,0.28345029867553
"59","511","pm10",FALSE,-0.499441516335851,-0.139840173933084,64.1148219178082,25.606,30.3150684931507,11,39.2191780821918,13,58518.299,0.139840173933084,0.499441516335851
"60","511","pm10",TRUE,-0.787160206440636,-0.274028616014865,28.0364444444444,17.879,14.3968253968254,11,18.1587301587302,13,12530.238,0.274028616014865,0.787160206440636
"61","400","pm1",FALSE,-0.025757505472288,-0.0173808178145097,20.95265,11.371,63.05,43,94.5,61,16017.583,0.0173808178145097,0.025757505472288
"62","400","pm1",TRUE,-0.0354716496110554,-0.0294368543197246,18.3667096774194,9.44,45.4838709677419,32,75,47,16673.233,0.0294368543197246,0.0354716496110554
"63","400","pm25",FALSE,-0.0254438754665214,-0.0171461721019845,31.6317222222222,20.746,78.9444444444444,72.5,124.555555555556,92,22060.42,0.0171461721019845,0.0254438754665214
"64","400","pm25",TRUE,-0.0331544101680989,-0.0296563830622501,26.4160344827586,11.722,57.6206896551724,44,90.3103448275862,86,21290.45,0.0296563830622501,0.0331544101680989
"65","400","pm10",FALSE,-0.397165978817768,-0.109709744975473,50.8200769230769,22.452,30.9487179487179,11,43.4871794871795,15,29712.792,0.109709744975473,0.397165978817768
"66","400","pm10",TRUE,-0.699130606845419,-0.200215813604476,46.4713818181818,22.035,25.7636363636364,11,38.5090909090909,14,33621.863,0.200215813604476,0.699130606845419
"67","103","pm1",FALSE,-0.0189488260978971,-0.00920072050225318,10.3152580645161,8.223,72.9677419354839,53,209.741935483871,89,18510.199,0.00920072050225318,0.0189488260978971
"68","103","pm1",TRUE,-0.0270337925099592,-0.0136840907837179,14.3339722222222,6.4655,67.8888888888889,27,176.777777777778,50,23602.362,0.0136840907837179,0.0270337925099592
"69","103","pm25",FALSE,-0.017731664934321,-0.00925427284815684,15.0275,10.442,72.9375,50,200.40625,143,25510.174,0.00925427284815684,0.017731664934321
"70","103","pm25",TRUE,-0.0189440289857487,-0.0134859564216369,16.2244736842105,7.337,67.3421052631579,19.5,170.026315789474,33,28601.513,0.0134859564216369,0.0189440289857487
"71","103","pm10",FALSE,-0.323406810133896,-0.0862919741292131,51.4160172413793,28.112,52.0862068965517,11,103.293103448276,18,64150.524,0.0862919741292131,0.323406810133896
"72","103","pm10",TRUE,-0.524723710767023,-0.121972473614754,60.6745925925926,28.9935,40.3148148148148,11.5,81.0555555555556,14,63664.859,0.121972473614754,0.524723710767023
"73","503","pm1",FALSE,-0.0149177653557505,-0.0130704126598638,20.6418846153846,12.793,78.0769230769231,71,170.480769230769,116,48218.016,0.0130704126598638,0.0149177653557505
"74","503","pm1",TRUE,-0.025100218800445,-0.0258739292214705,23.0676578947368,15.3085,65.2105263157895,71,105.236842105263,102,29110.911,0.0258739292214705,0.025100218800445
"75","503","pm25",FALSE,-0.0164312012283592,-0.014372223904305,25.2044150943396,14.544,73.4905660377358,64,150.264150943396,111,55854.242,0.014372223904305,0.0164312012283592
"76","503","pm25",TRUE,-0.0258412221057587,-0.0248612473633458,27.2326578947368,19.366,67.4473684210526,75.5,100.210526315789,99,33993.674,0.0248612473633458,0.0258412221057587
"77","503","pm10",FALSE,-0.269125565353342,-0.0527289504056844,61.5227916666667,41.0115,48.0972222222222,18,74.3472222222222,29.5,88255.681,0.0527289504056844,0.269125565353342
"78","503","pm10",TRUE,-0.713306575946183,-0.173006438667402,39.9857142857143,27.443,29.0952380952381,12,39.8095238095238,14,38472.253,0.173006438667402,0.713306575946183
"79","207","pm1",FALSE,-0.0136450064746673,-0.01093822216302,13.7140571428571,9.717,68.4571428571429,55,142.114285714286,101,22371.001,0.01093822216302,0.0136450064746673
"80","207","pm1",TRUE,-0.113646946647132,-0.0323431251737743,11.50484,5.363,31.24,14,50.64,24,7236.288,0.0323431251737743,0.113646946647132
"81","207","pm25",FALSE,-0.0136919314195376,-0.0102723343014775,19.1960322580645,12.445,82.4516129032258,79,169.161290322581,149,31076.122,0.0102723343014775,0.0136919314195376
"82","207","pm25",TRUE,-0.105993307185644,-0.0317072945820819,15.096347826087,6.111,27.0434782608696,13,50.9565217391304,28,8439.295,0.0317072945820819,0.105993307185644
"83","207","pm10",FALSE,-0.203107631503257,-0.060820749351391,66.9314901960784,27.942,45.2352941176471,12,63.9019607843137,14,76545.617,0.060820749351391,0.203107631503257
"84","207","pm10",TRUE,-1.36274057724327,-0.622620576644281,45.647306122449,17.538,16.0204081632653,11,20.8163265306122,13,18047.379,0.622620576644281,1.36274057724327
"85","501","pm1",FALSE,-0.0770028179247951,-0.0324213321722171,25.6304242424242,26.974,47.2121212121212,40,72.4545454545455,60,20871.528,0.0324213321722171,0.0770028179247951
"86","501","pm1",TRUE,-0.0299994166904938,-0.0232341842636294,18.34578,8.2265,53.92,33,112.58,54,27224.236,0.0232341842636294,0.0299994166904938
"87","501","pm25",FALSE,-0.111994127589531,-0.0309377102165125,38.8252682926829,33.662,54.6585365853659,50,84.2439024390244,76,41115.235,0.0309377102165125,0.111994127589531
"88","501","pm25",TRUE,-0.0325286219049108,-0.0226187102991485,27.7808888888889,14.092,68.0925925925926,40.5,115.5,59.5,49678.419,0.0226187102991485,0.0325286219049108
"89","501","pm10",FALSE,-0.435485072528611,-0.0863090816064297,104.8511875,69.267,36.6125,17,54.2625,26.5,138718.5,0.0863090816064297,0.435485072528611
"90","501","pm10",TRUE,-0.269627586385358,-0.0954352808539912,143.573306666667,83.119,44.3866666666667,19,82.0933333333333,42,159114.901,0.0954352808539912,0.269627586385358
"91","209","pm1",FALSE,-0.0184943121828436,-0.0154763302101069,14.4515,7.918,51.6428571428571,38.5,61.7857142857143,56.5,6827.877,0.0154763302101069,0.0184943121828436
"92","209","pm1",TRUE,-0.020838403125428,-0.0195105817662373,10.829875,5.2875,41.9375,18.5,92.125,52,6129.444,0.0195105817662373,0.020838403125428
"93","209","pm25",FALSE,-0.0169609129754842,-0.0133460090695409,16.5188125,9.2605,48,26,62.1875,53,8424.026,0.0133460090695409,0.0169609129754842
"94","209","pm25",TRUE,-0.0214729812083521,-0.0160703462311076,11.3963333333333,5.6555,38.5,19.5,78.1666666666667,41.5,6837.728,0.0160703462311076,0.0214729812083521
"95","209","pm10",FALSE,-0.602994327363358,-0.14822919944153,31.6897384615385,18.023,15.7384615384615,11,20.0615384615385,13,16014.016,0.14822919944153,0.602994327363358
"96","209","pm10",TRUE,-0.675396895736328,-0.185873481417597,29.5177441860465,20.997,18.3488372093023,11,27.4418604651163,13,10821.763,0.185873481417597,0.675396895736328
"97","301","pm1",FALSE,-0.00930743021795869,-0.0042699239679789,6.51366666666667,6.125,45,13,58.6666666666667,15,2439.75,0.0042699239679789,0.00930743021795869
"98","301","pm1",TRUE,-0.0378385209075763,-0.0146401148540749,6.57554054054054,4.738,34.0810810810811,11,84.3243243243243,17,6101.879,0.0146401148540749,0.0378385209075763
"99","301","pm25",FALSE,-0.00517718817246209,-0.00493387687954906,8.08725,7.59,54.875,30,74.875,33,3227.658,0.00493387687954906,0.00517718817246209
"100","301","pm25",TRUE,-0.0382307734634213,-0.0117671141730638,7.68629411764706,5.3275,35.6764705882353,12,92.0294117647059,17,6999.086,0.0117671141730638,0.0382307734634213
"101","301","pm10",FALSE,-0.379421197841499,-0.172635656752416,23.6196962025316,20.954,12.7848101265823,11,15.1518987341772,12,11670.832,0.172635656752416,0.379421197841499
"102","301","pm10",TRUE,-0.400821938775091,-0.163439749750666,21.8679,19.219,16.15,10.5,19.7333333333333,13,10778.593,0.163439749750666,0.400821938775091
"103","509","pm1",FALSE,-0.00650935112304408,-0.00623067759481275,18.091,12.427,115,105,960.8,690,8067.328,0.00623067759481275,0.00650935112304408
"104","509","pm1",TRUE,-0.0219163916953371,-0.0103496663391913,34.17475,41.2805,136.75,157,529.375,417,18346.501,0.0103496663391913,0.0219163916953371
"105","509","pm25",FALSE,-0.00673251120992904,-0.00625664500549494,29.6151666666667,31.074,171.5,159,781.166666666667,530,19545.304,0.00625664500549494,0.00673251120992904
"106","509","pm25",TRUE,-0.18792493915422,-0.0124823534398401,33.3431111111111,34.482,117.111111111111,127,454.111111111111,335,14846.498,0.0124823534398401,0.18792493915422
"107","509","pm10",FALSE,-0.0067809841866966,-0.00648539486093018,48.2022222222222,49.979,206,202,470.222222222222,278,46303.166,0.00648539486093018,0.0067809841866966
"108","509","pm10",TRUE,-0.427291548852795,-0.0157273326325439,30.6915454545455,23.592,55.8181818181818,33,318.272727272727,267,12422.533,0.0157273326325439,0.427291548852795
"109","104","pm1",FALSE,-0.0123471869937888,-0.0116462358857061,12.31524,10.119,68.48,44,159.32,93,17009.497,0.0116462358857061,0.0123471869937888
"110","104","pm1",TRUE,-0.0190176087387167,-0.0140352485923802,8.81121153846154,4.7945,62.7692307692308,15,123.692307692308,26.5,29662.965,0.0140352485923802,0.0190176087387167
"111","104","pm25",FALSE,-0.0146266905939271,-0.0118660780534494,14.1000416666667,10.5975,65.9583333333333,42,149.125,63,18053.51,0.0118660780534494,0.0146266905939271
"112","104","pm25",TRUE,-0.023296118638377,-0.0157246800582063,11.1995918367347,5.786,44.6530612244898,13,89.4285714285714,19,20189.073,0.0157246800582063,0.023296118638377
"113","104","pm10",FALSE,-0.419040246733476,-0.129250374170359,43.0193703703704,28.974,29.7777777777778,11,51.5185185185185,14,37751.618,0.129250374170359,0.419040246733476
"114","104","pm10",TRUE,-0.590094692006953,-0.165797237012462,44.6950394736842,20.5205,24.7368421052632,11,43.1052631578947,13,48904.537,0.165797237012462,0.590094692006953
"115","407","pm1",FALSE,-0.00599097362137217,-0.00468331733734875,9.01178378378378,7.289,77.4054054054054,56,276.621621621622,200,21731.324,0.00468331733734875,0.00599097362137217
"116","407","pm1",TRUE,-0.0206893073537996,-0.0192018119466458,12.973925,6.081,50.95,28,84.475,52.5,20044.977,0.0192018119466458,0.0206893073537996
"117","407","pm25",FALSE,-0.00641167721986736,-0.00564691648141521,13.0967857142857,8.2415,87.9047619047619,50,267.904761904762,200,40959.955,0.00564691648141521,0.00641167721986736
"118","407","pm25",TRUE,-0.0196083556627324,-0.0188156190529869,19.1592820512821,7.542,53.7948717948718,34,80.8974358974359,54,28391.569,0.0188156190529869,0.0196083556627324
"119","407","pm10",FALSE,-0.128263907099917,-0.0329977714913825,42.70936,21.2015,47.36,12,110.6,17.5,50417.61,0.0329977714913825,0.128263907099917
"120","407","pm10",TRUE,-0.442231760209563,-0.146039783417473,46.9898548387097,25.5285,25.0806451612903,11,32.3709677419355,14,38802.828,0.146039783417473,0.442231760209563
"121","411","pm1",FALSE,-0.0156782547455819,-0.012962357359804,13.3058387096774,7.525,60.9677419354839,28,155.193548387097,44,20108.745,0.012962357359804,0.0156782547455819
"122","411","pm1",TRUE,-0.0552945563479929,-0.0532041538612686,13.9607619047619,5.382,25.3809523809524,13,51.7142857142857,26,6185.184,0.0532041538612686,0.0552945563479929
"123","411","pm25",FALSE,-0.0261158648098786,-0.0118646061870221,17.5958,10.47,68.4285714285714,25,141.142857142857,40,29448.832,0.0118646061870221,0.0261158648098786
"124","411","pm25",TRUE,-0.0967143461379109,-0.0486574468013846,20.128125,7.421,34.7916666666667,13.5,56.5833333333333,23,10511.712,0.0486574468013846,0.0967143461379109
"125","411","pm10",FALSE,-0.541368912269053,-0.119809490986801,46.7752769230769,26.057,32.0615384615385,11,49.9692307692308,14,48758.216,0.119809490986801,0.541368912269053
"126","411","pm10",TRUE,-1.22917785561084,-0.388582217116069,39.2269102564103,21.612,13.8589743589744,11,19.4487179487179,13,21022.174,0.388582217116069,1.22917785561084
"127","506","pm1",FALSE,-0.0176461138627999,-0.00997137412995917,13.4985,7.931,88.1153846153846,38.5,289.153846153846,118,19242.788,0.00997137412995917,0.0176461138627999
"128","506","pm1",TRUE,-0.0173132581802748,-0.00927920134576479,10.1801016949153,6.236,82.728813559322,59,229.593220338983,155,31059.449,0.00927920134576479,0.0173132581802748
"129","506","pm25",FALSE,-0.0194134599412649,-0.0103451110929825,16.9694482758621,10.181,62.2413793103448,30,225.655172413793,74,17926.754,0.0103451110929825,0.0194134599412649
"130","506","pm25",TRUE,-0.0179488892335128,-0.0100969222230862,12.9702181818182,6.783,73.4545454545455,61,227.636363636364,162,33054.199,0.0100969222230862,0.0179488892335128
"131","506","pm10",FALSE,-0.105457986480315,-0.0556978821529157,48.9199210526316,32.3365,53.7894736842105,13.5,88.0263157894737,25.5,42921.856,0.0556978821529157,0.105457986480315
"132","506","pm10",TRUE,-0.124890096596078,-0.0359471733852441,47.6545915492958,23.813,55.7183098591549,22,94.9154929577465,33,89215.802,0.0359471733852441,0.124890096596078
"133","402","pm1",FALSE,-0.010525518093644,-0.010648892489278,13.709,11.286,73.1764705882353,71,180.764705882353,133,12760.575,0.010648892489278,0.010525518093644
"134","402","pm1",TRUE,-0.0252283074459936,-0.0226176803228926,18.5551142857143,13.334,58.8,48,84.3428571428571,74,23798.185,0.0226176803228926,0.0252283074459936
"135","402","pm25",FALSE,-0.0108505075721047,-0.00877683248884881,18.116,15.808,86.5,79,206.6875,170.5,16530.455,0.00877683248884881,0.0108505075721047
"136","402","pm25",TRUE,-0.023768823033678,-0.0230259240607976,23.0154594594595,13.124,63.9459459459459,50,85.2432432432432,74,32058.839,0.0230259240607976,0.023768823033678
"137","402","pm10",FALSE,-0.358150017948635,-0.0705981431455643,49.2807209302326,42.669,43.906976744186,11,62.1395348837209,15,49755.703,0.0705981431455643,0.358150017948635
"138","402","pm10",TRUE,-0.793622773275442,-0.206757050826597,36.3957820512821,25.334,25.8461538461538,11,33.4102564102564,14,43681.314,0.206757050826597,0.793622773275442
