"","participant_id","environment","type","case","mean","median","q5","q25","q75","q95","sd"
"1","auditor","indoor","concent","off",4064.06145105434,3358.15,689.50131,2478.3835,5666.56683333334,8361.4419,2327.03987236028
"2","auditor","indoor","concent","on",3215.85201874792,2767.1415,793.890115,2089.5625,4363.69975,7100.79365,1882.2395200018
"3","auditor","indoor","concent","redu",20.8709794997406,17.5992287420157,-15.1397544117791,15.6884921159296,22.9921771268853,15.0769241128136,19.1144276315012
"4","auditor","indoor","pm1","off",3.91373185067514,2.4469,0.9109,1.580525,4.04925,11.233405,3.46909372525988
"5","auditor","indoor","pm1","on",1.38696153943698,0.89945,0.235625,0.500025,1.72915,4.28845,1.32932178271454
"6","auditor","indoor","pm1","redu",64.5616615456749,63.2412440230496,74.1327258755077,68.3633602758577,57.2970303142557,61.8241307956047,61.6810069720744
"7","auditor","indoor","pm10","off",4.63075856499868,3.01765,1.009165,1.909675,6.478725,12.27399,3.82872085244244
"8","auditor","indoor","pm10","on",1.9039001394877,1.28835,0.3077,0.631825,2.612275,5.3328,1.71460149634861
"9","auditor","indoor","pm10","redu",58.8857826905894,57.3061819627856,69.5094459280693,66.9145273410397,59.6791807029933,56.5520258693383,55.2173803620386
"10","auditor","indoor","pm25","off",4.24649556526344,2.74615,0.971095,1.776925,5.433225,11.63608,3.56007358293353
"11","auditor","indoor","pm25","on",1.50903573421253,1.01125,0.28475,0.558,1.902825,4.40975,1.37638690170941
"12","auditor","indoor","pm25","redu",64.4639747994435,63.1757187334996,70.6774311473131,68.5974365828608,64.9779826898389,62.1027871929378,61.3382456950439
"13","auditor","ratio","concent","off",0.397179738512818,0.3748602,0.221368752704997,0.315732175,0.452032052529371,0.647856965,0.140890798225258
"14","auditor","ratio","concent","on",0.224348482936803,0.2159128,0.14058212,0.1860937,0.2535055,0.3336205,0.0649141219838489
"15","auditor","ratio","concent","redu",43.5146204142127,42.4017807171847,36.4941445971176,41.0596338494802,43.9186892651758,48.5039880677983,53.9259321392563
"16","auditor","ratio","pm1","off",0.637107602554947,0.57586995,0.375985774865413,0.477755374572715,0.72078225,1.13435815,0.250695537540245
"17","auditor","ratio","pm1","on",0.355819584924623,0.33456225,0.193566585,0.264608775,0.42086715,0.578994355,0.134198894676736
"18","auditor","ratio","pm1","redu",44.1507865394001,41.903158864254,48.5175775415203,44.6141709579603,41.6096678296392,48.9584171454139,46.4693723735739
"19","auditor","ratio","pm10","off",0.527154704918271,0.492146073166241,0.1930232,0.3829763,0.624231375,0.940812815,0.2658168422618
"20","auditor","ratio","pm10","on",0.791099338693467,0.5527644,0.233123895,0.36281005,0.951213025,2.07607755,0.701063654100662
"21","auditor","ratio","pm10","redu",-50.0696723964776,-12.3171412186159,-20.7750648626694,5.26566526440406,-52.3814827474829,-120.668502479954,-163.739365848832
"22","auditor","ratio","pm25","off",0.553165049146458,0.514486411371397,0.325642679402108,0.42537815,0.630749056572027,0.902090095,0.208458711361087
"23","auditor","ratio","pm25","on",0.395862657537688,0.37237065,0.22129177,0.29437415,0.457818675,0.66597858,0.147023096311056
"24","auditor","ratio","pm25","redu",28.4367914877285,27.6228406096437,32.0446047163412,30.7970684436895,27.416669081023,26.173828568642,29.471358931896
"25","clerk","indoor","pm1","off",5.68240385144429,3.6333,1.48339,2.1914,6.383025,15.715065,4.96072472651186
"26","clerk","indoor","pm1","on",2.14220336051396,1.34955,0.427565,0.8535,2.503125,7.2135,2.05696606194023
"27","clerk","indoor","pm1","redu",62.3011067759734,62.8560812484518,71.1764943811135,61.0522953363147,60.78465931122,54.0981854036238,58.5349686720758
"28","clerk","indoor","pm10","off",6.35372627235213,4.0981,1.65356,2.68275,8.5827,16.941305,5.27006631152513
"29","clerk","indoor","pm10","on",2.57175207561156,1.7653,0.526295,0.98885,3.1175,7.724375,2.2673608722209
"30","clerk","indoor","pm10","redu",59.5237193833421,56.9239403626071,68.1720046445245,63.1404342558941,63.6769315017419,54.4050768225943,56.9766158869311
"31","clerk","indoor","pm25","off",6.02846511691884,3.8495,1.588695,2.507075,7.87285,16.25638,5.07975735169206
"32","clerk","indoor","pm25","on",2.26591767976279,1.48265,0.481065,0.900375,2.640675,7.40247,2.10954503676565
"33","clerk","indoor","pm25","redu",62.4130249438865,61.4846083907001,69.7194867485578,64.0866348234496,66.458461675251,54.4642165106869,58.4715392741552
"34","clerk","ratio","pm1","off",0.85038201285919,0.810042467155977,0.49939408202717,0.678522576236596,0.967971072941472,1.36557913441358,0.261294634374847
"35","clerk","ratio","pm1","on",0.563661208256426,0.543335491628897,0.335982145395174,0.446270916595246,0.648052102421959,0.882652097789151,0.165550547859899
"36","clerk","ratio","pm1","redu",33.7167061705291,32.9250608876688,32.7220410719856,34.2290246154413,33.0504680834462,35.3642659333554,36.6421938758971
"37","clerk","ratio","pm10","off",0.698209974111684,0.689823458751299,0.252615246638201,0.52571481070869,0.848528703287249,1.15362379835703,0.275075943024231
"38","clerk","ratio","pm10","on",0.763239646253753,0.6402808,0.340915302600299,0.473839889050984,0.930832343548379,1.55224228987463,0.429650728473387
"39","clerk","ratio","pm10","redu",-9.31377014841481,7.18193301819279,-34.9543652401005,9.86750241785588,-9.69957055574915,-34.5535946887801,-56.193494694496
"40","clerk","ratio","pm25","off",0.752643993015312,0.737133515319068,0.426258567542345,0.593095982497257,0.881673316023045,1.16409413597346,0.226405392894768
"41","clerk","ratio","pm25","on",0.589060462021497,0.564089134368155,0.359633541261738,0.46675072206003,0.67889445,0.90664317468663,0.170120402484455
