"","participant_id","environment","type","case","mean","median","q5","q25","q75","q95","sd"
"1","41271","indoor","concent","hepa",3075.79876692461,2315,656.3,1181,3910,8583,2732.84648969201
"2","41271","indoor","concent","sham",4414.42241195673,2735,810.4,1784,4873,12551,5274.52632766314
"3","41271","indoor","concent","redu",30.323868450069,15.3564899451554,19.0153010858835,33.8004484304933,19.7619536219988,31.6150107561151,48.1878310975692
"4","41271","indoor","inlttmp","hepa",28.5208746085101,28,27.1,27.4,29.9,30.8,1.32046554737557
"5","41271","indoor","inlttmp","sham",24.2866584811816,24.1,22.7,23.4,25.4,25.7,1.03664400985021
"6","41271","indoor","inlttmp","redu",-17.4343297601413,-16.1825726141079,-19.3832599118943,-17.0940170940171,-17.7165354330709,-19.8443579766537,-27.3788817403545
"7","41271","outdoor","concent","hepa",11857.2334401691,9999,1226,4736,15170,30724,11613.3272971616
"8","41271","outdoor","concent","sham",10009.5388810541,8331,2530,5520,12313,22322.35,7651.93675903773
"9","41271","outdoor","concent","redu",-18.4593374487242,-20.0216060496939,51.5415019762846,14.2028985507246,-23.20311865508,-37.6378383100347,-51.7697762392651
"10","41271","outdoor","inlttmp","hepa",29.5328423279377,29.7,27.2,29,30.1,31.3,1.07435824141564
"11","41271","outdoor","inlttmp","sham",24.0328081802253,23.8,22.4,23.1,25.2,25.5,1.08384789172943
"12","41271","outdoor","inlttmp","redu",-22.8855242652747,-24.7899159663865,-21.4285714285714,-25.5411255411255,-19.4444444444445,-22.7450980392157,0.875551854296796
"13","41271","ratio","concent","hepa",0.674603777763731,0.213890775050926,0.0962377487946111,0.149553887551338,0.374492001729356,2.33033833485301,4.0671131495616
"14","41271","ratio","concent","sham",0.549767866299935,0.326917952400928,0.163270064865661,0.237995490362761,0.489088501362412,1.58626982102007,0.922924781569737
"15","41271","ratio","concent","redu",-22.7070222026564,34.5735608949937,41.056096919055,37.1610414452042,23.4306264232004,-46.9068063940386,-340.676556831005
"16","41271","ratio","inlttmp","hepa",0.966370952824886,0.956989247311828,0.916387959866221,0.926666666666667,1.00367647058824,1.02684563758389,0.0399850706673204
"17","41271","ratio","inlttmp","sham",1.0106755017799,1.01195219123506,1.00398406374502,1.00793650793651,1.01298701298701,1.01731601731602,0.00339482191635976
"18","41271","ratio","inlttmp","redu",4.38365715573257,5.43137752942172,8.72485002919786,8.06299212598425,0.919117647058814,-0.936741396544348,-1077.82527780414
