"","var1","var2","cor","p","case","participant_id"
"1565","pm1_indoor","temp_ratio",-0.23,9.13e-117,"hepa","42281"
"1566","pm1_outdoor","temp_ratio",-0.16,3.17e-54,"hepa","42281"
"1567","pm25_indoor","temp_ratio",-0.3,1.58e-197,"hepa","42281"
"1568","pm25_outdoor","temp_ratio",-0.15,1.43e-50,"hepa","42281"
"1569","pm10_indoor","temp_ratio",-0.22,4.96e-107,"hepa","42281"
"1570","pm10_outdoor","temp_ratio",-0.088,2.62e-18,"hepa","42281"
"1571","pm1num_indoor","temp_ratio",-0.32,1.24e-232,"hepa","42281"
"1572","pm1num_outdoor","temp_ratio",-0.14,1.12e-43,"hepa","42281"
"1573","pm1num_ratio","temp_ratio",0.31,1.29e-221,"hepa","42281"
"1574","temp_indoor","temp_ratio",1,0,"hepa","42281"
"1575","temp_outdoor","temp_ratio",0.54,0,"hepa","42281"
"1576","temp_ratio","temp_ratio",1,0,"hepa","42281"
"1577","pm1_indoor","pm1_indoor",1,0,"sham","42301"
"1578","pm1_outdoor","pm1_indoor",-0.052,3.58e-06,"sham","42301"
"1579","pm1_ratio","pm1_indoor",0.91,0,"sham","42301"
"1580","pm25_indoor","pm1_indoor",1,0,"sham","42301"
"1581","pm25_outdoor","pm1_indoor",-0.011,0.339,"sham","42301"
"1582","pm25_ratio","pm1_indoor",0.85,0,"sham","42301"
"1583","pm10_indoor","pm1_indoor",0.88,0,"sham","42301"
"1584","pm10_outdoor","pm1_indoor",0.038,0.000671,"sham","42301"
"1585","pm10_ratio","pm1_indoor",0.28,8.29e-143,"sham","42301"
"1586","pm1num_indoor","pm1_indoor",0.87,0,"sham","42301"
"1587","pm1num_outdoor","pm1_indoor",-0.063,2.04e-08,"sham","42301"
"1588","pm1num_ratio","pm1_indoor",0.83,0,"sham","42301"
"1589","temp_indoor","pm1_indoor",0.02,0.0722,"sham","42301"
"1590","temp_outdoor","pm1_indoor",-0.0067,0.549,"sham","42301"
"1591","temp_ratio","pm1_indoor",-0.063,1.93e-08,"sham","42301"
"1592","pm1_indoor","pm1_outdoor",-0.052,3.58e-06,"sham","42301"
"1593","pm1_outdoor","pm1_outdoor",1,0,"sham","42301"
"1594","pm1_ratio","pm1_outdoor",-0.13,4.65e-30,"sham","42301"
"1595","pm25_indoor","pm1_outdoor",-0.057,4.95e-07,"sham","42301"
"1596","pm25_outdoor","pm1_outdoor",0.97,0,"sham","42301"
"1597","pm25_ratio","pm1_outdoor",-0.17,5.85e-50,"sham","42301"
"1598","pm10_indoor","pm1_outdoor",-0.11,1e-22,"sham","42301"
"1599","pm10_outdoor","pm1_outdoor",0.27,1.73e-128,"sham","42301"
"1600","pm10_ratio","pm1_outdoor",-0.3,1.77e-165,"sham","42301"
"1601","pm1num_indoor","pm1_outdoor",-0.0036,0.748,"sham","42301"
"1602","pm1num_outdoor","pm1_outdoor",0.86,0,"sham","42301"
"1603","pm1num_ratio","pm1_outdoor",-0.19,1.95e-66,"sham","42301"
"1604","temp_indoor","pm1_outdoor",-0.093,1.42e-16,"sham","42301"
"1605","temp_outdoor","pm1_outdoor",-0.17,1.9e-53,"sham","42301"
"1606","temp_ratio","pm1_outdoor",-0.075,2.63e-11,"sham","42301"
"1607","pm1_indoor","pm1_ratio",0.91,0,"sham","42301"
"1608","pm1_outdoor","pm1_ratio",-0.13,4.65e-30,"sham","42301"
"1609","pm1_ratio","pm1_ratio",1,0,"sham","42301"
"1610","pm25_indoor","pm1_ratio",0.91,0,"sham","42301"
"1611","pm25_outdoor","pm1_ratio",-0.096,1.39e-17,"sham","42301"
"1612","pm25_ratio","pm1_ratio",0.98,0,"sham","42301"
"1613","pm10_indoor","pm1_ratio",0.8,0,"sham","42301"
"1614","pm10_outdoor","pm1_ratio",-0.0012,0.913,"sham","42301"
"1615","pm10_ratio","pm1_ratio",0.39,2.71e-284,"sham","42301"
"1616","pm1num_indoor","pm1_ratio",0.75,0,"sham","42301"
"1617","pm1num_outdoor","pm1_ratio",-0.13,1.08e-32,"sham","42301"
"1618","pm1num_ratio","pm1_ratio",0.89,0,"sham","42301"
"1619","temp_indoor","pm1_ratio",0.036,0.00146,"sham","42301"
"1620","temp_outdoor","pm1_ratio",0.035,0.00212,"sham","42301"
"1621","temp_ratio","pm1_ratio",-0.066,3.76e-09,"sham","42301"
"1622","pm1_indoor","pm25_indoor",1,0,"sham","42301"
"1623","pm1_outdoor","pm25_indoor",-0.057,4.95e-07,"sham","42301"
"1624","pm1_ratio","pm25_indoor",0.91,0,"sham","42301"
"1625","pm25_indoor","pm25_indoor",1,0,"sham","42301"
"1626","pm25_outdoor","pm25_indoor",-0.015,0.197,"sham","42301"
"1627","pm25_ratio","pm25_indoor",0.85,0,"sham","42301"
"1628","pm10_indoor","pm25_indoor",0.89,0,"sham","42301"
"1629","pm10_outdoor","pm25_indoor",0.04,0.00034,"sham","42301"
"1630","pm10_ratio","pm25_indoor",0.29,3.69e-156,"sham","42301"
"1631","pm1num_indoor","pm25_indoor",0.88,0,"sham","42301"
"1632","pm1num_outdoor","pm25_indoor",-0.07,5.58e-10,"sham","42301"
"1633","pm1num_ratio","pm25_indoor",0.83,0,"sham","42301"
"1634","temp_indoor","pm25_indoor",0.022,0.0466,"sham","42301"
"1635","temp_outdoor","pm25_indoor",0.009,0.425,"sham","42301"
"1636","temp_ratio","pm25_indoor",-0.076,1.4e-11,"sham","42301"
"1637","pm1_indoor","pm25_outdoor",-0.011,0.339,"sham","42301"
"1638","pm1_outdoor","pm25_outdoor",0.97,0,"sham","42301"
"1639","pm1_ratio","pm25_outdoor",-0.096,1.39e-17,"sham","42301"
"1640","pm25_indoor","pm25_outdoor",-0.015,0.197,"sham","42301"
"1641","pm25_outdoor","pm25_outdoor",1,0,"sham","42301"
"1642","pm25_ratio","pm25_outdoor",-0.15,2.8e-39,"sham","42301"
"1643","pm10_indoor","pm25_outdoor",-0.065,7.07e-09,"sham","42301"
"1644","pm10_outdoor","pm25_outdoor",0.4,1.29e-301,"sham","42301"
"1645","pm10_ratio","pm25_outdoor",-0.33,6.05e-200,"sham","42301"
"1646","pm1num_indoor","pm25_outdoor",0.051,6.28e-06,"sham","42301"
"1647","pm1num_outdoor","pm25_outdoor",0.87,0,"sham","42301"
"1648","pm1num_ratio","pm25_outdoor",-0.16,2.14e-47,"sham","42301"
"1649","temp_indoor","pm25_outdoor",-0.11,2.55e-23,"sham","42301"
"1650","temp_outdoor","pm25_outdoor",-0.2,3.63e-70,"sham","42301"
"1651","temp_ratio","pm25_outdoor",-0.1,4.58e-19,"sham","42301"
"1652","pm1_indoor","pm25_ratio",0.85,0,"sham","42301"
"1653","pm1_outdoor","pm25_ratio",-0.17,5.85e-50,"sham","42301"
"1654","pm1_ratio","pm25_ratio",0.98,0,"sham","42301"
"1655","pm25_indoor","pm25_ratio",0.85,0,"sham","42301"
"1656","pm25_outdoor","pm25_ratio",-0.15,2.8e-39,"sham","42301"
"1657","pm25_ratio","pm25_ratio",1,0,"sham","42301"
"1658","pm10_indoor","pm25_ratio",0.78,0,"sham","42301"
"1659","pm10_outdoor","pm25_ratio",-0.031,0.0054,"sham","42301"
"1660","pm10_ratio","pm25_ratio",0.48,0,"sham","42301"
"1661","pm1num_indoor","pm25_ratio",0.69,0,"sham","42301"
"1662","pm1num_outdoor","pm25_ratio",-0.18,5.29e-58,"sham","42301"
"1663","pm1num_ratio","pm25_ratio",0.88,0,"sham","42301"
"1664","temp_indoor","pm25_ratio",0.066,5.22e-09,"sham","42301"
"1665","temp_outdoor","pm25_ratio",0.077,6.88e-12,"sham","42301"
"1666","temp_ratio","pm25_ratio",-0.091,6.32e-16,"sham","42301"
"1667","pm1_indoor","pm10_indoor",0.88,0,"sham","42301"
"1668","pm1_outdoor","pm10_indoor",-0.11,1e-22,"sham","42301"
"1669","pm1_ratio","pm10_indoor",0.8,0,"sham","42301"
"1670","pm25_indoor","pm10_indoor",0.89,0,"sham","42301"
"1671","pm25_outdoor","pm10_indoor",-0.065,7.07e-09,"sham","42301"
"1672","pm25_ratio","pm10_indoor",0.78,0,"sham","42301"
"1673","pm10_indoor","pm10_indoor",1,0,"sham","42301"
"1674","pm10_outdoor","pm10_indoor",0.053,2.84e-06,"sham","42301"
"1675","pm10_ratio","pm10_indoor",0.47,0,"sham","42301"
"1676","pm1num_indoor","pm10_indoor",0.78,0,"sham","42301"
"1677","pm1num_outdoor","pm10_indoor",-0.14,1.05e-37,"sham","42301"
"1678","pm1num_ratio","pm10_indoor",0.75,0,"sham","42301"
"1679","temp_indoor","pm10_indoor",0.1,4.92e-19,"sham","42301"
"1680","temp_outdoor","pm10_indoor",0.18,2.38e-61,"sham","42301"
"1681","temp_ratio","pm10_indoor",-0.2,1.31e-72,"sham","42301"
"1682","pm1_indoor","pm10_outdoor",0.038,0.000671,"sham","42301"
"1683","pm1_outdoor","pm10_outdoor",0.27,1.73e-128,"sham","42301"
"1684","pm1_ratio","pm10_outdoor",-0.0012,0.913,"sham","42301"
"1685","pm25_indoor","pm10_outdoor",0.04,0.00034,"sham","42301"
"1686","pm25_outdoor","pm10_outdoor",0.4,1.29e-301,"sham","42301"
"1687","pm25_ratio","pm10_outdoor",-0.031,0.0054,"sham","42301"
"1688","pm10_indoor","pm10_outdoor",0.053,2.84e-06,"sham","42301"
"1689","pm10_outdoor","pm10_outdoor",1,0,"sham","42301"
"1690","pm10_ratio","pm10_outdoor",-0.19,9.48e-68,"sham","42301"
"1691","pm1num_indoor","pm10_outdoor",0.088,5.44e-15,"sham","42301"
"1692","pm1num_outdoor","pm10_outdoor",0.28,2.16e-146,"sham","42301"
"1693","pm1num_ratio","pm10_outdoor",-0.014,0.219,"sham","42301"
"1694","temp_indoor","pm10_outdoor",-0.061,6.47e-08,"sham","42301"
"1695","temp_outdoor","pm10_outdoor",-0.035,0.00199,"sham","42301"
"1696","temp_ratio","pm10_outdoor",-0.11,1.27e-23,"sham","42301"
"1697","pm1_indoor","pm10_ratio",0.28,8.29e-143,"sham","42301"
"1698","pm1_outdoor","pm10_ratio",-0.3,1.77e-165,"sham","42301"
"1699","pm1_ratio","pm10_ratio",0.39,2.71e-284,"sham","42301"
"1700","pm25_indoor","pm10_ratio",0.29,3.69e-156,"sham","42301"
"1701","pm25_outdoor","pm10_ratio",-0.33,6.05e-200,"sham","42301"
"1702","pm25_ratio","pm10_ratio",0.48,0,"sham","42301"
"1703","pm10_indoor","pm10_ratio",0.47,0,"sham","42301"
"1704","pm10_outdoor","pm10_ratio",-0.19,9.48e-68,"sham","42301"
"1705","pm10_ratio","pm10_ratio",1,0,"sham","42301"
"1706","pm1num_indoor","pm10_ratio",0.2,5.84e-69,"sham","42301"
"1707","pm1num_outdoor","pm10_ratio",-0.33,3.94e-204,"sham","42301"
"1708","pm1num_ratio","pm10_ratio",0.37,1.38e-249,"sham","42301"
"1709","temp_indoor","pm10_ratio",0.18,7.97e-56,"sham","42301"
"1710","temp_outdoor","pm10_ratio",0.26,1.09e-117,"sham","42301"
"1711","temp_ratio","pm10_ratio",-0.17,1.63e-54,"sham","42301"
"1712","pm1_indoor","pm1num_indoor",0.87,0,"sham","42301"
"1713","pm1_outdoor","pm1num_indoor",-0.0036,0.748,"sham","42301"
"1714","pm1_ratio","pm1num_indoor",0.75,0,"sham","42301"
"1715","pm25_indoor","pm1num_indoor",0.88,0,"sham","42301"
"1716","pm25_outdoor","pm1num_indoor",0.051,6.28e-06,"sham","42301"
"1717","pm25_ratio","pm1num_indoor",0.69,0,"sham","42301"
"1718","pm10_indoor","pm1num_indoor",0.78,0,"sham","42301"
"1719","pm10_outdoor","pm1num_indoor",0.088,5.44e-15,"sham","42301"
"1720","pm10_ratio","pm1num_indoor",0.2,5.84e-69,"sham","42301"
"1721","pm1num_indoor","pm1num_indoor",1,0,"sham","42301"
"1722","pm1num_outdoor","pm1num_indoor",-0.021,0.0608,"sham","42301"
"1723","pm1num_ratio","pm1num_indoor",0.86,0,"sham","42301"
"1724","temp_indoor","pm1num_indoor",0.0071,0.528,"sham","42301"
"1725","temp_outdoor","pm1num_indoor",-0.026,0.0202,"sham","42301"
"1726","temp_ratio","pm1num_indoor",-0.074,5.08e-11,"sham","42301"
"1727","pm1_indoor","pm1num_outdoor",-0.063,2.04e-08,"sham","42301"
"1728","pm1_outdoor","pm1num_outdoor",0.86,0,"sham","42301"
"1729","pm1_ratio","pm1num_outdoor",-0.13,1.08e-32,"sham","42301"
"1730","pm25_indoor","pm1num_outdoor",-0.07,5.58e-10,"sham","42301"
"1731","pm25_outdoor","pm1num_outdoor",0.87,0,"sham","42301"
"1732","pm25_ratio","pm1num_outdoor",-0.18,5.29e-58,"sham","42301"
"1733","pm10_indoor","pm1num_outdoor",-0.14,1.05e-37,"sham","42301"
"1734","pm10_outdoor","pm1num_outdoor",0.28,2.16e-146,"sham","42301"
"1735","pm10_ratio","pm1num_outdoor",-0.33,3.94e-204,"sham","42301"
"1736","pm1num_indoor","pm1num_outdoor",-0.021,0.0608,"sham","42301"
"1737","pm1num_outdoor","pm1num_outdoor",1,0,"sham","42301"
"1738","pm1num_ratio","pm1num_outdoor",-0.22,4.06e-83,"sham","42301"
"1739","temp_indoor","pm1num_outdoor",-0.094,7.52e-17,"sham","42301"
"1740","temp_outdoor","pm1num_outdoor",-0.26,2.53e-125,"sham","42301"
"1741","temp_ratio","pm1num_outdoor",-0.014,0.206,"sham","42301"
"1742","pm1_indoor","pm1num_ratio",0.83,0,"sham","42301"
"1743","pm1_outdoor","pm1num_ratio",-0.19,1.95e-66,"sham","42301"
"1744","pm1_ratio","pm1num_ratio",0.89,0,"sham","42301"
"1745","pm25_indoor","pm1num_ratio",0.83,0,"sham","42301"
"1746","pm25_outdoor","pm1num_ratio",-0.16,2.14e-47,"sham","42301"
"1747","pm25_ratio","pm1num_ratio",0.88,0,"sham","42301"
"1748","pm10_indoor","pm1num_ratio",0.75,0,"sham","42301"
"1749","pm10_outdoor","pm1num_ratio",-0.014,0.219,"sham","42301"
"1750","pm10_ratio","pm1num_ratio",0.37,1.38e-249,"sham","42301"
"1751","pm1num_indoor","pm1num_ratio",0.86,0,"sham","42301"
"1752","pm1num_outdoor","pm1num_ratio",-0.22,4.06e-83,"sham","42301"
"1753","pm1num_ratio","pm1num_ratio",1,0,"sham","42301"
"1754","temp_indoor","pm1num_ratio",0.023,0.0397,"sham","42301"
"1755","temp_outdoor","pm1num_ratio",0.075,3.48e-11,"sham","42301"
"1756","temp_ratio","pm1num_ratio",-0.1,1.23e-19,"sham","42301"
"1757","pm1_indoor","temp_indoor",0.02,0.0722,"sham","42301"
"1758","pm1_outdoor","temp_indoor",-0.093,1.42e-16,"sham","42301"
"1759","pm1_ratio","temp_indoor",0.036,0.00146,"sham","42301"
"1760","pm25_indoor","temp_indoor",0.022,0.0466,"sham","42301"
"1761","pm25_outdoor","temp_indoor",-0.11,2.55e-23,"sham","42301"
"1762","pm25_ratio","temp_indoor",0.066,5.22e-09,"sham","42301"
"1763","pm10_indoor","temp_indoor",0.1,4.92e-19,"sham","42301"
"1764","pm10_outdoor","temp_indoor",-0.061,6.47e-08,"sham","42301"
"1765","pm10_ratio","temp_indoor",0.18,7.97e-56,"sham","42301"
"1766","pm1num_indoor","temp_indoor",0.0071,0.528,"sham","42301"
"1767","pm1num_outdoor","temp_indoor",-0.094,7.52e-17,"sham","42301"
"1768","pm1num_ratio","temp_indoor",0.023,0.0397,"sham","42301"
"1769","temp_indoor","temp_indoor",1,0,"sham","42301"
"1770","temp_outdoor","temp_indoor",0.3,1.73e-163,"sham","42301"
"1771","temp_ratio","temp_indoor",-0.14,4.36e-38,"sham","42301"
"1772","pm1_indoor","temp_outdoor",-0.0067,0.549,"sham","42301"
"1773","pm1_outdoor","temp_outdoor",-0.17,1.9e-53,"sham","42301"
"1774","pm1_ratio","temp_outdoor",0.035,0.00212,"sham","42301"
"1775","pm25_indoor","temp_outdoor",0.009,0.425,"sham","42301"
"1776","pm25_outdoor","temp_outdoor",-0.2,3.63e-70,"sham","42301"
"1777","pm25_ratio","temp_outdoor",0.077,6.88e-12,"sham","42301"
"1778","pm10_indoor","temp_outdoor",0.18,2.38e-61,"sham","42301"
"1779","pm10_outdoor","temp_outdoor",-0.035,0.00199,"sham","42301"
"1780","pm10_ratio","temp_outdoor",0.26,1.09e-117,"sham","42301"
"1781","pm1num_indoor","temp_outdoor",-0.026,0.0202,"sham","42301"
"1782","pm1num_outdoor","temp_outdoor",-0.26,2.53e-125,"sham","42301"
"1783","pm1num_ratio","temp_outdoor",0.075,3.48e-11,"sham","42301"
"1784","temp_indoor","temp_outdoor",0.3,1.73e-163,"sham","42301"
"1785","temp_outdoor","temp_outdoor",1,0,"sham","42301"
"1786","temp_ratio","temp_outdoor",-0.68,0,"sham","42301"
"1787","pm1_indoor","temp_ratio",-0.063,1.93e-08,"sham","42301"
"1788","pm1_outdoor","temp_ratio",-0.075,2.63e-11,"sham","42301"
"1789","pm1_ratio","temp_ratio",-0.066,3.76e-09,"sham","42301"
"1790","pm25_indoor","temp_ratio",-0.076,1.4e-11,"sham","42301"
"1791","pm25_outdoor","temp_ratio",-0.1,4.58e-19,"sham","42301"
"1792","pm25_ratio","temp_ratio",-0.091,6.32e-16,"sham","42301"
"1793","pm10_indoor","temp_ratio",-0.2,1.31e-72,"sham","42301"
"1794","pm10_outdoor","temp_ratio",-0.11,1.27e-23,"sham","42301"
"1795","pm10_ratio","temp_ratio",-0.17,1.63e-54,"sham","42301"
"1796","pm1num_indoor","temp_ratio",-0.074,5.08e-11,"sham","42301"
"1797","pm1num_outdoor","temp_ratio",-0.014,0.206,"sham","42301"
"1798","pm1num_ratio","temp_ratio",-0.1,1.23e-19,"sham","42301"
"1799","temp_indoor","temp_ratio",-0.14,4.36e-38,"sham","42301"
"1800","temp_outdoor","temp_ratio",-0.68,0,"sham","42301"
"1801","temp_ratio","temp_ratio",1,0,"sham","42301"
"1802","pm1_indoor","pm1_indoor",1,0,"hepa","42301"
"1803","pm1_outdoor","pm1_indoor",-0.035,0.00279,"hepa","42301"
"1804","pm1_ratio","pm1_indoor",0.67,0,"hepa","42301"
"1805","pm25_indoor","pm1_indoor",1,0,"hepa","42301"
"1806","pm25_outdoor","pm1_indoor",0.11,4.19e-21,"hepa","42301"
"1807","pm25_ratio","pm1_indoor",0.65,0,"hepa","42301"
"1808","pm10_indoor","pm1_indoor",0.96,0,"hepa","42301"
"1809","pm10_outdoor","pm1_indoor",0.096,2.08e-16,"hepa","42301"
"1810","pm10_ratio","pm1_indoor",0.45,0,"hepa","42301"
"1811","pm1num_indoor","pm1_indoor",0.82,0,"hepa","42301"
"1812","pm1num_outdoor","pm1_indoor",-0.043,0.000268,"hepa","42301"
"1813","pm1num_ratio","pm1_indoor",0.77,0,"hepa","42301"
"1814","temp_indoor","pm1_indoor",-0.12,7.31e-25,"hepa","42301"
"1815","temp_outdoor","pm1_indoor",0.073,4.69e-10,"hepa","42301"
"1816","pm1_indoor","pm1_outdoor",-0.035,0.00279,"hepa","42301"
"1817","pm1_outdoor","pm1_outdoor",1,0,"hepa","42301"
"1818","pm1_ratio","pm1_outdoor",-0.14,6.37e-31,"hepa","42301"
"1819","pm25_indoor","pm1_outdoor",-0.036,0.00198,"hepa","42301"
"1820","pm25_outdoor","pm1_outdoor",0.36,2.29e-217,"hepa","42301"
"1821","pm25_ratio","pm1_outdoor",-0.069,4.89e-09,"hepa","42301"
"1822","pm10_indoor","pm1_outdoor",-0.034,0.00339,"hepa","42301"
"1823","pm10_outdoor","pm1_outdoor",-0.25,5.35e-105,"hepa","42301"
"1824","pm10_ratio","pm1_outdoor",-0.024,0.0405,"hepa","42301"
"1825","pm1num_indoor","pm1_outdoor",-0.075,1.66e-10,"hepa","42301"
"1826","pm1num_outdoor","pm1_outdoor",0.74,0,"hepa","42301"
"1827","pm1num_ratio","pm1_outdoor",-0.13,2.34e-29,"hepa","42301"
"1828","temp_indoor","pm1_outdoor",-0.055,2.57e-06,"hepa","42301"
"1829","temp_outdoor","pm1_outdoor",-0.44,0,"hepa","42301"
"1830","pm1_indoor","pm1_ratio",0.67,0,"hepa","42301"
"1831","pm1_outdoor","pm1_ratio",-0.14,6.37e-31,"hepa","42301"
"1832","pm1_ratio","pm1_ratio",1,0,"hepa","42301"
"1833","pm25_indoor","pm1_ratio",0.67,0,"hepa","42301"
"1834","pm25_outdoor","pm1_ratio",0.13,3.25e-27,"hepa","42301"
"1835","pm25_ratio","pm1_ratio",0.49,0,"hepa","42301"
"1836","pm10_indoor","pm1_ratio",0.67,0,"hepa","42301"
"1837","pm10_outdoor","pm1_ratio",0.13,1.91e-30,"hepa","42301"
"1838","pm10_ratio","pm1_ratio",0.23,5.15e-89,"hepa","42301"
"1839","pm1num_indoor","pm1_ratio",0.75,0,"hepa","42301"
"1840","pm1num_outdoor","pm1_ratio",-0.084,7.22e-13,"hepa","42301"
"1841","pm1num_ratio","pm1_ratio",0.79,0,"hepa","42301"
"1842","temp_indoor","pm1_ratio",-0.021,0.07,"hepa","42301"
"1843","temp_outdoor","pm1_ratio",0.12,2.07e-26,"hepa","42301"
"1844","pm1_indoor","pm25_indoor",1,0,"hepa","42301"
"1845","pm1_outdoor","pm25_indoor",-0.036,0.00198,"hepa","42301"
"1846","pm1_ratio","pm25_indoor",0.67,0,"hepa","42301"
"1847","pm25_indoor","pm25_indoor",1,0,"hepa","42301"
"1848","pm25_outdoor","pm25_indoor",0.11,3.68e-21,"hepa","42301"
"1849","pm25_ratio","pm25_indoor",0.65,0,"hepa","42301"
"1850","pm10_indoor","pm25_indoor",0.97,0,"hepa","42301"
"1851","pm10_outdoor","pm25_indoor",0.098,6.72e-17,"hepa","42301"
"1852","pm10_ratio","pm25_indoor",0.45,0,"hepa","42301"
"1853","pm1num_indoor","pm25_indoor",0.82,0,"hepa","42301"
"1854","pm1num_outdoor","pm25_indoor",-0.044,0.000154,"hepa","42301"
"1855","pm1num_ratio","pm25_indoor",0.78,0,"hepa","42301"
"1856","temp_indoor","pm25_indoor",-0.12,7.04e-25,"hepa","42301"
"1857","temp_outdoor","pm25_indoor",0.075,1.9e-10,"hepa","42301"
"1858","pm1_indoor","pm25_outdoor",0.11,4.19e-21,"hepa","42301"
"1859","pm1_outdoor","pm25_outdoor",0.36,2.29e-217,"hepa","42301"
"1860","pm1_ratio","pm25_outdoor",0.13,3.25e-27,"hepa","42301"
"1861","pm25_indoor","pm25_outdoor",0.11,3.68e-21,"hepa","42301"
"1862","pm25_outdoor","pm25_outdoor",1,0,"hepa","42301"
"1863","pm25_ratio","pm25_outdoor",-0.086,2.37e-13,"hepa","42301"
"1864","pm10_indoor","pm25_outdoor",0.11,3.04e-20,"hepa","42301"
"1865","pm10_outdoor","pm25_outdoor",0.68,0,"hepa","42301"
"1866","pm10_ratio","pm25_outdoor",-0.12,4.78e-24,"hepa","42301"
"1867","pm1num_indoor","pm25_outdoor",0.16,1.65e-41,"hepa","42301"
"1868","pm1num_outdoor","pm25_outdoor",0.29,2.44e-139,"hepa","42301"
"1869","pm1num_ratio","pm25_outdoor",0.11,1.1e-19,"hepa","42301"
"1870","temp_indoor","pm25_outdoor",0.084,1.09e-12,"hepa","42301"
"1871","temp_outdoor","pm25_outdoor",0.23,4.03e-84,"hepa","42301"
"1872","pm1_indoor","pm25_ratio",0.65,0,"hepa","42301"
"1873","pm1_outdoor","pm25_ratio",-0.069,4.89e-09,"hepa","42301"
"1874","pm1_ratio","pm25_ratio",0.49,0,"hepa","42301"
"1875","pm25_indoor","pm25_ratio",0.65,0,"hepa","42301"
"1876","pm25_outdoor","pm25_ratio",-0.086,2.37e-13,"hepa","42301"
"1877","pm25_ratio","pm25_ratio",1,0,"hepa","42301"
"1878","pm10_indoor","pm25_ratio",0.64,0,"hepa","42301"
"1879","pm10_outdoor","pm25_ratio",-0.038,0.00125,"hepa","42301"
"1880","pm10_ratio","pm25_ratio",0.66,0,"hepa","42301"
"1881","pm1num_indoor","pm25_ratio",0.47,0,"hepa","42301"
"1882","pm1num_outdoor","pm25_ratio",-0.11,3.06e-21,"hepa","42301"
"1883","pm1num_ratio","pm25_ratio",0.56,0,"hepa","42301"
"1884","temp_indoor","pm25_ratio",-0.096,2.47e-16,"hepa","42301"
"1885","temp_outdoor","pm25_ratio",0.024,0.0371,"hepa","42301"
"1886","pm1_indoor","pm10_indoor",0.96,0,"hepa","42301"
"1887","pm1_outdoor","pm10_indoor",-0.034,0.00339,"hepa","42301"
"1888","pm1_ratio","pm10_indoor",0.67,0,"hepa","42301"
"1889","pm25_indoor","pm10_indoor",0.97,0,"hepa","42301"
"1890","pm25_outdoor","pm10_indoor",0.11,3.04e-20,"hepa","42301"
"1891","pm25_ratio","pm10_indoor",0.64,0,"hepa","42301"
"1892","pm10_indoor","pm10_indoor",1,0,"hepa","42301"
"1893","pm10_outdoor","pm10_indoor",0.099,3.99e-17,"hepa","42301"
"1894","pm10_ratio","pm10_indoor",0.48,0,"hepa","42301"
"1895","pm1num_indoor","pm10_indoor",0.83,0,"hepa","42301"
"1896","pm1num_outdoor","pm10_indoor",-0.045,0.000121,"hepa","42301"
"1897","pm1num_ratio","pm10_indoor",0.79,0,"hepa","42301"
"1898","temp_indoor","pm10_indoor",-0.11,2.89e-20,"hepa","42301"
"1899","temp_outdoor","pm10_indoor",0.084,7.8e-13,"hepa","42301"
"1900","pm1_indoor","pm10_outdoor",0.096,2.08e-16,"hepa","42301"
"1901","pm1_outdoor","pm10_outdoor",-0.25,5.35e-105,"hepa","42301"
"1902","pm1_ratio","pm10_outdoor",0.13,1.91e-30,"hepa","42301"
"1903","pm25_indoor","pm10_outdoor",0.098,6.72e-17,"hepa","42301"
"1904","pm25_outdoor","pm10_outdoor",0.68,0,"hepa","42301"
"1905","pm25_ratio","pm10_outdoor",-0.038,0.00125,"hepa","42301"
"1906","pm10_indoor","pm10_outdoor",0.099,3.99e-17,"hepa","42301"
"1907","pm10_outdoor","pm10_outdoor",1,0,"hepa","42301"
"1908","pm10_ratio","pm10_outdoor",-0.1,5.38e-19,"hepa","42301"
"1909","pm1num_indoor","pm10_outdoor",0.16,1.08e-40,"hepa","42301"
"1910","pm1num_outdoor","pm10_outdoor",-0.18,1.27e-51,"hepa","42301"
"1911","pm1num_ratio","pm10_outdoor",0.15,4.21e-37,"hepa","42301"
"1912","temp_indoor","pm10_outdoor",0.066,1.51e-08,"hepa","42301"
"1913","temp_outdoor","pm10_outdoor",0.45,0,"hepa","42301"
"1914","pm1_indoor","pm10_ratio",0.45,0,"hepa","42301"
"1915","pm1_outdoor","pm10_ratio",-0.024,0.0405,"hepa","42301"
"1916","pm1_ratio","pm10_ratio",0.23,5.15e-89,"hepa","42301"
"1917","pm25_indoor","pm10_ratio",0.45,0,"hepa","42301"
"1918","pm25_outdoor","pm10_ratio",-0.12,4.78e-24,"hepa","42301"
"1919","pm25_ratio","pm10_ratio",0.66,0,"hepa","42301"
"1920","pm10_indoor","pm10_ratio",0.48,0,"hepa","42301"
"1921","pm10_outdoor","pm10_ratio",-0.1,5.38e-19,"hepa","42301"
"1922","pm10_ratio","pm10_ratio",1,0,"hepa","42301"
"1923","pm1num_indoor","pm10_ratio",0.26,2.64e-109,"hepa","42301"
"1924","pm1num_outdoor","pm10_ratio",-0.074,3.67e-10,"hepa","42301"
