"","var1","var2","cor","p","case","participant_id"
"1203","pm1num_ratio","temp_indoor",0.078,2.32e-18,"hepa","42231"
"1204","temp_indoor","temp_indoor",1,0,"hepa","42231"
"1205","temp_outdoor","temp_indoor",0.66,0,"hepa","42231"
"1206","temp_ratio","temp_indoor",-0.3,2.81e-252,"hepa","42231"
"1207","pm1_indoor","temp_outdoor",-0.11,5.85e-34,"hepa","42231"
"1208","pm1_outdoor","temp_outdoor",-0.14,5.63e-58,"hepa","42231"
"1209","pm1_ratio","temp_outdoor",-0.089,3.32e-23,"hepa","42231"
"1210","pm25_indoor","temp_outdoor",-0.093,3.89e-25,"hepa","42231"
"1211","pm25_outdoor","temp_outdoor",0.21,1.75e-118,"hepa","42231"
"1212","pm25_ratio","temp_outdoor",-0.15,9.55e-62,"hepa","42231"
"1213","pm10_indoor","temp_outdoor",-0.051,1.39e-08,"hepa","42231"
"1214","pm10_outdoor","temp_outdoor",0.49,0,"hepa","42231"
"1215","pm10_ratio","temp_outdoor",-0.16,6.58e-73,"hepa","42231"
"1216","pm1num_indoor","temp_outdoor",-0.11,6.05e-36,"hepa","42231"
"1217","pm1num_outdoor","temp_outdoor",-0.41,0,"hepa","42231"
"1218","pm1num_ratio","temp_outdoor",-0.019,0.034,"hepa","42231"
"1219","temp_indoor","temp_outdoor",0.66,0,"hepa","42231"
"1220","temp_outdoor","temp_outdoor",1,0,"hepa","42231"
"1221","temp_ratio","temp_outdoor",-0.64,0,"hepa","42231"
"1222","pm1_indoor","temp_ratio",0.013,0.152,"hepa","42231"
"1223","pm1_outdoor","temp_ratio",0.16,1.61e-68,"hepa","42231"
"1224","pm1_ratio","temp_ratio",-0.0048,0.594,"hepa","42231"
"1225","pm25_indoor","temp_ratio",0.011,0.201,"hepa","42231"
"1226","pm25_outdoor","temp_ratio",-0.058,7.45e-11,"hepa","42231"
"1227","pm25_ratio","temp_ratio",0.021,0.0202,"hepa","42231"
"1228","pm10_indoor","temp_ratio",0.0025,0.778,"hepa","42231"
"1229","pm10_outdoor","temp_ratio",-0.28,5.58e-220,"hepa","42231"
"1230","pm10_ratio","temp_ratio",0.039,1.26e-05,"hepa","42231"
"1231","pm1num_indoor","temp_ratio",0.035,7.73e-05,"hepa","42231"
"1232","pm1num_outdoor","temp_ratio",0.32,2.72e-287,"hepa","42231"
"1233","pm1num_ratio","temp_ratio",-0.023,0.0105,"hepa","42231"
"1234","temp_indoor","temp_ratio",-0.3,2.81e-252,"hepa","42231"
"1235","temp_outdoor","temp_ratio",-0.64,0,"hepa","42231"
"1236","temp_ratio","temp_ratio",1,0,"hepa","42231"
"1237","pm1_indoor","pm1_indoor",1,0,"sham","42281"
"1238","pm1_outdoor","pm1_indoor",0.044,9.35e-06,"sham","42281"
"1239","pm1_ratio","pm1_indoor",0.37,0,"sham","42281"
"1240","pm25_indoor","pm1_indoor",1,0,"sham","42281"
"1241","pm25_outdoor","pm1_indoor",0.061,8.51e-10,"sham","42281"
"1242","pm25_ratio","pm1_indoor",0.71,0,"sham","42281"
"1243","pm10_indoor","pm1_indoor",1,0,"sham","42281"
"1244","pm10_outdoor","pm1_indoor",0.044,1.14e-05,"sham","42281"
"1245","pm10_ratio","pm1_indoor",0.57,0,"sham","42281"
"1246","pm1num_indoor","pm1_indoor",0.97,0,"sham","42281"
"1247","pm1num_outdoor","pm1_indoor",-0.096,6.99e-22,"sham","42281"
"1248","pm1num_ratio","pm1_indoor",0.83,0,"sham","42281"
"1249","temp_indoor","pm1_indoor",0.52,0,"sham","42281"
"1250","temp_outdoor","pm1_indoor",0.1,1.2e-24,"sham","42281"
"1251","pm1_indoor","pm1_outdoor",0.044,9.35e-06,"sham","42281"
"1252","pm1_outdoor","pm1_outdoor",1,0,"sham","42281"
"1253","pm1_ratio","pm1_outdoor",-0.15,7.85e-54,"sham","42281"
"1254","pm25_indoor","pm1_outdoor",0.044,1.18e-05,"sham","42281"
"1255","pm25_outdoor","pm1_outdoor",0.97,0,"sham","42281"
"1256","pm25_ratio","pm1_outdoor",-0.17,2.83e-64,"sham","42281"
"1257","pm10_indoor","pm1_outdoor",0.048,1.58e-06,"sham","42281"
"1258","pm10_outdoor","pm1_outdoor",0.15,1.11e-54,"sham","42281"
"1259","pm10_ratio","pm1_outdoor",-0.11,8.71e-27,"sham","42281"
"1260","pm1num_indoor","pm1_outdoor",0.022,0.0268,"sham","42281"
"1261","pm1num_outdoor","pm1_outdoor",0.33,3.21e-246,"sham","42281"
"1262","pm1num_ratio","pm1_outdoor",-0.011,0.284,"sham","42281"
"1263","temp_indoor","pm1_outdoor",0.13,3.47e-37,"sham","42281"
"1264","temp_outdoor","pm1_outdoor",0.16,5e-59,"sham","42281"
"1265","pm1_indoor","pm1_ratio",0.37,0,"sham","42281"
"1266","pm1_outdoor","pm1_ratio",-0.15,7.85e-54,"sham","42281"
"1267","pm1_ratio","pm1_ratio",1,0,"sham","42281"
"1268","pm25_indoor","pm1_ratio",0.37,0,"sham","42281"
"1269","pm25_outdoor","pm1_ratio",-0.14,3.67e-42,"sham","42281"
"1270","pm25_ratio","pm1_ratio",0.63,0,"sham","42281"
"1271","pm10_indoor","pm1_ratio",0.37,3.53998035245253e-320,"sham","42281"
"1272","pm10_outdoor","pm1_ratio",-0.0098,0.327,"sham","42281"
"1273","pm10_ratio","pm1_ratio",0.36,2.34e-301,"sham","42281"
"1274","pm1num_indoor","pm1_ratio",0.41,0,"sham","42281"
"1275","pm1num_outdoor","pm1_ratio",-0.15,4.51e-50,"sham","42281"
"1276","pm1num_ratio","pm1_ratio",0.38,0,"sham","42281"
"1277","temp_indoor","pm1_ratio",0.16,1.66e-55,"sham","42281"
"1278","temp_outdoor","pm1_ratio",0.013,0.205,"sham","42281"
"1279","pm1_indoor","pm25_indoor",1,0,"sham","42281"
"1280","pm1_outdoor","pm25_indoor",0.044,1.18e-05,"sham","42281"
"1281","pm1_ratio","pm25_indoor",0.37,0,"sham","42281"
"1282","pm25_indoor","pm25_indoor",1,0,"sham","42281"
"1283","pm25_outdoor","pm25_indoor",0.061,1.28e-09,"sham","42281"
"1284","pm25_ratio","pm25_indoor",0.71,0,"sham","42281"
"1285","pm10_indoor","pm25_indoor",1,0,"sham","42281"
"1286","pm10_outdoor","pm25_indoor",0.044,1.07e-05,"sham","42281"
"1287","pm10_ratio","pm25_indoor",0.57,0,"sham","42281"
"1288","pm1num_indoor","pm25_indoor",0.97,0,"sham","42281"
"1289","pm1num_outdoor","pm25_indoor",-0.096,5.97e-22,"sham","42281"
"1290","pm1num_ratio","pm25_indoor",0.83,0,"sham","42281"
"1291","temp_indoor","pm25_indoor",0.52,0,"sham","42281"
"1292","temp_outdoor","pm25_indoor",0.1,7.46e-25,"sham","42281"
"1293","pm1_indoor","pm25_outdoor",0.061,8.51e-10,"sham","42281"
"1294","pm1_outdoor","pm25_outdoor",0.97,0,"sham","42281"
"1295","pm1_ratio","pm25_outdoor",-0.14,3.67e-42,"sham","42281"
"1296","pm25_indoor","pm25_outdoor",0.061,1.28e-09,"sham","42281"
"1297","pm25_outdoor","pm25_outdoor",1,0,"sham","42281"
"1298","pm25_ratio","pm25_outdoor",-0.19,2.17e-82,"sham","42281"
"1299","pm10_indoor","pm25_outdoor",0.065,9.53e-11,"sham","42281"
"1300","pm10_outdoor","pm25_outdoor",0.31,2.97e-227,"sham","42281"
"1301","pm10_ratio","pm25_outdoor",-0.15,1.49e-54,"sham","42281"
"1302","pm1num_indoor","pm25_outdoor",0.036,0.000343,"sham","42281"
"1303","pm1num_outdoor","pm25_outdoor",0.28,1.77e-183,"sham","42281"
"1304","pm1num_ratio","pm25_outdoor",-0.011,0.283,"sham","42281"
"1305","temp_indoor","pm25_outdoor",0.14,6.72e-48,"sham","42281"
"1306","temp_outdoor","pm25_outdoor",0.21,5.79e-97,"sham","42281"
"1307","pm1_indoor","pm25_ratio",0.71,0,"sham","42281"
"1308","pm1_outdoor","pm25_ratio",-0.17,2.83e-64,"sham","42281"
"1309","pm1_ratio","pm25_ratio",0.63,0,"sham","42281"
"1310","pm25_indoor","pm25_ratio",0.71,0,"sham","42281"
"1311","pm25_outdoor","pm25_ratio",-0.19,2.17e-82,"sham","42281"
"1312","pm25_ratio","pm25_ratio",1,0,"sham","42281"
"1313","pm10_indoor","pm25_ratio",0.7,0,"sham","42281"
"1314","pm10_outdoor","pm25_ratio",-0.087,2.54e-18,"sham","42281"
"1315","pm10_ratio","pm25_ratio",0.71,0,"sham","42281"
"1316","pm1num_indoor","pm25_ratio",0.76,0,"sham","42281"
"1317","pm1num_outdoor","pm25_ratio",-0.15,5.72e-51,"sham","42281"
"1318","pm1num_ratio","pm25_ratio",0.67,0,"sham","42281"
"1319","temp_indoor","pm25_ratio",0.29,2.99e-198,"sham","42281"
"1320","temp_outdoor","pm25_ratio",-0.03,0.00235,"sham","42281"
"1321","pm1_indoor","pm10_indoor",1,0,"sham","42281"
"1322","pm1_outdoor","pm10_indoor",0.048,1.58e-06,"sham","42281"
"1323","pm1_ratio","pm10_indoor",0.37,3.53998035245253e-320,"sham","42281"
"1324","pm25_indoor","pm10_indoor",1,0,"sham","42281"
"1325","pm25_outdoor","pm10_indoor",0.065,9.53e-11,"sham","42281"
"1326","pm25_ratio","pm10_indoor",0.7,0,"sham","42281"
"1327","pm10_indoor","pm10_indoor",1,0,"sham","42281"
"1328","pm10_outdoor","pm10_indoor",0.043,1.45e-05,"sham","42281"
"1329","pm10_ratio","pm10_indoor",0.58,0,"sham","42281"
"1330","pm1num_indoor","pm10_indoor",0.97,0,"sham","42281"
"1331","pm1num_outdoor","pm10_indoor",-0.09,1.43e-19,"sham","42281"
"1332","pm1num_ratio","pm10_indoor",0.83,0,"sham","42281"
"1333","temp_indoor","pm10_indoor",0.53,0,"sham","42281"
"1334","temp_outdoor","pm10_indoor",0.1,1.73e-25,"sham","42281"
"1335","pm1_indoor","pm10_outdoor",0.044,1.14e-05,"sham","42281"
"1336","pm1_outdoor","pm10_outdoor",0.15,1.11e-54,"sham","42281"
"1337","pm1_ratio","pm10_outdoor",-0.0098,0.327,"sham","42281"
"1338","pm25_indoor","pm10_outdoor",0.044,1.07e-05,"sham","42281"
"1339","pm25_outdoor","pm10_outdoor",0.31,2.97e-227,"sham","42281"
"1340","pm25_ratio","pm10_outdoor",-0.087,2.54e-18,"sham","42281"
"1341","pm10_indoor","pm10_outdoor",0.043,1.45e-05,"sham","42281"
"1342","pm10_outdoor","pm10_outdoor",1,0,"sham","42281"
"1343","pm10_ratio","pm10_outdoor",-0.25,7.22e-141,"sham","42281"
"1344","pm1num_indoor","pm10_outdoor",0.028,0.00578,"sham","42281"
"1345","pm1num_outdoor","pm10_outdoor",-0.097,1.55e-22,"sham","42281"
"1346","pm1num_ratio","pm10_outdoor",-0.00038,0.969,"sham","42281"
"1347","temp_indoor","pm10_outdoor",0.043,1.38e-05,"sham","42281"
"1348","temp_outdoor","pm10_outdoor",0.13,8.52e-39,"sham","42281"
"1349","pm1_indoor","pm10_ratio",0.57,0,"sham","42281"
"1350","pm1_outdoor","pm10_ratio",-0.11,8.71e-27,"sham","42281"
"1351","pm1_ratio","pm10_ratio",0.36,2.34e-301,"sham","42281"
"1352","pm25_indoor","pm10_ratio",0.57,0,"sham","42281"
"1353","pm25_outdoor","pm10_ratio",-0.15,1.49e-54,"sham","42281"
"1354","pm25_ratio","pm10_ratio",0.71,0,"sham","42281"
"1355","pm10_indoor","pm10_ratio",0.58,0,"sham","42281"
"1356","pm10_outdoor","pm10_ratio",-0.25,7.22e-141,"sham","42281"
"1357","pm10_ratio","pm10_ratio",1,0,"sham","42281"
"1358","pm1num_indoor","pm10_ratio",0.62,0,"sham","42281"
"1359","pm1num_outdoor","pm10_ratio",-0.082,1.42e-16,"sham","42281"
"1360","pm1num_ratio","pm10_ratio",0.57,0,"sham","42281"
"1361","temp_indoor","pm10_ratio",0.27,8.31e-172,"sham","42281"
"1362","temp_outdoor","pm10_ratio",0.031,0.00222,"sham","42281"
"1363","pm1_indoor","pm1num_indoor",0.97,0,"sham","42281"
"1364","pm1_outdoor","pm1num_indoor",0.022,0.0268,"sham","42281"
"1365","pm1_ratio","pm1num_indoor",0.41,0,"sham","42281"
"1366","pm25_indoor","pm1num_indoor",0.97,0,"sham","42281"
"1367","pm25_outdoor","pm1num_indoor",0.036,0.000343,"sham","42281"
"1368","pm25_ratio","pm1num_indoor",0.76,0,"sham","42281"
"1369","pm10_indoor","pm1num_indoor",0.97,0,"sham","42281"
"1370","pm10_outdoor","pm1num_indoor",0.028,0.00578,"sham","42281"
"1371","pm10_ratio","pm1num_indoor",0.62,0,"sham","42281"
"1372","pm1num_indoor","pm1num_indoor",1,0,"sham","42281"
"1373","pm1num_outdoor","pm1num_indoor",-0.11,8.46e-30,"sham","42281"
"1374","pm1num_ratio","pm1num_indoor",0.88,0,"sham","42281"
"1375","temp_indoor","pm1num_indoor",0.52,0,"sham","42281"
"1376","temp_outdoor","pm1num_indoor",0.13,2.07e-38,"sham","42281"
"1377","pm1_indoor","pm1num_outdoor",-0.096,6.99e-22,"sham","42281"
"1378","pm1_outdoor","pm1num_outdoor",0.33,3.21e-246,"sham","42281"
"1379","pm1_ratio","pm1num_outdoor",-0.15,4.51e-50,"sham","42281"
"1380","pm25_indoor","pm1num_outdoor",-0.096,5.97e-22,"sham","42281"
"1381","pm25_outdoor","pm1num_outdoor",0.28,1.77e-183,"sham","42281"
"1382","pm25_ratio","pm1num_outdoor",-0.15,5.72e-51,"sham","42281"
"1383","pm10_indoor","pm1num_outdoor",-0.09,1.43e-19,"sham","42281"
"1384","pm10_outdoor","pm1num_outdoor",-0.097,1.55e-22,"sham","42281"
"1385","pm10_ratio","pm1num_outdoor",-0.082,1.42e-16,"sham","42281"
"1386","pm1num_indoor","pm1num_outdoor",-0.11,8.46e-30,"sham","42281"
"1387","pm1num_outdoor","pm1num_outdoor",1,0,"sham","42281"
"1388","pm1num_ratio","pm1num_outdoor",-0.31,2.51e-218,"sham","42281"
"1389","temp_indoor","pm1num_outdoor",-0.065,7.43e-11,"sham","42281"
"1390","temp_outdoor","pm1num_outdoor",-0.19,8.1e-80,"sham","42281"
"1391","pm1_indoor","pm1num_ratio",0.83,0,"sham","42281"
"1392","pm1_outdoor","pm1num_ratio",-0.011,0.284,"sham","42281"
"1393","pm1_ratio","pm1num_ratio",0.38,0,"sham","42281"
"1394","pm25_indoor","pm1num_ratio",0.83,0,"sham","42281"
"1395","pm25_outdoor","pm1num_ratio",-0.011,0.283,"sham","42281"
"1396","pm25_ratio","pm1num_ratio",0.67,0,"sham","42281"
"1397","pm10_indoor","pm1num_ratio",0.83,0,"sham","42281"
"1398","pm10_outdoor","pm1num_ratio",-0.00038,0.969,"sham","42281"
"1399","pm10_ratio","pm1num_ratio",0.57,0,"sham","42281"
"1400","pm1num_indoor","pm1num_ratio",0.88,0,"sham","42281"
"1401","pm1num_outdoor","pm1num_ratio",-0.31,2.51e-218,"sham","42281"
"1402","pm1num_ratio","pm1num_ratio",1,0,"sham","42281"
"1403","temp_indoor","pm1num_ratio",0.36,1.41e-305,"sham","42281"
"1404","temp_outdoor","pm1num_ratio",0.27,1.95e-169,"sham","42281"
"1405","pm1_indoor","temp_indoor",0.52,0,"sham","42281"
"1406","pm1_outdoor","temp_indoor",0.13,3.47e-37,"sham","42281"
"1407","pm1_ratio","temp_indoor",0.16,1.66e-55,"sham","42281"
"1408","pm25_indoor","temp_indoor",0.52,0,"sham","42281"
"1409","pm25_outdoor","temp_indoor",0.14,6.72e-48,"sham","42281"
"1410","pm25_ratio","temp_indoor",0.29,2.99e-198,"sham","42281"
"1411","pm10_indoor","temp_indoor",0.53,0,"sham","42281"
"1412","pm10_outdoor","temp_indoor",0.043,1.38e-05,"sham","42281"
"1413","pm10_ratio","temp_indoor",0.27,8.31e-172,"sham","42281"
"1414","pm1num_indoor","temp_indoor",0.52,0,"sham","42281"
"1415","pm1num_outdoor","temp_indoor",-0.065,7.43e-11,"sham","42281"
"1416","pm1num_ratio","temp_indoor",0.36,1.41e-305,"sham","42281"
"1417","temp_indoor","temp_indoor",1,0,"sham","42281"
"1418","temp_outdoor","temp_indoor",0.49,0,"sham","42281"
"1419","pm1_indoor","temp_outdoor",0.1,1.2e-24,"sham","42281"
"1420","pm1_outdoor","temp_outdoor",0.16,5e-59,"sham","42281"
"1421","pm1_ratio","temp_outdoor",0.013,0.205,"sham","42281"
"1422","pm25_indoor","temp_outdoor",0.1,7.46e-25,"sham","42281"
"1423","pm25_outdoor","temp_outdoor",0.21,5.79e-97,"sham","42281"
"1424","pm25_ratio","temp_outdoor",-0.03,0.00235,"sham","42281"
"1425","pm10_indoor","temp_outdoor",0.1,1.73e-25,"sham","42281"
"1426","pm10_outdoor","temp_outdoor",0.13,8.52e-39,"sham","42281"
"1427","pm10_ratio","temp_outdoor",0.031,0.00222,"sham","42281"
"1428","pm1num_indoor","temp_outdoor",0.13,2.07e-38,"sham","42281"
"1429","pm1num_outdoor","temp_outdoor",-0.19,8.1e-80,"sham","42281"
"1430","pm1num_ratio","temp_outdoor",0.27,1.95e-169,"sham","42281"
"1431","temp_indoor","temp_outdoor",0.49,0,"sham","42281"
"1432","temp_outdoor","temp_outdoor",1,0,"sham","42281"
"1433","pm1_indoor","pm1_indoor",1,0,"hepa","42281"
"1434","pm1_outdoor","pm1_indoor",0.17,2.14e-67,"hepa","42281"
"1435","pm25_indoor","pm1_indoor",0.89,0,"hepa","42281"
"1436","pm25_outdoor","pm1_indoor",0.19,9.9e-78,"hepa","42281"
"1437","pm10_indoor","pm1_indoor",0.14,1.76e-43,"hepa","42281"
"1438","pm10_outdoor","pm1_indoor",0.029,0.00369,"hepa","42281"
"1439","pm1num_indoor","pm1_indoor",0.51,0,"hepa","42281"
"1440","pm1num_outdoor","pm1_indoor",0.19,2.08e-76,"hepa","42281"
"1441","pm1num_ratio","pm1_indoor",-0.016,0.114,"hepa","42281"
"1442","temp_indoor","pm1_indoor",-0.23,2.03e-120,"hepa","42281"
"1443","temp_outdoor","pm1_indoor",-0.092,1.03e-19,"hepa","42281"
"1444","temp_ratio","pm1_indoor",-0.23,9.13e-117,"hepa","42281"
"1445","pm1_indoor","pm1_outdoor",0.17,2.14e-67,"hepa","42281"
"1446","pm1_outdoor","pm1_outdoor",1,0,"hepa","42281"
"1447","pm25_indoor","pm1_outdoor",0.12,2.63e-32,"hepa","42281"
"1448","pm25_outdoor","pm1_outdoor",0.99,0,"hepa","42281"
"1449","pm10_indoor","pm1_outdoor",0.0062,0.539,"hepa","42281"
"1450","pm10_outdoor","pm1_outdoor",0.35,7.96e-272,"hepa","42281"
"1451","pm1num_indoor","pm1_outdoor",0.17,1.5e-60,"hepa","42281"
"1452","pm1num_outdoor","pm1_outdoor",0.96,0,"hepa","42281"
"1453","pm1num_ratio","pm1_outdoor",-0.25,4.16e-135,"hepa","42281"
"1454","temp_indoor","pm1_outdoor",-0.17,2.35e-60,"hepa","42281"
"1455","temp_outdoor","pm1_outdoor",-0.094,1.73e-20,"hepa","42281"
"1456","temp_ratio","pm1_outdoor",-0.16,3.17e-54,"hepa","42281"
"1457","pm1_indoor","pm25_indoor",0.89,0,"hepa","42281"
"1458","pm1_outdoor","pm25_indoor",0.12,2.63e-32,"hepa","42281"
"1459","pm25_indoor","pm25_indoor",1,0,"hepa","42281"
"1460","pm25_outdoor","pm25_indoor",0.13,6.36e-39,"hepa","42281"
"1461","pm10_indoor","pm25_indoor",0.44,0,"hepa","42281"
"1462","pm10_outdoor","pm25_indoor",0.084,1.13e-16,"hepa","42281"
"1463","pm1num_indoor","pm25_indoor",0.66,0,"hepa","42281"
"1464","pm1num_outdoor","pm25_indoor",0.13,1.14e-36,"hepa","42281"
"1465","pm1num_ratio","pm25_indoor",-0.0017,0.869,"hepa","42281"
"1466","temp_indoor","pm25_indoor",-0.31,5.07e-214,"hepa","42281"
"1467","temp_outdoor","pm25_indoor",-0.26,6.93e-148,"hepa","42281"
"1468","temp_ratio","pm25_indoor",-0.3,1.58e-197,"hepa","42281"
"1469","pm1_indoor","pm25_outdoor",0.19,9.9e-78,"hepa","42281"
"1470","pm1_outdoor","pm25_outdoor",0.99,0,"hepa","42281"
"1471","pm25_indoor","pm25_outdoor",0.13,6.36e-39,"hepa","42281"
"1472","pm25_outdoor","pm25_outdoor",1,0,"hepa","42281"
"1473","pm10_indoor","pm25_outdoor",0.00071,0.944,"hepa","42281"
"1474","pm10_outdoor","pm25_outdoor",0.37,5.84e-306,"hepa","42281"
"1475","pm1num_indoor","pm25_outdoor",0.16,7.01e-60,"hepa","42281"
"1476","pm1num_outdoor","pm25_outdoor",0.94,0,"hepa","42281"
"1477","pm1num_ratio","pm25_outdoor",-0.24,3.71e-124,"hepa","42281"
"1478","temp_indoor","pm25_outdoor",-0.16,1.99e-57,"hepa","42281"
"1479","temp_outdoor","pm25_outdoor",-0.091,3.94e-19,"hepa","42281"
"1480","temp_ratio","pm25_outdoor",-0.15,1.43e-50,"hepa","42281"
"1481","pm1_indoor","pm10_indoor",0.14,1.76e-43,"hepa","42281"
"1482","pm1_outdoor","pm10_indoor",0.0062,0.539,"hepa","42281"
"1483","pm25_indoor","pm10_indoor",0.44,0,"hepa","42281"
"1484","pm25_outdoor","pm10_indoor",0.00071,0.944,"hepa","42281"
"1485","pm10_indoor","pm10_indoor",1,0,"hepa","42281"
"1486","pm10_outdoor","pm10_indoor",0.16,4.37e-57,"hepa","42281"
"1487","pm1num_indoor","pm10_indoor",0.3,1.34e-204,"hepa","42281"
"1488","pm1num_outdoor","pm10_indoor",0.0043,0.67,"hepa","42281"
"1489","pm1num_ratio","pm10_indoor",-0.047,3.49e-06,"hepa","42281"
"1490","temp_indoor","pm10_indoor",-0.23,3.06e-115,"hepa","42281"
"1491","temp_outdoor","pm10_indoor",-0.25,3.61e-133,"hepa","42281"
"1492","temp_ratio","pm10_indoor",-0.22,4.96e-107,"hepa","42281"
"1493","pm1_indoor","pm10_outdoor",0.029,0.00369,"hepa","42281"
"1494","pm1_outdoor","pm10_outdoor",0.35,7.96e-272,"hepa","42281"
"1495","pm25_indoor","pm10_outdoor",0.084,1.13e-16,"hepa","42281"
"1496","pm25_outdoor","pm10_outdoor",0.37,5.84e-306,"hepa","42281"
"1497","pm10_indoor","pm10_outdoor",0.16,4.37e-57,"hepa","42281"
"1498","pm10_outdoor","pm10_outdoor",1,0,"hepa","42281"
"1499","pm1num_indoor","pm10_outdoor",0.041,4.35e-05,"hepa","42281"
"1500","pm1num_outdoor","pm10_outdoor",0.32,3.89e-233,"hepa","42281"
"1501","pm1num_ratio","pm10_outdoor",-0.1,1.24e-23,"hepa","42281"
"1502","temp_indoor","pm10_outdoor",-0.097,9.61e-22,"hepa","42281"
"1503","temp_outdoor","pm10_outdoor",-0.12,1.39e-30,"hepa","42281"
"1504","temp_ratio","pm10_outdoor",-0.088,2.62e-18,"hepa","42281"
"1505","pm1_indoor","pm1num_indoor",0.51,0,"hepa","42281"
"1506","pm1_outdoor","pm1num_indoor",0.17,1.5e-60,"hepa","42281"
"1507","pm25_indoor","pm1num_indoor",0.66,0,"hepa","42281"
"1508","pm25_outdoor","pm1num_indoor",0.16,7.01e-60,"hepa","42281"
"1509","pm10_indoor","pm1num_indoor",0.3,1.34e-204,"hepa","42281"
"1510","pm10_outdoor","pm1num_indoor",0.041,4.35e-05,"hepa","42281"
"1511","pm1num_indoor","pm1num_indoor",1,0,"hepa","42281"
"1512","pm1num_outdoor","pm1num_indoor",0.16,8.38e-57,"hepa","42281"
"1513","pm1num_ratio","pm1num_indoor",0.36,4.49e-290,"hepa","42281"
"1514","temp_indoor","pm1num_indoor",-0.32,6.35e-231,"hepa","42281"
"1515","temp_outdoor","pm1num_indoor",-0.28,1.14e-174,"hepa","42281"
"1516","temp_ratio","pm1num_indoor",-0.32,1.24e-232,"hepa","42281"
"1517","pm1_indoor","pm1num_outdoor",0.19,2.08e-76,"hepa","42281"
"1518","pm1_outdoor","pm1num_outdoor",0.96,0,"hepa","42281"
"1519","pm25_indoor","pm1num_outdoor",0.13,1.14e-36,"hepa","42281"
"1520","pm25_outdoor","pm1num_outdoor",0.94,0,"hepa","42281"
"1521","pm10_indoor","pm1num_outdoor",0.0043,0.67,"hepa","42281"
"1522","pm10_outdoor","pm1num_outdoor",0.32,3.89e-233,"hepa","42281"
"1523","pm1num_indoor","pm1num_outdoor",0.16,8.38e-57,"hepa","42281"
"1524","pm1num_outdoor","pm1num_outdoor",1,0,"hepa","42281"
"1525","pm1num_ratio","pm1num_outdoor",-0.28,1.02e-173,"hepa","42281"
"1526","temp_indoor","pm1num_outdoor",-0.15,6.69e-51,"hepa","42281"
"1527","temp_outdoor","pm1num_outdoor",-0.14,5.25e-45,"hepa","42281"
"1528","temp_ratio","pm1num_outdoor",-0.14,1.12e-43,"hepa","42281"
"1529","pm1_indoor","pm1num_ratio",-0.016,0.114,"hepa","42281"
"1530","pm1_outdoor","pm1num_ratio",-0.25,4.16e-135,"hepa","42281"
"1531","pm25_indoor","pm1num_ratio",-0.0017,0.869,"hepa","42281"
"1532","pm25_outdoor","pm1num_ratio",-0.24,3.71e-124,"hepa","42281"
"1533","pm10_indoor","pm1num_ratio",-0.047,3.49e-06,"hepa","42281"
"1534","pm10_outdoor","pm1num_ratio",-0.1,1.24e-23,"hepa","42281"
"1535","pm1num_indoor","pm1num_ratio",0.36,4.49e-290,"hepa","42281"
"1536","pm1num_outdoor","pm1num_ratio",-0.28,1.02e-173,"hepa","42281"
"1537","pm1num_ratio","pm1num_ratio",1,0,"hepa","42281"
"1538","temp_indoor","pm1num_ratio",0.34,1.06e-255,"hepa","42281"
"1539","temp_outdoor","pm1num_ratio",0.27,1.49e-167,"hepa","42281"
"1540","temp_ratio","pm1num_ratio",0.31,1.29e-221,"hepa","42281"
"1541","pm1_indoor","temp_indoor",-0.23,2.03e-120,"hepa","42281"
"1542","pm1_outdoor","temp_indoor",-0.17,2.35e-60,"hepa","42281"
"1543","pm25_indoor","temp_indoor",-0.31,5.07e-214,"hepa","42281"
"1544","pm25_outdoor","temp_indoor",-0.16,1.99e-57,"hepa","42281"
"1545","pm10_indoor","temp_indoor",-0.23,3.06e-115,"hepa","42281"
"1546","pm10_outdoor","temp_indoor",-0.097,9.61e-22,"hepa","42281"
"1547","pm1num_indoor","temp_indoor",-0.32,6.35e-231,"hepa","42281"
"1548","pm1num_outdoor","temp_indoor",-0.15,6.69e-51,"hepa","42281"
"1549","pm1num_ratio","temp_indoor",0.34,1.06e-255,"hepa","42281"
"1550","temp_indoor","temp_indoor",1,0,"hepa","42281"
"1551","temp_outdoor","temp_indoor",0.59,0,"hepa","42281"
"1552","temp_ratio","temp_indoor",1,0,"hepa","42281"
"1553","pm1_indoor","temp_outdoor",-0.092,1.03e-19,"hepa","42281"
"1554","pm1_outdoor","temp_outdoor",-0.094,1.73e-20,"hepa","42281"
"1555","pm25_indoor","temp_outdoor",-0.26,6.93e-148,"hepa","42281"
"1556","pm25_outdoor","temp_outdoor",-0.091,3.94e-19,"hepa","42281"
"1557","pm10_indoor","temp_outdoor",-0.25,3.61e-133,"hepa","42281"
"1558","pm10_outdoor","temp_outdoor",-0.12,1.39e-30,"hepa","42281"
"1559","pm1num_indoor","temp_outdoor",-0.28,1.14e-174,"hepa","42281"
"1560","pm1num_outdoor","temp_outdoor",-0.14,5.25e-45,"hepa","42281"
"1561","pm1num_ratio","temp_outdoor",0.27,1.49e-167,"hepa","42281"
"1562","temp_indoor","temp_outdoor",0.59,0,"hepa","42281"
"1563","temp_outdoor","temp_outdoor",1,0,"hepa","42281"
"1564","temp_ratio","temp_outdoor",0.54,0,"hepa","42281"
