"","peak_idx","valley_idx","peak_hgt","k_val","conv_tol","case","participant","particle"
"peaks_x55",349,418,250.2495,0.155603477649236,1.03749516517741e-06,"sham","42231","10"
"peaks_x65",531,534,20.3932,0.18323346999045,8.87544996765786e-06,"sham","42231","10"
"peaks_x74",553,629,106.9874,0.342258884387271,1.47211605056869e-06,"sham","42231","10"
"peaks_x82",677,730,30.19,0.129577271482202,2.03106203903637e-06,"sham","42231","10"
"peaks_x92",763,776,23.7136,0.329136360293906,2.4618884329935e-07,"sham","42231","10"
"peaks_x102",831,882,28.3642,0.343135714000889,1.19681896867212e-07,"sham","42231","10"
"peaks_x114",974,999,25.2877,0.122411824349159,3.05403160238069e-07,"sham","42231","10"
"peaks_x123",1078,1112,36.0045,0.705066724226468,2.96662480886388e-07,"sham","42231","10"
"peaks_x131",1115,1145,27.5755,0.236836050064882,9.58922290861326e-07,"sham","42231","10"
"peaks_x141",1207,1234,25.09,0.278515244581842,2.48989764132665e-06,"sham","42231","10"
"peaks_x151",1237,1255,22.6048,0.263175238794333,1.53808506975684e-06,"sham","42231","10"
"peaks_x161",1387,1486,33.3738,0.303386331500722,1.43395111965061e-06,"sham","42231","10"
"peaks_x17",1499,1520,27.8609,0.283477502728851,1.97630732542804e-06,"sham","42231","10"
"peaks_x18",1534,1543,26.6207,0.610074897247922,3.75362797793468e-06,"sham","42231","10"
"peaks_x19",1631,1654,21.0002,0.127071442551797,2.5042707132455e-06,"sham","42231","10"
"peaks_x20",1770,1799,44.0684,0.241250646836268,5.21032181213658e-07,"sham","42231","10"
"1",219,303,28.2669,0.169431380705441,5.26089185573428e-07,"hepa","42231","1"
"2",421,475,51.8323,0.970036796881259,9.10555449298691e-07,"hepa","42231","1"
"3",831,900,42.0123,0.225358459872984,1.65998155139502e-06,"hepa","42231","1"
"4",957,975,18.3603,0.241675155503063,2.71866304305146e-07,"hepa","42231","1"
"5",1101,1164,64.7329,0.166521874240375,1.85684452295526e-06,"hepa","42231","1"
"6",1246,1287,20.9343,0.149190144054843,8.44918082789815e-07,"hepa","42231","1"
"7",219,231,28.4275,0.115202922795204,6.12453290759254e-07,"hepa","42231","2.5"
"8",421,428,55.7028,1.13037959022636,6.1273114582443e-06,"hepa","42231","2.5"
"9",532,551,12.712,0.495049409719314,3.13589592145768e-06,"hepa","42231","2.5"
"10",721,746,10.3095555555556,0.111518802740744,1.44170797884971e-06,"hepa","42231","2.5"
"11",809,817,12.0388,0.00634406761799105,2.24053352058702e-06,"hepa","42231","2.5"
"12",831,879,42.1312,0.224645203221202,7.94536955919306e-07,"hepa","42231","2.5"
"13",957,975,27.2439,0.244998898591983,1.55310274113309e-07,"hepa","42231","2.5"
"14",1099,1164,152.0653,0.178163866537574,1.79616594318577e-07,"hepa","42231","2.5"
"15",1246,1265,21.1826,0.127271150925856,3.10188270113208e-06,"hepa","42231","2.5"
"16",76,89,22.9152,0.81037754379894,2.15546131414827e-06,"hepa","42231","10"
"17",144,149,20.594,0.622940160109076,3.34473125684126e-06,"hepa","42231","10"
"18",219,231,36.8312,0.141816196806708,5.00976239383021e-07,"hepa","42231","10"
"19",421,479,80.7897,0.0483403438717181,4.98711995970743e-07,"hepa","42231","10"
"20",532,550,117.8603,0.824235736968104,1.88332943247519e-07,"hepa","42231","10"
"21",556,576,33.8051,0.720547346455502,1.37196679555828e-06,"hepa","42231","10"
"22",645,679,23.5689,0.253017846235504,2.47026868222275e-06,"hepa","42231","10"
"23",719,745,31.097,0.189224379006026,4.49488039658368e-07,"hepa","42231","10"
"24",793,805,32.076,0.588326540532834,1.96726274198604e-06,"hepa","42231","10"
"25",832,875,49.7593,0.245455475692499,1.92674804471133e-06,"hepa","42231","10"
"26",882,890,29.0728,0.202096815381342,3.22593134028962e-06,"hepa","42231","10"
"27",935,953,23.6744,1.15806842780851,1.36686815798402e-06,"hepa","42231","10"
"28",978,1012,20.3605555555556,0.579263305210775,2.29078256073486e-06,"hepa","42231","10"
"29",1099,1159,437.0887,0.322353361202189,7.91205290786494e-07,"hepa","42231","10"
"30",1168,1189,33.4994444444444,0.355428287353279,1.78283334376525e-06,"hepa","42231","10"
"31",1234,1239,57.6572,0.822824105385928,5.9057701108542e-06,"hepa","42231","10"
"110",9,33,108.9155,0.0428912754196314,2.80921424598765e-06,"sham","42281","1"
"210",49,72,25.8458,0.159868838516581,3.63055139087401e-06,"sham","42281","1"
"310",86,129,81.5745,0.0627281723040418,2.47612992676842e-06,"sham","42281","1"
"410",237,247,80.4815,0.477386971611775,8.7780315050707e-07,"sham","42281","1"
"51",295,329,84.5288,0.140990837710861,2.83886033770271e-06,"sham","42281","1"
"61",372,405,129.9413,0.266835788550816,2.70873275297056e-06,"sham","42281","1"
"71",410,426,28.3581,0.216619163628871,1.44674250338159e-06,"sham","42281","1"
"81",437,463,104.364,0.201499081395557,5.97976004673426e-07,"sham","42281","1"
"91",483,491,11.1551,0.258148850966599,1.36724198775687e-06,"sham","42281","1"
"101",628,644,12.199,0.312776784692344,2.88753348416547e-06,"sham","42281","1"
"111",648,687,91.2958,0.253140057629379,2.70926759747297e-06,"sham","42281","1"
"121",778,803,145.6311,0.320128160935194,4.92409931001374e-07,"sham","42281","1"
"131",809,827,62.8211,0.162910783692798,2.30951224846954e-06,"sham","42281","1"
"141",829,853,23.6594,0.138062106501697,1.53532375066474e-06,"sham","42281","1"
"151",869,914,120.6807,0.136429662803771,9.64716211919857e-07,"sham","42281","1"
"161",938,965,65.9015,0.162847704356189,1.25828573086187e-06,"sham","42281","1"
"171",967,986,17.4626,0.136137997261647,3.30318177044817e-07,"sham","42281","1"
"181",9,33,116.3776,0.0434360115876187,2.83587441552115e-06,"sham","42281","2.5"
"191",49,72,28.2861,0.159412150140001,2.97670863432027e-06,"sham","42281","2.5"
"201",86,129,88.6081,0.0653858782634038,4.40100906163685e-07,"sham","42281","2.5"
"211",237,247,85.4683,0.483136904110516,1.06596798930225e-06,"sham","42281","2.5"
"221",295,327,88.0683,0.141059389910737,3.00021990478661e-06,"sham","42281","2.5"
"231",372,400,140.5493,0.275996256417117,7.12630005192692e-07,"sham","42281","2.5"
"241",410,426,30.228,0.219557407296754,1.14567004598123e-06,"sham","42281","2.5"
"251",437,463,109.2832,0.202987633759793,3.87049531887279e-07,"sham","42281","2.5"
"261",483,491,12.2502,0.26646189636434,9.04617254452494e-07,"sham","42281","2.5"
"271",628,644,16.3023,0.271764899553663,1.43734665066831e-06,"sham","42281","2.5"
"281",648,687,96.1468,0.25895388987563,1.1696354846741e-06,"sham","42281","2.5"
"291",777,803,158.7687,0.265516234997893,8.48735623344812e-07,"sham","42281","2.5"
"301",809,827,65.7579,0.165256899862334,2.34061851424237e-06,"sham","42281","2.5"
"311",829,853,24.9396,0.134741157978601,1.23172021969242e-06,"sham","42281","2.5"
"32",869,906,127.2078,0.13544642388581,4.77480833816909e-07,"sham","42281","2.5"
"33",938,965,68.9137,0.163912499446365,1.20535475591952e-06,"sham","42281","2.5"
"34",967,986,18.0269,0.163530075251227,4.0425738513997e-06,"sham","42281","2.5"
"35",9,33,116.9473,0.0386042117503094,3.02471985110831e-06,"sham","42281","10"
"36",48,72,33.5111,0.14029537513644,2.62318040942972e-06,"sham","42281","10"
"37",86,122,89.0364,0.0531015346064184,6.76534347967222e-07,"sham","42281","10"
"38",237,249,85.8789,0.445450067830191,4.16917684008842e-06,"sham","42281","10"
"39",295,310,91.3663,0.105105952105791,4.76921191850078e-06,"sham","42281","10"
"40",372,400,141.2247,0.275906173400704,3.09923027371392e-07,"sham","42281","10"
"41",410,426,31.4103,0.222204891326193,3.75395197944264e-07,"sham","42281","10"
"42",438,451,112.8853,0.251231130334316,2.13191753747673e-07,"sham","42281","10"
"43",483,491,22.1199,0.487615909119998,2.84334714799032e-07,"sham","42281","10"
"44",627,636,69.7424,0.457223680553681,2.66818717441733e-07,"sham","42281","10"
"45",648,696,96.6279,0.250050675717796,9.85464142701998e-07,"sham","42281","10"
"46",777,803,161.2058,0.272889938159319,7.73833162194886e-07,"sham","42281","10"
"47",809,827,66.1657,0.164392611458229,1.84020336321902e-06,"sham","42281","10"
"48",829,856,26.5315,0.0564040033560217,2.66764343008371e-06,"sham","42281","10"
"49",869,894,131.2155,0.126373073232409,1.8812261123966e-06,"sham","42281","10"
"50",938,965,70.1388,0.166185365050258,9.47380151764174e-07,"sham","42281","10"
"112",64,70,16.77175,0.401646434605623,8.55005361201555e-07,"sham","42301","1"
"212",176,208,91.17525,0.207363725195266,1.97071302654372e-06,"sham","42301","1"
"312",250,269,10.082,0.97122723934221,2.64983011853494e-06,"sham","42301","1"
"411",321,335,103.478,0.479108925543974,8.61118632391778e-07,"sham","42301","1"
"52",458,465,19.45,0.0419631817907427,7.04116640599915e-06,"sham","42301","1"
"62",590,625,337.232,0.096285713338602,1.23382779802067e-06,"sham","42301","1"
"72",696,728,10.4479,0.129839305327109,1.02068709600612e-06,"sham","42301","1"
"82",733,744,11.1956,0.288044376305983,5.72898451496956e-07,"sham","42301","1"
"92",64,70,17.047,0.342351380321426,2.82318680174519e-06,"sham","42301","2.5"
"102",176,209,93.26375,0.20148972377459,2.11725603283943e-06,"sham","42301","2.5"
"113",250,268,10.1476,0.98231444219087,2.57494181413584e-06,"sham","42301","2.5"
"122",321,335,110.88725,0.484814977583865,1.051742835464e-06,"sham","42301","2.5"
"132",417,427,10.7293333333333,0.181364170788383,3.16128522071535e-06,"sham","42301","2.5"
"142",590,625,337.232,0.0927744564398723,1.67866511815356e-06,"sham","42301","2.5"
"152",696,722,11.0456,0.13178502511599,1.05988033370932e-06,"sham","42301","2.5"
"162",733,744,14.2904,0.2547144200244,1.96147691058011e-06,"sham","42301","2.5"
"172",10,17,45.132,0.872097889474531,3.10604038317249e-06,"sham","42301","10"
"182",44,51,50.2868,0.0146902767307038,1.56511477176628e-06,"sham","42301","10"
"192",66,90,26.8158,0.0858789395135993,1.04140554045944e-06,"sham","42301","10"
"202",145,155,56.5769,0.641081205883538,9.5306931831549e-07,"sham","42301","10"
"213",176,209,119.92875,0.160070040351629,3.013537449573e-06,"sham","42301","10"
"222",288,306,79.9267,0.197992551125551,2.96763578076504e-06,"sham","42301","10"
"232",320,333,151.741,0.364552735911218,4.01683542922717e-06,"sham","42301","10"
"242",476,484,86.0049,1.29312119386855,5.01408499908956e-06,"sham","42301","10"
"252",590,625,337.232,0.0818827739936375,6.5985652320302e-07,"sham","42301","10"
"262",732,746,41.8075,0.26173568691521,4.7965681068282e-06,"sham","42301","10"
"114",28,54,89.7684,0.189795103272165,8.20301960664983e-07,"hepa","42301","1"
"214",137,166,55.077,0.289849773766661,1.39262864149806e-06,"hepa","42301","1"
"313",184,195,120.2191,0.311825039260871,4.97338413495779e-06,"hepa","42301","1"
"412",326,353,381.965875,0.204218934157055,1.28633275915408e-06,"hepa","42301","1"
"53",429,448,53.8652,0.28560423915292,3.88339535213513e-07,"hepa","42301","1"
"63",470,483,19.3323,0.370715503327548,3.70597409003266e-06,"hepa","42301","1"
"73",493,509,23.4315,0.507390569458417,2.09227588539125e-06,"hepa","42301","1"
"83",591,633,362.4255,0.431874248416521,4.47137805478989e-07,"hepa","42301","1"
"93",683,701,12.0901,0.189229517811788,1.30252453117762e-06,"hepa","42301","1"
"103",724,738,31.5392,0.279343680485722,8.13326266274865e-08,"hepa","42301","1"
"115",28,51,98.4057,0.176099351441168,9.38837293331115e-07,"hepa","42301","2.5"
"123",137,166,57.6178,0.29052426489372,1.30280320122958e-06,"hepa","42301","2.5"
"133",184,195,125.2666,0.313431708168407,5.03112239207776e-06,"hepa","42301","2.5"
"143",326,357,389.437125,0.209576772912819,1.61297948073521e-06,"hepa","42301","2.5"
"153",429,448,56.2028,0.28365750839713,4.40092649216853e-07,"hepa","42301","2.5"
"163",470,483,31.6143,0.376564858299226,3.95930173106799e-06,"hepa","42301","2.5"
"173",493,509,23.9482,0.504053580194117,1.05041557058655e-06,"hepa","42301","2.5"
"183",514,548,13.3445,0.354725173650664,1.32018142929526e-07,"hepa","42301","2.5"
"193",591,617,366.151375,0.432418838278378,8.2564566588414e-07,"hepa","42301","2.5"
"203",684,701,13.0318,0.222176744290415,3.48172493146018e-06,"hepa","42301","2.5"
"215",724,753,35.8687,0.297500408994501,2.15868344172792e-07,"hepa","42301","2.5"
"223",137,151,83.6137,0.322573141662342,2.92975406946014e-06,"hepa","42301","10"
"233",184,194,162.0872,0.353797999646881,3.55798435214386e-06,"hepa","42301","10"
"243",326,358,443.37125,0.219834890583899,1.16163096316535e-06,"hepa","42301","10"
"253",428,445,74.04,0.22398474455986,3.77728816449394e-06,"hepa","42301","10"
"263",469,482,225.5168,0.517667155255768,3.75414448455849e-06,"hepa","42301","10"
"272",492,509,134.3016,0.808906231663108,2.16203976782119e-06,"hepa","42301","10"
"282",513,527,91.0098,0.414399380139371,3.65390262746387e-06,"hepa","42301","10"
"292",591,611,367.528875,0.422304064853247,1.32228304218069e-06,"hepa","42301","10"
"302",684,698,40.7339,0.585381334871498,1.82180821497951e-06,"hepa","42301","10"
"314",724,734,103.1295,0.590892762733987,1.48973916712958e-06,"hepa","42301","10"
"116",201,240,35.8768,0.182898415400291,4.80388621855681e-07,"hepa","42321","1"
"216",636,666,38.855,0.422812046797145,1.49113831442267e-06,"hepa","42321","1"
"315",775,830,153.336,0.138695919510947,3.22943106549933e-07,"hepa","42321","1"
"413",201,240,63.2398,0.191621581857561,1.61598118242935e-06,"hepa","42321","2.5"
"54",636,666,41.02,0.434577944406402,2.13945188359204e-06,"hepa","42321","2.5"
"64",775,830,203.5088,0.154727755096301,2.31147513206402e-06,"hepa","42321","2.5"
"74",138,155,20.8958,0.269225748723427,1.54941416370266e-06,"hepa","42321","10"
"84",201,216,210.6865,0.314343767833001,1.13264961303864e-06,"hepa","42321","10"
"94",599,606,23.5777,0.320272082008649,6.69340613870391e-06,"hepa","42321","10"
