"","x","y","r","case","participant_id"
"375","pm25_outdoor","temp_ratio",0.595900271403744,"hepa","41271"
"376","pm25_ratio","pm10_indoor",0.321197976264849,"hepa","41271"
"377","pm25_ratio","pm10_outdoor",-0.113798735706415,"hepa","41271"
"378","pm25_ratio","pm10_ratio",0.46849878155183,"hepa","41271"
"379","pm25_ratio","pm1num_indoor",0.00880184915624418,"hepa","41271"
"380","pm25_ratio","pm1num_outdoor",-0.0790055031044703,"hepa","41271"
"381","pm25_ratio","pm1num_ratio",0.162480518383301,"hepa","41271"
"382","pm25_ratio","temp_indoor",-0.138365803240311,"hepa","41271"
"383","pm25_ratio","temp_outdoor",0.0297671422991136,"hepa","41271"
"384","pm25_ratio","temp_ratio",-0.0389455478296933,"hepa","41271"
"385","pm10_indoor","pm10_outdoor",0.0673332228024731,"hepa","41271"
"386","pm10_indoor","pm10_ratio",0.872419022638604,"hepa","41271"
"387","pm10_indoor","pm1num_indoor",0.137723715095747,"hepa","41271"
"388","pm10_indoor","pm1num_outdoor",0.0332067989878007,"hepa","41271"
"389","pm10_indoor","pm1num_ratio",0.0963930610796232,"hepa","41271"
"390","pm10_indoor","temp_indoor",0.142502245522558,"hepa","41271"
"391","pm10_indoor","temp_outdoor",0.152932171481139,"hepa","41271"
"392","pm10_indoor","temp_ratio",-0.137490016870229,"hepa","41271"
"393","pm10_outdoor","pm10_ratio",-0.205325079782197,"hepa","41271"
"394","pm10_outdoor","pm1num_indoor",0.325083199025471,"hepa","41271"
"395","pm10_outdoor","pm1num_outdoor",0.342989526653205,"hepa","41271"
"396","pm10_outdoor","pm1num_ratio",-0.146269652191979,"hepa","41271"
"397","pm10_outdoor","temp_indoor",-0.157564784648071,"hepa","41271"
"398","pm10_outdoor","temp_outdoor",-0.199341562375078,"hepa","41271"
"399","pm10_outdoor","temp_ratio",0.170906233791327,"hepa","41271"
"400","pm10_ratio","pm1num_indoor",0.0394949643157466,"hepa","41271"
"401","pm10_ratio","pm1num_outdoor",-0.0518782061926492,"hepa","41271"
"402","pm10_ratio","pm1num_ratio",0.126099550801528,"hepa","41271"
"403","pm10_ratio","temp_indoor",0.214546549244848,"hepa","41271"
"404","pm10_ratio","temp_outdoor",0.244302059885119,"hepa","41271"
"405","pm10_ratio","temp_ratio",-0.210241216081988,"hepa","41271"
"406","pm1num_indoor","pm1num_outdoor",0.671124806611035,"hepa","41271"
"407","pm1num_indoor","pm1num_ratio",0.102283607869051,"hepa","41271"
"408","pm1num_indoor","temp_indoor",-0.377223247786291,"hepa","41271"
"409","pm1num_indoor","temp_outdoor",-0.582404359960071,"hepa","41271"
"410","pm1num_indoor","temp_ratio",0.549942855406085,"hepa","41271"
"411","pm1num_outdoor","pm1num_ratio",-0.526769282172301,"hepa","41271"
"412","pm1num_outdoor","temp_indoor",-0.190980452721387,"hepa","41271"
"413","pm1num_outdoor","temp_outdoor",-0.450072306727416,"hepa","41271"
"414","pm1num_outdoor","temp_ratio",0.440042168691392,"hepa","41271"
"415","pm1num_ratio","temp_indoor",-0.0946705823192184,"hepa","41271"
"416","pm1num_ratio","temp_outdoor",0.0700861159375642,"hepa","41271"
"417","pm1num_ratio","temp_ratio",-0.119666302349294,"hepa","41271"
"418","temp_indoor","temp_outdoor",0.797579279785133,"hepa","41271"
"419","temp_indoor","temp_ratio",-0.669232186124817,"hepa","41271"
"420","temp_outdoor","temp_ratio",-0.917494716467651,"hepa","41271"
"421","concent_indoor","concent_outdoor",-0.0888843935619134,"sham","42281"
"422","concent_indoor","concent_ratio",0.597956360429815,"sham","42281"
"423","concent_indoor","inlttmp_indoor",0.492798371507504,"sham","42281"
"424","concent_indoor","inlttmp_outdoor",0.507483151107744,"sham","42281"
"425","concent_indoor","inlttmp_ratio",-0.443044901307836,"sham","42281"
"426","concent_indoor","pm1_indoor",0.638613665634315,"sham","42281"
"427","concent_indoor","pm1_outdoor",0.401452607557197,"sham","42281"
"428","concent_indoor","pm1_ratio",0.211690881580207,"sham","42281"
"429","concent_indoor","pm25_indoor",0.640842005788827,"sham","42281"
"430","concent_indoor","pm25_outdoor",0.242645700793418,"sham","42281"
"431","concent_indoor","pm25_ratio",0.491594753837817,"sham","42281"
"432","concent_indoor","pm10_indoor",0.647324885023802,"sham","42281"
"433","concent_indoor","pm10_outdoor",-0.345543118937745,"sham","42281"
"434","concent_indoor","pm10_ratio",0.436922938232464,"sham","42281"
"435","concent_indoor","pm1num_indoor",0.633324386019016,"sham","42281"
"436","concent_indoor","pm1num_outdoor",0.0307711538940446,"sham","42281"
"437","concent_indoor","pm1num_ratio",0.494005188690779,"sham","42281"
"438","concent_indoor","temp_indoor",0.289200685275388,"sham","42281"
"439","concent_indoor","temp_outdoor",0.0900557101967964,"sham","42281"
"440","concent_indoor","temp_ratio",-0.0148226337831009,"sham","42281"
"441","concent_outdoor","concent_ratio",-0.383887023382216,"sham","42281"
"442","concent_outdoor","inlttmp_indoor",-0.139420730963418,"sham","42281"
"443","concent_outdoor","inlttmp_outdoor",-0.146859464570945,"sham","42281"
"444","concent_outdoor","inlttmp_ratio",0.17406872801616,"sham","42281"
"445","concent_outdoor","pm1_indoor",-0.179334613948915,"sham","42281"
"446","concent_outdoor","pm1_outdoor",-0.16890862978565,"sham","42281"
"447","concent_outdoor","pm1_ratio",-0.239729170644417,"sham","42281"
"448","concent_outdoor","pm25_indoor",-0.178883014475046,"sham","42281"
"449","concent_outdoor","pm25_outdoor",-0.00603127375830515,"sham","42281"
"450","concent_outdoor","pm25_ratio",-0.171725668611752,"sham","42281"
"451","concent_outdoor","pm10_indoor",-0.180211631865528,"sham","42281"
"452","concent_outdoor","pm10_outdoor",0.475475652031181,"sham","42281"
"453","concent_outdoor","pm10_ratio",-0.376626884089795,"sham","42281"
"454","concent_outdoor","pm1num_indoor",-0.259533007174062,"sham","42281"
"455","concent_outdoor","pm1num_outdoor",0.232287913793747,"sham","42281"
"456","concent_outdoor","pm1num_ratio",-0.315850563864447,"sham","42281"
"457","concent_outdoor","temp_indoor",-0.073351238544577,"sham","42281"
"458","concent_outdoor","temp_outdoor",-0.335905976864307,"sham","42281"
"459","concent_outdoor","temp_ratio",-0.144313421936179,"sham","42281"
"460","concent_ratio","inlttmp_indoor",0.434376737062953,"sham","42281"
"461","concent_ratio","inlttmp_outdoor",0.448588802198693,"sham","42281"
"462","concent_ratio","inlttmp_ratio",-0.400900985697283,"sham","42281"
"463","concent_ratio","pm1_indoor",0.451689461015505,"sham","42281"
"464","concent_ratio","pm1_outdoor",0.28051238462464,"sham","42281"
"465","concent_ratio","pm1_ratio",0.116037181275322,"sham","42281"
"466","concent_ratio","pm25_indoor",0.451747575994146,"sham","42281"
"467","concent_ratio","pm25_outdoor",0.151056882493686,"sham","42281"
"468","concent_ratio","pm25_ratio",0.305625247183722,"sham","42281"
"469","concent_ratio","pm10_indoor",0.454101158800512,"sham","42281"
"470","concent_ratio","pm10_outdoor",-0.313666001309568,"sham","42281"
"471","concent_ratio","pm10_ratio",0.440566346374348,"sham","42281"
"472","concent_ratio","pm1num_indoor",0.460899973019327,"sham","42281"
"473","concent_ratio","pm1num_outdoor",0.108206548604759,"sham","42281"
"474","concent_ratio","pm1num_ratio",0.359654428464079,"sham","42281"
"475","concent_ratio","temp_indoor",0.247399454304763,"sham","42281"
"476","concent_ratio","temp_outdoor",0.058204932286879,"sham","42281"
"477","concent_ratio","temp_ratio",-0.00100580216446342,"sham","42281"
"478","inlttmp_indoor","inlttmp_outdoor",0.997608210397761,"sham","42281"
"479","inlttmp_indoor","inlttmp_ratio",-0.482867310550834,"sham","42281"
"480","inlttmp_indoor","pm1_indoor",0.432770652880935,"sham","42281"
"481","inlttmp_indoor","pm1_outdoor",0.540285769699311,"sham","42281"
"482","inlttmp_indoor","pm1_ratio",0.0724588012015654,"sham","42281"
"483","inlttmp_indoor","pm25_indoor",0.429815734044248,"sham","42281"
"484","inlttmp_indoor","pm25_outdoor",0.386087885505291,"sham","42281"
"485","inlttmp_indoor","pm25_ratio",0.195970876101735,"sham","42281"
"486","inlttmp_indoor","pm10_indoor",0.434184718220579,"sham","42281"
"487","inlttmp_indoor","pm10_outdoor",-0.444862389590843,"sham","42281"
"488","inlttmp_indoor","pm10_ratio",0.303975813760957,"sham","42281"
"489","inlttmp_indoor","pm1num_indoor",0.410615555257827,"sham","42281"
"490","inlttmp_indoor","pm1num_outdoor",0.0391648200060686,"sham","42281"
"491","inlttmp_indoor","pm1num_ratio",0.229291105506183,"sham","42281"
"492","inlttmp_indoor","temp_indoor",0.870969127403011,"sham","42281"
"493","inlttmp_indoor","temp_outdoor",0.10196690303428,"sham","42281"
"494","inlttmp_indoor","temp_ratio",-0.00301042760114836,"sham","42281"
"495","inlttmp_outdoor","inlttmp_ratio",-0.542176365212494,"sham","42281"
"496","inlttmp_outdoor","pm1_indoor",0.46369544086843,"sham","42281"
"497","inlttmp_outdoor","pm1_outdoor",0.560542776356328,"sham","42281"
"498","inlttmp_outdoor","pm1_ratio",0.0775684984010848,"sham","42281"
"499","inlttmp_outdoor","pm25_indoor",0.460405867159785,"sham","42281"
"500","inlttmp_outdoor","pm25_outdoor",0.402332564595247,"sham","42281"
"501","inlttmp_outdoor","pm25_ratio",0.207237515265458,"sham","42281"
"502","inlttmp_outdoor","pm10_indoor",0.464968869697731,"sham","42281"
"503","inlttmp_outdoor","pm10_outdoor",-0.447605819303453,"sham","42281"
"504","inlttmp_outdoor","pm10_ratio",0.325181470141818,"sham","42281"
"505","inlttmp_outdoor","pm1num_indoor",0.441446380998314,"sham","42281"
"506","inlttmp_outdoor","pm1num_outdoor",0.0161557093499815,"sham","42281"
"507","inlttmp_outdoor","pm1num_ratio",0.274162238314677,"sham","42281"
"508","inlttmp_outdoor","temp_indoor",0.84297050265183,"sham","42281"
"509","inlttmp_outdoor","temp_outdoor",0.120803558537078,"sham","42281"
"510","inlttmp_outdoor","temp_ratio",-0.00278174034746623,"sham","42281"
"511","inlttmp_ratio","pm1_indoor",-0.607642757685486,"sham","42281"
"512","inlttmp_ratio","pm1_outdoor",-0.548656865044489,"sham","42281"
"513","inlttmp_ratio","pm1_ratio",-0.103197025545355,"sham","42281"
"514","inlttmp_ratio","pm25_indoor",-0.601867183928475,"sham","42281"
"515","inlttmp_ratio","pm25_outdoor",-0.41181432821372,"sham","42281"
"516","inlttmp_ratio","pm25_ratio",-0.24075233293994,"sham","42281"
"517","inlttmp_ratio","pm10_indoor",-0.606753407610841,"sham","42281"
"518","inlttmp_ratio","pm10_outdoor",0.277603019793607,"sham","42281"
"519","inlttmp_ratio","pm10_ratio",-0.417688579895369,"sham","42281"
"520","inlttmp_ratio","pm1num_indoor",-0.597320323933699,"sham","42281"
"521","inlttmp_ratio","pm1num_outdoor",0.289504096260021,"sham","42281"
"522","inlttmp_ratio","pm1num_ratio",-0.687932231465985,"sham","42281"
"523","inlttmp_ratio","temp_indoor",-0.0861947791020052,"sham","42281"
"524","inlttmp_ratio","temp_outdoor",-0.315883343843852,"sham","42281"
"525","inlttmp_ratio","temp_ratio",-0.00317304535101046,"sham","42281"
"526","pm1_indoor","pm1_outdoor",0.240334022603187,"sham","42281"
"527","pm1_indoor","pm1_ratio",0.456968291338437,"sham","42281"
"528","pm1_indoor","pm25_indoor",0.99991957952839,"sham","42281"
"529","pm1_indoor","pm25_outdoor",0.0779978803487972,"sham","42281"
"530","pm1_indoor","pm25_ratio",0.7863180221142,"sham","42281"
"531","pm1_indoor","pm10_indoor",0.99959362093578,"sham","42281"
"532","pm1_indoor","pm10_outdoor",-0.287412085766479,"sham","42281"
"533","pm1_indoor","pm10_ratio",0.751326434313516,"sham","42281"
"534","pm1_indoor","pm1num_indoor",0.988564328782527,"sham","42281"
"535","pm1_indoor","pm1num_outdoor",0.112713519101011,"sham","42281"
"536","pm1_indoor","pm1num_ratio",0.846168700426957,"sham","42281"
"537","pm1_indoor","temp_indoor",0.219918869745484,"sham","42281"
"538","pm1_indoor","temp_outdoor",-0.0360304515981987,"sham","42281"
"539","pm1_indoor","temp_ratio",-0.0178582724180906,"sham","42281"
"540","pm1_outdoor","pm1_ratio",-0.324756266237728,"sham","42281"
"541","pm1_outdoor","pm25_indoor",0.237755050909328,"sham","42281"
"542","pm1_outdoor","pm25_outdoor",0.885987940946383,"sham","42281"
"543","pm1_outdoor","pm25_ratio",-0.15751479147084,"sham","42281"
"544","pm1_outdoor","pm10_indoor",0.242443989171712,"sham","42281"
"545","pm1_outdoor","pm10_outdoor",-0.388611177900274,"sham","42281"
"546","pm1_outdoor","pm10_ratio",0.165070860822457,"sham","42281"
"547","pm1_outdoor","pm1num_indoor",0.272426252498441,"sham","42281"
"548","pm1_outdoor","pm1num_outdoor",-0.478848425225494,"sham","42281"
"549","pm1_outdoor","pm1num_ratio",0.413328044630103,"sham","42281"
"550","pm1_outdoor","temp_indoor",0.312020699036087,"sham","42281"
"551","pm1_outdoor","temp_outdoor",0.75201999630386,"sham","42281"
"552","pm1_outdoor","temp_ratio",0.0107525403359527,"sham","42281"
"553","pm1_ratio","pm25_indoor",0.456296896187624,"sham","42281"
"554","pm1_ratio","pm25_outdoor",-0.455494157799542,"sham","42281"
"555","pm1_ratio","pm25_ratio",0.722011379607196,"sham","42281"
"556","pm1_ratio","pm10_indoor",0.456344193852017,"sham","42281"
"557","pm1_ratio","pm10_outdoor",-0.192447037519259,"sham","42281"
"558","pm1_ratio","pm10_ratio",0.343268876204393,"sham","42281"
"559","pm1_ratio","pm1num_indoor",0.454144532884173,"sham","42281"
"560","pm1_ratio","pm1num_outdoor",0.0728207836646511,"sham","42281"
"561","pm1_ratio","pm1num_ratio",0.295743636556044,"sham","42281"
"562","pm1_ratio","temp_indoor",0.0786922899063398,"sham","42281"
"563","pm1_ratio","temp_outdoor",-0.303800923601255,"sham","42281"
"564","pm1_ratio","temp_ratio",0.0121473064374232,"sham","42281"
"565","pm25_indoor","pm25_outdoor",0.0747446315280294,"sham","42281"
"566","pm25_indoor","pm25_ratio",0.788602596427397,"sham","42281"
"567","pm25_indoor","pm10_indoor",0.999676863854656,"sham","42281"
"568","pm25_indoor","pm10_outdoor",-0.28855907436735,"sham","42281"
"569","pm25_indoor","pm10_ratio",0.753087040707076,"sham","42281"
"570","pm25_indoor","pm1num_indoor",0.988905703738247,"sham","42281"
"571","pm25_indoor","pm1num_outdoor",0.115707457013387,"sham","42281"
"572","pm25_indoor","pm1num_ratio",0.845486789588424,"sham","42281"
"573","pm25_indoor","temp_indoor",0.219636158516059,"sham","42281"
"574","pm25_indoor","temp_outdoor",-0.0362871211635408,"sham","42281"
"575","pm25_indoor","temp_ratio",-0.017639775786133,"sham","42281"
"576","pm25_outdoor","pm25_ratio",-0.366388033266686,"sham","42281"
"577","pm25_outdoor","pm10_indoor",0.077811486288015,"sham","42281"
"578","pm25_outdoor","pm10_outdoor",-0.000895105618544074,"sham","42281"
"579","pm25_outdoor","pm10_ratio",-0.0619048534107239,"sham","42281"
"580","pm25_outdoor","pm1num_indoor",0.0871232747527719,"sham","42281"
"581","pm25_outdoor","pm1num_outdoor",-0.371158859139303,"sham","42281"
"582","pm25_outdoor","pm1num_ratio",0.236019101269742,"sham","42281"
"583","pm25_outdoor","temp_indoor",0.214917604129122,"sham","42281"
"584","pm25_outdoor","temp_outdoor",0.603767339204166,"sham","42281"
"585","pm25_outdoor","temp_ratio",0.000197884464515316,"sham","42281"
"586","pm25_ratio","pm10_indoor",0.789062783041113,"sham","42281"
"587","pm25_ratio","pm10_outdoor",-0.284294827161051,"sham","42281"
"588","pm25_ratio","pm10_ratio",0.686089713928533,"sham","42281"
"589","pm25_ratio","pm1num_indoor",0.779598478731452,"sham","42281"
"590","pm25_ratio","pm1num_outdoor",0.19534484427786,"sham","42281"
"591","pm25_ratio","pm1num_ratio",0.557670799282452,"sham","42281"
"592","pm25_ratio","temp_indoor",0.122139932083705,"sham","42281"
"593","pm25_ratio","temp_outdoor",-0.253122584132631,"sham","42281"
"594","pm25_ratio","temp_ratio",-0.0113777111364565,"sham","42281"
"595","pm10_indoor","pm10_outdoor",-0.293043510747364,"sham","42281"
"596","pm10_indoor","pm10_ratio",0.754686633777566,"sham","42281"
"597","pm10_indoor","pm1num_indoor",0.989604020452392,"sham","42281"
"598","pm10_indoor","pm1num_outdoor",0.110273092077553,"sham","42281"
"599","pm10_indoor","pm1num_ratio",0.847121885656072,"sham","42281"
"600","pm10_indoor","temp_indoor",0.221209007801095,"sham","42281"
"601","pm10_indoor","temp_outdoor",-0.0321359135982519,"sham","42281"
"602","pm10_indoor","temp_ratio",-0.0172999574450267,"sham","42281"
"603","pm10_outdoor","pm10_ratio",-0.464575416024811,"sham","42281"
"604","pm10_outdoor","pm1num_indoor",-0.348447434683355,"sham","42281"
"605","pm10_outdoor","pm1num_outdoor",0.191235879390025,"sham","42281"
"606","pm10_outdoor","pm1num_ratio",-0.34016159901218,"sham","42281"
"607","pm10_outdoor","temp_indoor",-0.330405741407815,"sham","42281"
"608","pm10_outdoor","temp_outdoor",-0.4240308920107,"sham","42281"
"609","pm10_outdoor","temp_ratio",-0.103241471788639,"sham","42281"
"610","pm10_ratio","pm1num_indoor",0.793965941971721,"sham","42281"
"611","pm10_ratio","pm1num_outdoor",0.0815918742777143,"sham","42281"
"612","pm10_ratio","pm1num_ratio",0.712260528259669,"sham","42281"
"613","pm10_ratio","temp_indoor",0.164742876160471,"sham","42281"
"614","pm10_ratio","temp_outdoor",0.0787033174441372,"sham","42281"
"615","pm10_ratio","temp_ratio",0.0114636281335585,"sham","42281"
"616","pm1num_indoor","pm1num_outdoor",0.0709050941252513,"sham","42281"
"617","pm1num_indoor","pm1num_ratio",0.880573436953748,"sham","42281"
"618","pm1num_indoor","temp_indoor",0.198565124263735,"sham","42281"
"619","pm1num_indoor","temp_outdoor",0.0431911268709727,"sham","42281"
"620","pm1num_indoor","temp_ratio",-0.00791614559260815,"sham","42281"
"621","pm1num_outdoor","pm1num_ratio",-0.297179409052248,"sham","42281"
"622","pm1num_outdoor","temp_indoor",0.117723062188902,"sham","42281"
"623","pm1num_outdoor","temp_outdoor",-0.740913267605378,"sham","42281"
"624","pm1num_outdoor","temp_ratio",-0.0223941182209926,"sham","42281"
"625","pm1num_ratio","temp_indoor",-0.0131537893570357,"sham","42281"
"626","pm1num_ratio","temp_outdoor",0.378754843144983,"sham","42281"
"627","pm1num_ratio","temp_ratio",0.00112929939955859,"sham","42281"
"628","temp_indoor","temp_outdoor",-0.0524272537345776,"sham","42281"
"629","temp_indoor","temp_ratio",0.00172327393868284,"sham","42281"
"630","temp_outdoor","temp_ratio",0.0603482001679988,"sham","42281"
"631","concent_indoor","concent_outdoor",0.107117076842817,"hepa","42281"
"632","concent_indoor","concent_ratio",0.933226734533579,"hepa","42281"
"633","concent_indoor","inlttmp_indoor",-0.0771516085821134,"hepa","42281"
"634","concent_indoor","inlttmp_outdoor",-0.0763784829214911,"hepa","42281"
"635","concent_indoor","inlttmp_ratio",0.046591569214786,"hepa","42281"
"636","concent_indoor","pm1_indoor",0.223873848128684,"hepa","42281"
"637","concent_indoor","pm1_outdoor",0.15199441212459,"hepa","42281"
"638","concent_indoor","pm1_ratio",-0.115076021876808,"hepa","42281"
"639","concent_indoor","pm25_indoor",0.254640223667828,"hepa","42281"
"640","concent_indoor","pm25_outdoor",0.177204652800221,"hepa","42281"
"641","concent_indoor","pm25_ratio",-0.118034508327066,"hepa","42281"
"642","concent_indoor","pm10_indoor",0.0618344746642744,"hepa","42281"
"643","concent_indoor","pm10_outdoor",0.225925309219178,"hepa","42281"
"644","concent_indoor","pm10_ratio",-0.12610578218515,"hepa","42281"
"645","concent_indoor","pm1num_indoor",0.0926850793337073,"hepa","42281"
"646","concent_indoor","pm1num_outdoor",0.149302408505422,"hepa","42281"
"647","concent_indoor","pm1num_ratio",-0.11204473946922,"hepa","42281"
"648","concent_indoor","temp_indoor",-0.0479088344819542,"hepa","42281"
"649","concent_indoor","temp_outdoor",-0.116508388235044,"hepa","42281"
"650","concent_indoor","temp_ratio",-0.0322061751364162,"hepa","42281"
"651","concent_outdoor","concent_ratio",-0.0894563932510838,"hepa","42281"
"652","concent_outdoor","inlttmp_indoor",-0.314303688436837,"hepa","42281"
"653","concent_outdoor","inlttmp_outdoor",-0.316018764937864,"hepa","42281"
"654","concent_outdoor","inlttmp_ratio",0.298736077291657,"hepa","42281"
"655","concent_outdoor","pm1_indoor",0.341954566065492,"hepa","42281"
"656","concent_outdoor","pm1_outdoor",0.212696919879468,"hepa","42281"
"657","concent_outdoor","pm1_ratio",-0.17052212826066,"hepa","42281"
"658","concent_outdoor","pm25_indoor",0.359993490195788,"hepa","42281"
"659","concent_outdoor","pm25_outdoor",0.198778174958654,"hepa","42281"
"660","concent_outdoor","pm25_ratio",-0.17375652320605,"hepa","42281"
"661","concent_outdoor","pm10_indoor",0.191579815357212,"hepa","42281"
"662","concent_outdoor","pm10_outdoor",0.220280038646248,"hepa","42281"
"663","concent_outdoor","pm10_ratio",-0.167295218528346,"hepa","42281"
"664","concent_outdoor","pm1num_indoor",0.229055027170655,"hepa","42281"
"665","concent_outdoor","pm1num_outdoor",0.205003989817033,"hepa","42281"
"666","concent_outdoor","pm1num_ratio",-0.182465543183178,"hepa","42281"
"667","concent_outdoor","temp_indoor",-0.311658262539893,"hepa","42281"
"668","concent_outdoor","temp_outdoor",-0.314266661227117,"hepa","42281"
"669","concent_outdoor","temp_ratio",-0.279156047748768,"hepa","42281"
"670","concent_ratio","inlttmp_indoor",-0.0112713618607122,"hepa","42281"
"671","concent_ratio","inlttmp_outdoor",-0.00991526502791458,"hepa","42281"
"672","concent_ratio","inlttmp_ratio",-0.0202665994956822,"hepa","42281"
"673","concent_ratio","pm1_indoor",0.136053049299632,"hepa","42281"
"674","concent_ratio","pm1_outdoor",0.0655206884030054,"hepa","42281"
"675","concent_ratio","pm1_ratio",-0.0652020028706512,"hepa","42281"
"676","concent_ratio","pm25_indoor",0.151532798364482,"hepa","42281"
"677","concent_ratio","pm25_outdoor",0.0855957418772002,"hepa","42281"
"678","concent_ratio","pm25_ratio",-0.0730295429718332,"hepa","42281"
"679","concent_ratio","pm10_indoor",0.0314026144069695,"hepa","42281"
"680","concent_ratio","pm10_outdoor",0.119212076184354,"hepa","42281"
"681","concent_ratio","pm10_ratio",-0.0877686188212667,"hepa","42281"
"682","concent_ratio","pm1num_indoor",0.0220703124048876,"hepa","42281"
"683","concent_ratio","pm1num_outdoor",0.071533180257237,"hepa","42281"
"684","concent_ratio","pm1num_ratio",-0.0718902139315246,"hepa","42281"
"685","concent_ratio","temp_indoor",0.00637628291119933,"hepa","42281"
"686","concent_ratio","temp_outdoor",-0.0410677908513221,"hepa","42281"
"687","concent_ratio","temp_ratio",0.0117326383414033,"hepa","42281"
"688","inlttmp_indoor","inlttmp_outdoor",0.999731646762531,"hepa","42281"
"689","inlttmp_indoor","inlttmp_ratio",-0.827323475504899,"hepa","42281"
"690","inlttmp_indoor","pm1_indoor",-0.0420407537336729,"hepa","42281"
"691","inlttmp_indoor","pm1_outdoor",-0.135491650183377,"hepa","42281"
"692","inlttmp_indoor","pm1_ratio",0.297868659179678,"hepa","42281"
"693","inlttmp_indoor","pm25_indoor",-0.201968277983175,"hepa","42281"
"694","inlttmp_indoor","pm25_outdoor",-0.119308672740016,"hepa","42281"
"695","inlttmp_indoor","pm25_ratio",0.259810622201357,"hepa","42281"
"696","inlttmp_indoor","pm10_indoor",-0.317311328822307,"hepa","42281"
"697","inlttmp_indoor","pm10_outdoor",-0.126531292143538,"hepa","42281"
"698","inlttmp_indoor","pm10_ratio",0.138272996013444,"hepa","42281"
"699","inlttmp_indoor","pm1num_indoor",-0.14782321577638,"hepa","42281"
"700","inlttmp_indoor","pm1num_outdoor",-0.198231826765048,"hepa","42281"
"701","inlttmp_indoor","pm1num_ratio",0.308854267006721,"hepa","42281"
"702","inlttmp_indoor","temp_indoor",0.629788186863281,"hepa","42281"
"703","inlttmp_indoor","temp_outdoor",0.97742848686615,"hepa","42281"
"704","inlttmp_indoor","temp_ratio",0.583795030058766,"hepa","42281"
"705","inlttmp_outdoor","inlttmp_ratio",-0.840030478278051,"hepa","42281"
"706","inlttmp_outdoor","pm1_indoor",-0.0408968359703931,"hepa","42281"
"707","inlttmp_outdoor","pm1_outdoor",-0.131549326914149,"hepa","42281"
"708","inlttmp_outdoor","pm1_ratio",0.297602949854595,"hepa","42281"
"709","inlttmp_outdoor","pm25_indoor",-0.199951903560497,"hepa","42281"
"710","inlttmp_outdoor","pm25_outdoor",-0.115665417145321,"hepa","42281"
"711","inlttmp_outdoor","pm25_ratio",0.259338422026761,"hepa","42281"
"712","inlttmp_outdoor","pm10_indoor",-0.313032613523024,"hepa","42281"
"713","inlttmp_outdoor","pm10_outdoor",-0.12317348190504,"hepa","42281"
"714","inlttmp_outdoor","pm10_ratio",0.139212904443575,"hepa","42281"
"715","inlttmp_outdoor","pm1num_indoor",-0.144136907893135,"hepa","42281"
"716","inlttmp_outdoor","pm1num_outdoor",-0.194455783853543,"hepa","42281"
"717","inlttmp_outdoor","pm1num_ratio",0.309458749270227,"hepa","42281"
"718","inlttmp_outdoor","temp_indoor",0.623339687254955,"hepa","42281"
"719","inlttmp_outdoor","temp_outdoor",0.978754331126979,"hepa","42281"
"720","inlttmp_outdoor","temp_ratio",0.576370110743358,"hepa","42281"
"721","inlttmp_ratio","pm1_indoor",0.00183207155175906,"hepa","42281"
"722","inlttmp_ratio","pm1_outdoor",0.0122090769075118,"hepa","42281"
"723","inlttmp_ratio","pm1_ratio",-0.241024267827078,"hepa","42281"
"724","inlttmp_ratio","pm25_indoor",0.115863288169603,"hepa","42281"
"725","inlttmp_ratio","pm25_outdoor",0.0073706428926572,"hepa","42281"
"726","inlttmp_ratio","pm25_ratio",-0.201606669359383,"hepa","42281"
"727","inlttmp_ratio","pm10_indoor",0.153647651249894,"hepa","42281"
"728","inlttmp_ratio","pm10_outdoor",0.0206728343719615,"hepa","42281"
"729","inlttmp_ratio","pm10_ratio",-0.1365887530188,"hepa","42281"
"730","inlttmp_ratio","pm1num_indoor",0.0447311839836768,"hepa","42281"
"731","inlttmp_ratio","pm1num_outdoor",0.0670632014358333,"hepa","42281"
"732","inlttmp_ratio","pm1num_ratio",-0.262991295763096,"hepa","42281"
"733","inlttmp_ratio","temp_indoor",-0.373291996273466,"hepa","42281"
"734","inlttmp_ratio","temp_outdoor",-0.852090001327432,"hepa","42281"
"735","inlttmp_ratio","temp_ratio",-0.311530644981067,"hepa","42281"
"736","pm1_indoor","pm1_outdoor",0.215937131534971,"hepa","42281"
"737","pm1_indoor","pm1_ratio",0.0764341829248588,"hepa","42281"
"738","pm1_indoor","pm25_indoor",0.888570819581514,"hepa","42281"
"739","pm1_indoor","pm25_outdoor",0.237871042037313,"hepa","42281"
"740","pm1_indoor","pm25_ratio",0.0711854649381925,"hepa","42281"
"741","pm1_indoor","pm10_indoor",0.0440072101096979,"hepa","42281"
"742","pm1_indoor","pm10_outdoor",0.235409362964937,"hepa","42281"
"743","pm1_indoor","pm10_ratio",-0.0371502329545838,"hepa","42281"
"744","pm1_indoor","pm1num_indoor",0.544465989339094,"hepa","42281"
"745","pm1_indoor","pm1num_outdoor",0.2274004623275,"hepa","42281"
"746","pm1_indoor","pm1num_ratio",0.0155375751129138,"hepa","42281"
"747","pm1_indoor","temp_indoor",-0.332242095161675,"hepa","42281"
"748","pm1_indoor","temp_outdoor",-0.0243325082798052,"hepa","42281"
"749","pm1_indoor","temp_ratio",-0.331263218644108,"hepa","42281"
"750","pm1_outdoor","pm1_ratio",-0.273601371626238,"hepa","42281"
"751","pm1_outdoor","pm25_indoor",0.209664673289616,"hepa","42281"
